computed_key	owner_class	function_va	semantic_name	result_type	formula	inputs	rounding_clamp	semantic_status	authoritative_scope	evidence_span_start	evidence_span_end	evidence_span_sha256	whole_family_span	whole_family_sha256	evidence_key	source	blocker	required_next_evidence	image_sha256
46192bb8a6b793186ddc40840f3fdedd61fc6d2428e11d37a463051318941692	FightAttr	0x00467F80	dammin_magic	i32	subtotal=intellect*1.0+optional(CBuffAttr+0xF0)+optional(STANDARD_MOB+0x24);subtotal+=subtotal*f32(CBuffAttr+0x170)*0.01;return=max(0,subtotal)	intellect;CBuffAttr+0xF0;STANDARD_MOB+0x24;CBuffAttr+0x170	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00467F80	0x00468070	0fcd1f80bfa946e99691d3164f1eed8135bb6525d340daf810e42860d865e4aa	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	a7d2eff36158ce455de8266558e4cccb6ccbb457a919e4eab05d6c84b1054b4d	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d26622a140144e266d0536848b18bac6f2fcb8369b216f553d851c781a309eac	FightAttr	0x00468070	damplus_physics	i32	subtotal=agility*0.2+optional(CBuffAttr+0xF4)+optional(STANDARD_MOB+0x28);subtotal+=subtotal*f32(CBuffAttr+0x174)*0.01;return=max(0,subtotal)	agility;CBuffAttr+0xF4;STANDARD_MOB+0x28;CBuffAttr+0x174	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468070	0x00468160	66c42957f4c4c5f6095ad9bae363e5b40c65ef38315067b0af65ec9977464939	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	4a6abf1230f1ae0a0f3f5d99367323c89b4d0cba6fe9ec97877a7400ee6cf5dc	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
65b5b1a10450a91e24be6adcc0bc1b521ac8e15436692585d400801e8f5102d7	FightAttr	0x00468160	damplus_magic	i32	subtotal=perception*0.2+optional(CBuffAttr+0xF8)+optional(STANDARD_MOB+0x2C);subtotal+=subtotal*f32(CBuffAttr+0x178)*0.01;return=max(0,subtotal)	perception;CBuffAttr+0xF8;STANDARD_MOB+0x2C;CBuffAttr+0x178	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468160	0x00468250	cd30bdd70581171579373f0ace9871be87c6248e083ba4bd2abf850f774ac3e8	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	86e638b0a56ba67cce3256c5a1896a653402291fc9a20aefa5023161d6b2b940	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2210b70329cf02224c56a4b9a0789ef1720756c9fc81e0a39cb0f7c49e5b8560	FightAttr	0x00468250	ac_physics	i32	subtotal=constitution*2.0+optional(CBuffAttr+0xFC)+optional(STANDARD_MOB+0x30);subtotal+=subtotal*f32(CBuffAttr+0x17C)*0.01;return=max(0,subtotal)	constitution;CBuffAttr+0xFC;STANDARD_MOB+0x30;CBuffAttr+0x17C	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468250	0x00468340	cc86a9dc8cdf533b44ebf5a820977673cfab2f3df87aa084b8c3671540108af0	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	815a26dfdc4868ad10a47bf2eaccf4ddce9b4318be728a62b8f826f2ff4b7102	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0f38f745d585ea4f27d45c3199bc4cdc7732d6fff8ac2e385d955015271cf65c	FightAttr	0x00468340	ac_magic	i32	subtotal=constitution*2.0+optional(CBuffAttr+0x100)+optional(STANDARD_MOB+0x34);subtotal+=subtotal*f32(CBuffAttr+0x180)*0.01;return=max(0,subtotal)	constitution;CBuffAttr+0x100;STANDARD_MOB+0x34;CBuffAttr+0x180	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468340	0x00468430	64ccce270e27e84dfcfd3698100825be995c29e9c249650f0f2b97c1f6120f21	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	5b5ce7d1a6c746472d07cde92c4d6bc95ff92608b588c01b8f2599627de7d319	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cb8683b8467b341009be8d99511276a7c47e1d1496afac112b74552921784d1a	FightAttr	0x00468430	absorb_physics	i32	subtotal=strength*0.3+optional(CBuffAttr+0x104)+optional(STANDARD_MOB+0x38);subtotal+=subtotal*f32(CBuffAttr+0x184)*0.01;return=max(0,subtotal)	strength;CBuffAttr+0x104;STANDARD_MOB+0x38;CBuffAttr+0x184	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468430	0x00468520	3b8797daa42a34fb3aa462be5e0ce53a3f445c70461bb2f647ca7cab6a1fe09d	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	e3a8063076e1cb122e475372484e2117fdbff3d0a36756266d274d04fdc5eb72	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
47ff92a902fce048ae613e3527a9e737a03e04888bc8aea4e0908bf338d6fd30	FightAttr	0x00468520	absorb_magic	i32	subtotal=intellect*0.2+optional(CBuffAttr+0x108)+optional(STANDARD_MOB+0x3C);subtotal+=subtotal*f32(CBuffAttr+0x188)*0.01;return=max(0,subtotal)	intellect;CBuffAttr+0x108;STANDARD_MOB+0x3C;CBuffAttr+0x188	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468520	0x00468610	6697f875d147bbe670810ccc39c592f18bfe31b03f04ea821a21c02e1ac4e394	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	4a6c4046c89d4f65b7c56abcdda15843955df91838249ac3ff5361fc66ed8c59	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5e56b63b95c350fbea3b93daeae7f8ff8698a19b60ad866fa73ac9e8db5805c0	FightAttr	0x00468610	penetrate_physics	i32	subtotal=agility*1.0+optional(CBuffAttr+0x10C)+optional(STANDARD_MOB+0x40);subtotal+=subtotal*f32(CBuffAttr+0x18C)*0.01;return=max(0,subtotal)	agility;CBuffAttr+0x10C;STANDARD_MOB+0x40;CBuffAttr+0x18C	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468610	0x00468700	0a594265fd2d06515388f46e15d69b3bb76b636fb0c9b9cab1a662747842227d	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	f2f575d2ba7ab2ac3431bdb921d7c08271204b82d40d6fe9c632d08df7f975ce	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2ffa78d19c1bd47759980eafe6508d60990363c3fac1e676eee145fb5b7ab024	FightAttr	0x00468700	penetrate_magic	i32	subtotal=perception*1.0+optional(CBuffAttr+0x110)+optional(STANDARD_MOB+0x44);subtotal+=subtotal*f32(CBuffAttr+0x190)*0.01;return=max(0,subtotal)	perception;CBuffAttr+0x110;STANDARD_MOB+0x44;CBuffAttr+0x190	truncate_toward_zero_then_clamp_min_0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468700	0x004687F0	f2d09a0e2055d42ebb6a96c9ec97b6196a1056c64d0041ad0d024596d4c4f750	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	3bd46b41e57a4e28faa05098ff15febc0116dec8f1debc962cbebbb77b1f91a0	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0a296237119a06be5b5629106f66c4e34bf80efea101451b5380dda05c44f0cd	FightAttr	0x004687F0	hitrate	f32	subtotal=perception*0.001+optional(CBuffAttr+0x124)+optional(STANDARD_MOB+0x58);return=max(0,subtotal)	perception;CBuffAttr+0x124;STANDARD_MOB+0x58	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x004687F0	0x004688B0	26d853db00c208f3cd6cc3d74a2de8754c2b9e8106189ba0d194f18545f8fa03	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	bed5b64389a0d420dcd24b2f25a1742132d23f8b84d6fdfc546002df48850d16	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
532d2cc8269c500b00a13f4c6b354d0c8be0328eed1cf6ff6b6d9b482fed2c0f	FightAttr	0x004688B0	dodge	f32	subtotal=agility*0.001+optional(CBuffAttr+0x128)+optional(STANDARD_MOB+0x5C);return=max(0,subtotal)	agility;CBuffAttr+0x128;STANDARD_MOB+0x5C	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x004688B0	0x00468970	86c62c7ae9dc6a99ea3e6201efbc622e9ef113b3f57d0956499fc9062a72c211	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	8910b9847fd0ffbcfc93c1bbbb79253022eac6cf5b6b994efb0888c27dec3bec	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cf7f8e77fff62628025095efd96a0ce3a40ccd8a4348ed7759eaafc620e802a4	FightAttr	0x00468970	powerhit	f32	subtotal=perception*0.001+optional(CBuffAttr+0x130)+optional(STANDARD_MOB+0x64);return=max(0,subtotal)	perception;CBuffAttr+0x130;STANDARD_MOB+0x64	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468970	0x00468A20	51219d2968bd5435844bcd725e44ca5ab12106751cca31a7991848d969116bc6	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	f3b959c6fa6b2399533a1b0f5bf4c8666d49734d9bb0a5ecb0448d2bb8bba843	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d157c399c4ad62280a5b8b924112a978bb6005c11e765bcadc8c71f22e8fef38	FightAttr	0x00468A20	anti_powerhit	f32	subtotal=strength*0.001+optional(CBuffAttr+0x12C)+optional(STANDARD_MOB+0x60);return=max(0,subtotal)	strength;CBuffAttr+0x12C;STANDARD_MOB+0x60	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468A20	0x00468AD0	811cde988b0bc5cf3edea26f4b6e1e1f4aee975e6b2e625ffb2d03cb3f6cdcb9	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	b542b822cdc8e8b3720adaab19ce3609a1e23e28155041f421ff297fe4549d4f	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
b236442ca0e3a56dc0b23d5a4c13e5889faf0c1ad98bac7addc278c52d185a4d	FightAttr	0x00468AD0	multiply_powerdam	f32	subtotal=0.0+optional(CBuffAttr+0x13C)+optional(STANDARD_MOB+0x70);return=max(0,subtotal)	none;CBuffAttr+0x13C;STANDARD_MOB+0x70	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468AD0	0x00468B70	7964d0aa0f368a560fe7946f2eac941e9ec7bfa3600b5dbe0b165d3bc0272792	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	739a6e76e0c13cc598beee5819c51416fdc0dee1596880d5d282d78041afb7df	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
4c80e2645575068fb051dfb4f0555e073a578f1459b256153f0a40439158fe96	FightAttr	0x00468B70	absorb_powerdam	f32	subtotal=0.0+optional(CBuffAttr+0x140)+optional(STANDARD_MOB+0x74);return=max(0,subtotal)	none;CBuffAttr+0x140;STANDARD_MOB+0x74	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468B70	0x00468C10	8af8e5f0cde15b2993ec54bebcb81632828cdf69f94962da5313d92e5aec2dcd	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	6e2611987469eb7ca2849469b95ac6dce6da0c30c6284c4de1c7d46ccf38f8fa	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cc25ae279016ac5fdfe77acc44935382d720c3e36588cb84db38067036317009	FightAttr	0x00468C10	absorb_shield	f32_pct_of_subtotal	subtotal=0.0+optional(CBuffAttr+0x144)+optional(STANDARD_MOB+0x78);subtotal+=subtotal*f32(CBuffAttr+0x194)*0.01;return=max(0,subtotal)	none;CBuffAttr+0x144;STANDARD_MOB+0x78;CBuffAttr+0x194	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468C10	0x00468CF0	8f226a6a58093dbac52354fed41bbaabe7d949693380196b44e1234178a748e3	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	05039c9d1b7e1277b37b8e2a8558d27ddf6dc8bcc54b5ca2ae8f4aa8ca264b52	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2b89e89398d461d5b14e3f46961e681d84564c32ceeee47d28f8d3601ed39b9b	FightAttr	0x00468CF0	blockrate	f32	subtotal=0.0+optional(CBuffAttr+0x148)+optional(STANDARD_MOB+0x7C);return=max(0,subtotal)	none;CBuffAttr+0x148;STANDARD_MOB+0x7C	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468CF0	0x00468D90	fbf8613d21631e4394dc4b649aadf5330b7149eed184893ce93a8890f0276b65	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	33d04f1d096da4911a41b84e7e8fd52d8d2cbc1358ea1732298511a55eaff6f1	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e3a30b1d426b3dc8e66178d808daaada22aaa70c111b9721c2cb827eee8e236e	FightAttr	0x00468D90	bypass	f32	subtotal=0.0+optional(CBuffAttr+0x134)+optional(STANDARD_MOB+0x68);return=max(0,subtotal)	none;CBuffAttr+0x134;STANDARD_MOB+0x68	clamp_min_0.0	PROVEN_EXACT	CLIENT_COMPUTED_UI_OR_MODEL_VALUE_NOT_SERVER_AUTHORITY	0x00468D90	0x00468E30	885389e6918aab1594667a237851e7a61dee5ff5454e76780f9773f753a8ef42	0x00467A60..0x00468F20	aa6bdcd1f9e96def1c866bd36bb2790423d7447de39b5834d4d67a51484a44e8	7c1d0df7e306f58c708708afef8e73c5a0ca9d65697f07ff1098313c24ef2805	IMAGE		original server-side hit/damage authority requires independent wire/runtime proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
