edge_key	child	parent	parent_chain	parent_status	edge_kind	type_descriptor_va	type_descriptor_file_offset	decorated_type_name	parent_locator_va	parent_locator_file_offset	child_type_node_va	registration_call_va	child_node_getter_va	registration_span_start	registration_span_end	registration_span_sha256	support_span_sha256	ctor_span	dtor_span	ctor_base_call_va	codec_base_call_va	evidence_key	source	blocker	required_next_evidence	image_sha256
014ea1e6868c65eecf055e9c93767b630c2c0713a84c16993c72c5686292078e	ActorGatheringInfoAttr	Attribute	PcRefObject>Attribute>ActorGatheringInfoAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101C0E4	0x00C198E4	.?AVActorGatheringInfoAttr@@	0x004636E0	0x00062AE0	0x01086324	0x00BFD3FC	0x00699BA0	0x00BFD3E0	0x00BFD417	52fde0fe3ec21d451c31225627bff5076d5428fd9cfafc97888cf3e4a7147745	ActorGatheringInfoAttr.node_getter@77ec3f78455cbe5b28772426b39da372954a824ce35c7e9a6c67867e77532f34;ActorGatheringInfoAttr.registration@52fde0fe3ec21d451c31225627bff5076d5428fd9cfafc97888cf3e4a7147745;Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;Attribute.registration@c56b630cadb4beae771ad3f13a5d665b75e11e26e1b8f9e6663ac0028803319d;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b	N/A	N/A	N/A	N/A	2689c35c6cb1864718c3c32a244f6d024d850a7b01eaeb781ff2030a0b9ef0fe	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
c63278e7fcb246ecc4e71299c620b6fae60ec255a7ad4417b523153a81284bdf	ActorTreasureHuntExcavatingInfoAttr	Attribute	PcRefObject>Attribute>ActorTreasureHuntExcavatingInfoAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101DF18	0x00C1B718	.?AVActorTreasureHuntExcavatingInfoAttr@@	0x004636E0	0x00062AE0	0x01089160	0x00C08ACC	0x0072B680	0x00C08AB0	0x00C08AE7	2d2d1e8fa3a197a0dce4bb222db06a2f6b439e9bd95487f464f1eb89bc3a3377	ActorTreasureHuntExcavatingInfoAttr.node_getter@dc54ece4e0bd18e97aaf47c6085f6993bd9344ef286c092debda24d98104a033;ActorTreasureHuntExcavatingInfoAttr.registration@2d2d1e8fa3a197a0dce4bb222db06a2f6b439e9bd95487f464f1eb89bc3a3377;Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;Attribute.registration@c56b630cadb4beae771ad3f13a5d665b75e11e26e1b8f9e6663ac0028803319d;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b	N/A	N/A	N/A	N/A	998dd15918a393b0d1fc4eb65e6bbf5b13c4b151cf954723de58159231ced6fd	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
18182d1e7e450cb4ead2da424a2d36e8886bd1f334a5dad8c2eac6617fc57353	CVehicleAttr	Attribute	PcRefObject>Attribute>CVehicleAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101CB88	0x00C1A388	.?AVCVehicleAttr@@	0x004636E0	0x00062AE0	0x010879B0	0x00C028FC	0x006E2D30	0x00C028E0	0x00C02917	1bb0854b0be67e2f334ec3c8bd0147b6a5cac2da51cc432b24db02d41865dd8d	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;Attribute.registration@c56b630cadb4beae771ad3f13a5d665b75e11e26e1b8f9e6663ac0028803319d;CVehicleAttr.node_getter@a4fbe8178cf66f7a2f1acdd60e5db8383736ab2d1b480ab7e3add713f5367e46;CVehicleAttr.registration@1bb0854b0be67e2f334ec3c8bd0147b6a5cac2da51cc432b24db02d41865dd8d;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b	N/A	N/A	N/A	N/A	cc76c9bddc8b013b081bca67ab6dce1ee3d0802e238f47b79bedd172d9c77f52	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fa01281a90fe06ea5929e3758d0804c9b1405f5ddbbacb19679bb62448eab926	NavigationExAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>NavigationExAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101C6F0	0x00C19EF0	.?AVNavigationExAttr@@	0x00467620	0x00066A20	0x01089440	0x00C094CC	0x0072E520	0x00C094B0	0x00C094E7	701e096aedcc01fb4de4bac865fa206b145b8e5f688fd58d851ef6c544259212	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;NavigationExAttr.node_getter@d0c65c37c06408d09a95e246cb8e000dc9f0b851815673833632b4e784dc587b;NavigationExAttr.registration@701e096aedcc01fb4de4bac865fa206b145b8e5f688fd58d851ef6c544259212;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	35612bdad7b5005d50181859e9855419a23aff006a88a27eb278211be962a4af	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
409507f68581eeee0e57f2d0871b17855c1fa3e3b0ab8a5d29677f71910511e7	NPCAppearAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>NPCAppearAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x01027474	0x00C24C74	.?AVNPCAppearAttr@@	0x00467620	0x00066A20	0x01089838	0x00C09E2C	0x00737E00	0x00C09E10	0x00C09E47	f33de01d70c912a672d118cd93f6db370dcf36cf76c5a0494422c401124f299b	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;NPCAppearAttr.node_getter@cfe0417e3e7ff3e2c64266eb8e71b38220464ff078c77410508c8450ea72a66f;NPCAppearAttr.registration@f33de01d70c912a672d118cd93f6db370dcf36cf76c5a0494422c401124f299b;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	c1a96e11950ba971e048aa5009e937d0a9eb847f3cdba2dc822f4638ccb282bb	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2e9f0021a7bb37674f95a5a9b244fc2c44f8e56ae0b5782014359164a66f0fc9	ResidentEffectAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101DAE8	0x00C1B2E8	.?AVResidentEffectAttr@@	0x00467620	0x00066A20	0x010885E8	0x00C0534C	0x0070B470	0x00C05330	0x00C05367	59274857db8d5edd92ec6b89c46bdf21a1a5bc80acc3cd95ad58b42b08390af6	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;ResidentEffectAttr.node_getter@aca5d0b9d8084cf9cf7eccc71fa198f198e4f79e09d061b14408b734e09de1b7;ResidentEffectAttr.registration@59274857db8d5edd92ec6b89c46bdf21a1a5bc80acc3cd95ad58b42b08390af6;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	faa1205ebfa7c795bc00a3ef20d6acb1f81f43aa9e86e0e7169f53025ae49cfc	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
eeeecfe41c82f8748bc4978aacd219064af8d6f8a2d0e70aca973209db32061f	StallActorAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>StallActorAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101E608	0x00C1BE08	.?AVStallActorAttr@@	0x00467620	0x00066A20	0x0108AF7C	0x00C0E70C	0x0076A200	0x00C0E6F0	0x00C0E727	35fa9a8842127eae08f23d7c8780e236e8b4af8273d7b08259b64cf5474c4a9b	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;StallActorAttr.node_getter@b2746b37ec55d2c81e19c6f06261a171e4a922ca9eb3839056ceb729eb746509;StallActorAttr.registration@35fa9a8842127eae08f23d7c8780e236e8b4af8273d7b08259b64cf5474c4a9b;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	766419cbb24d62464007627a459a7d130e14c935245974039d68a0af3e7283cd	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e206c7f4ae70322cebc85cdff4dcfaba9a29bbdda2447631f0f18c5610032319	SummonedPetAttr	AvatarAttr	PcRefObject>Attribute>DBAttribute>AvatarAttr>SummonedPetAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101D6C0	0x00C1AEC0	.?AVSummonedPetAttr@@	0x00463FB0	0x000633B0	0x01087BA8	0x00C0351C	0x006EDA40	0x00C03500	0x00C03537	d1e018f3bd1518a794cbaa9a1f17d28ee93383677f8934bdb1cc65b18f33e81c	AvatarAttr.node_getter@7c3eb27b5a964e8503010f7b8b0c589ddd50828c10cb5b9f8c64e2f6d31cf091;AvatarAttr.registration@c808b9a1b22ced3785c36d28f2d1b1c9f18e5da365431109222c333d839f3bee;SummonedPetAttr.node_getter@59649813dd99577aee980219b24dd97f246b96185a48d2829e38e8d139e8253f;SummonedPetAttr.registration@d1e018f3bd1518a794cbaa9a1f17d28ee93383677f8934bdb1cc65b18f33e81c	N/A	N/A	N/A	N/A	ff29f6aa7da20637f232a09bae5e75b1e164292caa999f50f4e9e50a85c363df	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e8033fc75968e11298020c73ba39f8b48883cb9c3e3d284ba8772bf9ca3db2f5	PartyAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>PartyAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101B6E0	0x00C18EE0	.?AVPartyAttr@@	0x00467620	0x00066A20	0x01083384	0x00BF33FC	N/A	0x00BF33E0	0x00BF3417	3aed4f2a92adb79651b3e7d06e8ccd7323483cc4e60e29ca9c048a53043a4255	Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;PartyAttr.registration@3aed4f2a92adb79651b3e7d06e8ccd7323483cc4e60e29ca9c048a53043a4255;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	988f1f8c2357506eb46d93565c9aa146d76c0397a3f93433113e9cbbb2419de5	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a296a14ffcad87836ebc78d84066c128fdde702e73ed1c016341589cd1e4be53	ActorCommunityDataSet	DBAttribute	PcRefObject>Attribute>DBAttribute>ActorCommunityDataSet	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101B7E4	0x00C18FE4	.?AVActorCommunityDataSet@@	0x00467620	0x00066A20	0x01083C60	0x00BF510C	N/A	0x00BF50F0	0x00BF5127	ebedb37ff32b09ab900dc0d93ca52cb95a43122fa0cd0c2a1a4b359a58ca8344	ActorCommunityDataSet.registration@ebedb37ff32b09ab900dc0d93ca52cb95a43122fa0cd0c2a1a4b359a58ca8344;Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	3626a9e02bbae72ab4ddbbb0096327986857b96ac8d37c61b92137e8478713b3	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
bcf9ef223a8337814d4fa65f4639d6908d31d997f2e22dfe9995d35134dcd484	CommunityActorAttr	PcRefObject	PcRefObject>CommunityActorAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101B774	0x00C18F74	.?AVCommunityActorAttr@@	0x0088D000	0x0048C400	0x0102FD28	0x00BCF5DC	N/A	0x00BCF5C0	0x00BCF5F7	a7fd40bd2f40a2dc17b81d84bbf708cf368c2fa8cf84745071b600187705068f	CommunityActorAttr.registration@a7fd40bd2f40a2dc17b81d84bbf708cf368c2fa8cf84745071b600187705068f;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	4dd627f0b06ece0b3c6c837501a06d9ed30c95c9ca5c978ebdccdce13429ec61	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
67c1579b8a6d0ab3f2ae9afdaea5ad4de0c09bcbb3e3c7e21bb60475623bd021	PartyModule_Client	ClientModule	PcRefObject>Module>ClientModule>PartyModule_Client	PROVEN_EXACT	DIRECT_PARENT_NODE_PUSH	0x0101B750	0x00C18F50	.?AVPartyModule_Client@@	0x0102CC34	UNKNOWN	0x01083634	0x00BF403B	0x0062C290	0x00BF4020	0x00BF4056	7d96d8075cbf5ee8adeb7535046b4beca769c7720753750816c933f69f834b85	ClientModule.registration@337409eba6db2a674fe9ae41112f6a0911755d08555a19aff259210465b3b6d5;Module.node_getter@976eaba62db05596c0ac3af706feed59172a701ca60a17e22b6b0d090528ab3c;Module.registration@041cdb7bbd71ab33403bc8e9b12185e4c3df23b71c7dee1d53c789a3c6813655;PartyModule_Client.node_getter@89c50e9007f5453c1441ef42b501780a4b45254084012e1b05261498079255f4;PartyModule_Client.registration@7d96d8075cbf5ee8adeb7535046b4beca769c7720753750816c933f69f834b85;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	a81a83892c46ebb6663df865083c379ea1a38a3ae1cc2d48fbbd2e9b52078f69	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
feb535da9a70915c85613e63ca8c0981ae397c3b8deba7479611d47bf546db1d	CommunityModule_Client	ClientModule	PcRefObject>Module>ClientModule>CommunityModule_Client	PROVEN_EXACT	DIRECT_PARENT_NODE_PUSH	0x0101BA88	0x00C19288	.?AVCommunityModule_Client@@	0x0102CC34	UNKNOWN	0x01083C88	0x00BF595B	0x00641FE0	0x00BF5940	0x00BF5976	bf38af05b777e7b611174a369459cd6951329661ac3f06ba3fc2e92922859107	ClientModule.registration@337409eba6db2a674fe9ae41112f6a0911755d08555a19aff259210465b3b6d5;CommunityModule_Client.node_getter@30b104ce96a1840f5a708047953423cf12f85c2c3b3bdb32818e41fe9ee07ddb;CommunityModule_Client.registration@bf38af05b777e7b611174a369459cd6951329661ac3f06ba3fc2e92922859107;Module.node_getter@976eaba62db05596c0ac3af706feed59172a701ca60a17e22b6b0d090528ab3c;Module.registration@041cdb7bbd71ab33403bc8e9b12185e4c3df23b71c7dee1d53c789a3c6813655;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	4309863bf9c98ab6c16b3858c19f6f7821bdb72e13f55a813766c04651102e7e	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d78389a98a34f23ff17c2b16ae313f8a91cfab5fcc3046d5722b7b2be0ebfb49	CGCGuildModule	ClientModule	PcRefObject>Module>ClientModule>CGCGuildModule	PROVEN_EXACT	DIRECT_PARENT_NODE_PUSH	0x0101B1F4	0x00C189F4	.?AVCGCGuildModule@@	0x0102CC34	UNKNOWN	0x01084BE8	0x00BF90AB	0x00665610	0x00BF9090	0x00BF90C6	59bfad2b2a6b7d11543a4e246caeff5fd5d13ca23a213c61d48772a3148b4595	CGCGuildModule.node_getter@fe5e510e36c0a8ef4f90c8e612c0cc20a16ac7adc191be2725d56ee89f6c63de;CGCGuildModule.registration@59bfad2b2a6b7d11543a4e246caeff5fd5d13ca23a213c61d48772a3148b4595;ClientModule.registration@337409eba6db2a674fe9ae41112f6a0911755d08555a19aff259210465b3b6d5;Module.node_getter@976eaba62db05596c0ac3af706feed59172a701ca60a17e22b6b0d090528ab3c;Module.registration@041cdb7bbd71ab33403bc8e9b12185e4c3df23b71c7dee1d53c789a3c6813655;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	c71cc6368e78e18fefa19498a5b6000e4eea03a514b73da95afd7665790d367e	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fe0f790f6f1e50f0314dadbc7476ea7940c0b95e80bca61de3da135823691e47	CGuildStorageAttr	BackpackAttr	PcRefObject>Attribute>DBAttribute>ItemBagAttr>BackpackAttr>CGuildStorageAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101B1D4	0x00C189D4	.?AVCGuildStorageAttr@@	0x00469E70	0x00069270	0x01084EDC	0x00BF969C	0x006720E0	0x00BF9680	0x00BF96B7	e02f20746670091866a5e9c4f5b49267ec16c5b0406cbeb460c64d6df60cbdc3	BackpackAttr.node_getter@1787ff23b9415f3445f383ba8a8a69685a2779e9c0c9d88916948530e9e256e2;BackpackAttr.registration@c5b6c0488d224015a016184a0d7e4bfe72c36df04294b7d7944b2ebce7b8c562;CGuildStorageAttr.node_getter@3cec5ccc45c03cc4995a4fa41bf63c36322c23947186d8c9696fac89961959f8;CGuildStorageAttr.registration@e02f20746670091866a5e9c4f5b49267ec16c5b0406cbeb460c64d6df60cbdc3;ItemBagAttr.node_getter@b65aa5e5d5ae82757ab0cfe5e293755e7bda2e97f411cd2fec373cce29468e3d;ItemBagAttr.registration@0b6472ff48ff5255f8351f592b23cabbe2d5eb18e792991887652ef5ba95785d	N/A	N/A	N/A	N/A	7d92e1db7ea8c83be3ed5dc5bc8ddc807f146922feeb81ff084bfca7662ebdd0	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
dfe0fbe9c1e14e60902daed059f098e0dcef2870c89e48d89c6b9fc5f2f53d6a	ActivityModule_Client	ClientModule	PcRefObject>Module>ClientModule>ActivityModule_Client	PROVEN_EXACT	DIRECT_PARENT_NODE_PUSH	0x0101C260	0x00C19A60	.?AVActivityModule_Client@@	0x0102CC34	UNKNOWN	0x0108642C	0x00BFDAEB	0x0069EE40	0x00BFDAD0	0x00BFDB06	c8b658cfe6325dbaeff9b78be043dae0f1aadac7b5ac26261ec2d59e73702d73	ActivityModule_Client.node_getter@4f5fb1cffd88be79da3eeabdea6978d560c0a23d61e5021ab5bcd39bc510afb8;ActivityModule_Client.registration@c8b658cfe6325dbaeff9b78be043dae0f1aadac7b5ac26261ec2d59e73702d73;ClientModule.registration@337409eba6db2a674fe9ae41112f6a0911755d08555a19aff259210465b3b6d5;Module.node_getter@976eaba62db05596c0ac3af706feed59172a701ca60a17e22b6b0d090528ab3c;Module.registration@041cdb7bbd71ab33403bc8e9b12185e4c3df23b71c7dee1d53c789a3c6813655;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	a9c938632654f8d02cf4446d39c646878064f3bf2f3876538c8a978f192e28cf	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
97b75f76d62c2e21d5797a7a1e4f675ee5f6d23b9ce96b19b64f3637259a8124	PetsModule_Client	ClientModule	PcRefObject>Module>ClientModule>PetsModule_Client	PROVEN_EXACT	DIRECT_PARENT_NODE_PUSH	0x0101DA3C	0x00C1B23C	.?AVPetsModule_Client@@	0x0102CC34	UNKNOWN	0x010880C0	0x00C0430B	0x006F9C10	0x00C042F0	0x00C04326	39131804ccf5ee00bc0974b9d068b90a1478ba64e170aa33fac1c73645e27362	ClientModule.registration@337409eba6db2a674fe9ae41112f6a0911755d08555a19aff259210465b3b6d5;Module.node_getter@976eaba62db05596c0ac3af706feed59172a701ca60a17e22b6b0d090528ab3c;Module.registration@041cdb7bbd71ab33403bc8e9b12185e4c3df23b71c7dee1d53c789a3c6813655;PcRefObject.global_node_binding@92221a78df4f005e2769be797bfadd2f18b03d323b846349da3988c181969b5a;PcRefObject.node_constructor@6028372c7ab18be72e4250c1a810dc3282423e74a14a4ccb44797aa47e444059;PcRefObject.node_getter@02365cc06767b6375d490abcc800d3fd832f7bab17769ba811319752b7d89d6b;PcRefObject.type_descriptor@0e60d0beec1df4b62cc1fe0afefa60e52be775248169d246951136f8f9e5e902;PetsModule_Client.node_getter@89f1b0cbbd0e217651ec11a1307d2ae236220b378bd066714ec2d65ea54a032d;PetsModule_Client.registration@39131804ccf5ee00bc0974b9d068b90a1478ba64e170aa33fac1c73645e27362;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	ee06bc4a440c6b55d8707db9c0fb8ce62e2b00d1ff503bf2ba3025c597f9b494	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5f6aa8fe1a42175438353cc400915564a68036fe49c29c98eca8bb82361ceb43	ActorPetsCommonAttr	DBAttribute	PcRefObject>Attribute>DBAttribute>ActorPetsCommonAttr	PROVEN_EXACT	PARENT_NODE_GETTER	0x0101D69C	0x00C1AE9C	.?AVActorPetsCommonAttr@@	0x00467620	0x00066A20	0x01087FCC	0x00C03F5C	N/A	0x00C03F40	0x00C03F77	6af8b53d10f66498825aa44808f79fcb2f53a67660d7d9e02bd06a77ffaaf22d	ActorPetsCommonAttr.registration@6af8b53d10f66498825aa44808f79fcb2f53a67660d7d9e02bd06a77ffaaf22d;Attribute.node_getter@de521a117646eda905dc19203984f79da1c4642bcaaaf414b9fa11c5b2f7a262;DBAttribute.node_getter@04602c34b325ca34f48af2ac5ef3d0e8305241825f1610652f71117a10cf4b21;DBAttribute.registration@5d15fd6acab058452fe321cee3db62f0b0510266b73df726348cd0fa869564f1;DBAttribute.type_descriptor@ac05b00a7391f37eebf623241b23ee218bac4f7c66014473fa9f5dacec7382e7;TypeNode.constructor@fbcc4f6cde7843646fa17b9ab4627748d013b27421ca80a8f82a67b6433da4f4	N/A	N/A	N/A	N/A	4a6171849c9d75b0e8692611e4cf4a64bd487743201f9cc635607e7c0b3a9b79	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
