status_key	message	priority	matched_groups	matched_keywords	base_line	base_registry_identity_status	effective_registry_identity_status	effective_registry_identity_missing	base_serializer_status	effective_serializer_status	base_structural_status	effective_structural_status	primary_blocker_group	effective_blocker	applied_overlay	row_semantics	source
fe26fa7f204c27052981ea56df98bed8d4ba9ae5d0af2cb4308067311d36f2a4	ActorRelationshipData	1	actor/npc/monster	actor	131	OPEN	OPEN	getter | vtable | serializer	OPEN	OPEN	OPEN	OPEN	REGISTRY_IDENTITY_UNRESOLVED	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
89e1db84b5d9e24d13679b75328bb776132ca347b082a2083c292adf1fda521b	BlackMarketItem	1	item/inventory/drop/pickup/loot	item	332	OPEN	OPEN	getter | vtable | serializer	OPEN	OPEN	OPEN	OPEN	REGISTRY_IDENTITY_UNRESOLVED	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
d40fd3422ea0ec392cb667e36b9687a93c414e3d55a7c33857aca1aeb3034de8	BuildingCrystal_UpdateCrystalSlotVital	1	combat/damage/hp/vital	vital	241	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
8db268bd12cb1666a071cc20aeb81691a461b5c8db4b62bdc4f13eab5d700ffd	CAchievementsBoardcastReqVital	1	combat/damage/hp/vital	vital	409	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
9793b2744999e4ea6d75ce05f67f8911d4ee5bc784ec7d70ab19c32f7fa698e0	CArenaGameDataVital	1	combat/damage/hp/vital	vital	119	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	OBJECT_ALIAS_OR_MUTABLE_GRAPH_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
ee987cf27369607fb07515870e3e13d69919687d93f99ba24ff0e29749b764c8	CArenaResultVital	1	combat/damage/hp/vital	vital	120	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
7d2b1110af8e0aaf00dae2b2b38f4fddbfa1df8074212e0dfba96e9b1fede6c5	CArenaVital	1	combat/damage/hp/vital	vital	118	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | subcall_stream_provenance_unresolved target=0x00623220 proof=stream_argument_origin_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
870b3373e738f112fcfc9d464c7b957958cd8e56d38acad30260fe480fe5c2d2	CBuffVital	1	combat/damage/hp/vital	vital	169	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	OBJECT_ALIAS_OR_MUTABLE_GRAPH_UNRESOLVED	direct_call_not_proven_serializer | locked_mutable_pointer_slot_nested_target_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
658f889797154009f28984e6b180fe287a29699c70ae912632b43818934ebdd9	CHitParadeActorDataVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	421	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
4c9515764ef8152dff111503a731cbfb87aa2e6674889e5a66e895b00f2c4df7	CHitParadeAvatarResVital_JP	1	combat/damage/hp/vital	vital	427	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
7d4464775be578665ef29b2a2f4e921c0071b361cdff9ecf1e650a5ef767ef75	CHitParadeResVital_JP	1	combat/damage/hp/vital	vital	424	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	OBJECT_ALIAS_OR_MUTABLE_GRAPH_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
d6b98074d4352fdb5ed80aa13391e9bf12a86641b6213afb3d3aca003d6555cf	CHitParadeVital	1	combat/damage/hp/vital	vital	420	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	OBJECT_ALIAS_OR_MUTABLE_GRAPH_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
e66982a38e5c0bbda283db8fd06be6c3064856e6c4c6f25ade812bd6f3f88c8e	CLearnSkillResultVital	1	combat/damage/hp/vital	vital	506	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
d1c547a04474f07128d641d13bbc91df0c340fd6663c540e4b2fc6587597a8e6	CNSS_BoardcastToAllActorVtial	1	actor/npc/monster	actor	21	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
5472c1e82c5d99a23fd18adc668100d94785a48d5f966b7d802cc8c3865f1175	CNSS_BoardcastToSpecifiedActorVtial	1	actor/npc/monster	actor	20	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
9534d3cdff2b3a3cd9713bc3dcd0b360202e67c19137484769b147fbda5a220e	CSearchPartyVital	1	combat/damage/hp/vital | party	hp | vital | party	128	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_pointer_alias_unproved | direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | subcall_stream_provenance_unresolved target=0x006342C0 proof=stream_argument_origin_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
c067e1881e939740d9c3e3059d93c5528ecac916943c7ba2440b1856073a6a91	CStartCooldownVital	1	combat/damage/hp/vital	vital	350	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
8b8d3349222deecc0aea1f52bf50ab845f06c1483d3f68f7cdd288f3df84ce03	CWebGMVital_GSGC	1	combat/damage/hp/vital	vital	477	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
caff9f1bb91d0e6c173f44b060d6fe32f230960f2b6dac461bf3404bcc5db262	CollectionBookDataVitalRes	1	combat/damage/hp/vital	vital	307	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
3298f9485518ac1ecf68296e1418df3e7e591970e59b1dfed1928af3514b6925	CollectionObj_UpdateCollectEffectVital	1	combat/damage/hp/vital	vital	358	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
7f078c06c4a4225c6a1daaf7ed777affcd77a15d8eca9649d679750712814172	Community_GetActorVowLockListVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	157	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
b915576ddcfd4f6e4a62973b7cf6d0d97edb465c9f92fcca7fdd901492b19e13	Community_InitalizeActorCommunityVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	138	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
40da69603f8abe3d1c64b8e3f40617e68b69d9a0edc8ff1bee20fa002a47ec3f	Community_ReceiveNewMailVital	1	combat/damage/hp/vital	vital	146	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
92f549269db7f45e505bb8dca67247e45be833a6a7d821d431759d572be9427b	Community_UpdateActorVowLockVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	158	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
ec031da6fdcc33d1f436a7536f4a6bc0c66f0a866f4cc086beee1e6f2822c00b	CreateActorVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	28	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
3d326dcebb4cd6bbf2b2178f71b1587b2349c22a556884f8950a6cac181e2dd8	CustomItem	1	item/inventory/drop/pickup/loot	item	76	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
8b5e55e9abec890359065409783812e8d4c85313456ad74ea65e1d7fc9ce7341	DBSS_GuildStorageInitialVital	1	combat/damage/hp/vital	vital	214	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	INDIRECT_JUMP_TARGET_UNRESOLVED	indirect_jump_not_proven_serializer	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
c10ac56fb58ab6c6f2811d788dfaabd55d52ed7cd5fbb599affc894fed2be5b1	DBSS_GuildStorageUpdateVital	1	combat/damage/hp/vital	vital	215	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
c5e6f5480b8c9aa407ba2e51826a408bbdafe65457012455ce4fe136f14428d8	DailyRewardVitalRes	1	combat/damage/hp/vital	vital	195	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
a52a7f7ffe47178460ebeb80e44d730bf9ba956949ab74bc60a9e7174bb71d9c	EquipFashionVital	1	combat/damage/hp/vital	vital	59	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | exact_import_thunk_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
7c5874b6a916a078e60ab1812c93199d78a6e6c7a5a9c0780e706e1d66985207	Equipment_ReceiveCandidateCastingItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	229	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
3028c94fa742567cc831493fce8ce6b5ecc2c81b0434b9b6d0af515ea1ac4931	Express_ClientGetExpressItemAttrsVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	369	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
b1052a0e43cbb091400ca06b263905ea1695a514dd83adf77ad41b6f6f2e163b	Express_ClientReceiveNewExpressVital	1	combat/damage/hp/vital	vital	370	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
eef4a1b6020dcf5f90ea1eb28d6a811d55c9d489a31ed231ad479eb5d800d5f7	Express_ClientSendExpressVital	1	combat/damage/hp/vital	vital	372	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	OBJECT_ALIAS_OR_MUTABLE_GRAPH_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_pointer_slot_traversal_alias_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
3dac735c8cf91df27539c9fddb85290a39e6cd257865efc6c6af24c911deb60a	Express_InitalizeActorExpressVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	368	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	DYNAMIC_DISPATCH_OR_SUBCALL_UNRESOLVED	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
e97f6272c43bdd474f26c723b40f13748068e9038a5718b71118b590354c148c	FashionChangeVital	1	combat/damage/hp/vital	vital	60	KNOWN	KNOWN	N/A	OPEN	OPEN	OPEN	OPEN	CALL_EFFECT_OR_STREAM_PROVENANCE_UNRESOLVED	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
3768b5850f92295f9c8d8f9b851c2a0f0e7ab5eebd3c9a9f9f8bb0ed9ec23573	FightingDropModule_Client	1	item/inventory/drop/pickup/loot	drop	454	OPEN	OPEN	getter | vtable | serializer	OPEN	OPEN	OPEN	OPEN	REGISTRY_IDENTITY_UNRESOLVED	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	BASE_ONLY	DERIVED_EFFECTIVE_STATUS_INDEX;NOT_A_NEW_EVIDENCE_ROW	IMAGE
