correction_key	conflict_key	class	schema_variant	base_row_ref	direction	delta_action	prior_order	prior_tag	prior_field_offset	prior_gate	field_key	wire_key	offset_basis	object_offset	storage_width	wire_len	corrected_order	tag	corrected_gate	semantic_name	structural_status	semantic_status	field_source_va	field_source_file_offset	wire_call_va	wire_call_file_offset	persistent_write_va	consumer_va	codec_span_start	codec_span_end	codec_span_sha256	support_span_sha256	evidence_key	source	blocker	required_next_evidence	image_sha256
fd69cfc89878a86a3cc9de3dc444f33dbfbb43cf4fb7a1a606437cd1958e8736	71fb8819dcb6b4ec3d4c7a2f4a75e3e4186daa7acbb86c06aa23d19bf4239a68	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|6b49f2418f92588f0e64fad75b73c6b43029c18d692c833b257593adffc79880	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	2	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x00470C5D file_off=0x0007005D function=0x00470BB0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	071217dbb13c1e1bd8ab8347579a872a31e02c0e121cab0d9eacaaf62e02ff06	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f267c4b05dd2c5ba5d63e5249222579de7dd5f7082a1acf0e1681acbfca3e3cd	bb80b51340ccfe38ba291c34712290b771e5dcd0f68afa2751b294e9e5ae9824	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|704075c9dae5d25b4ab9cf4599698fd7fcf953412b40a60fe6bd366cf054f908	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	4	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x00470C90 file_off=0x00070090 function=0x00470BB0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	22f85bdff5275b9d66f7ab6992750da6513afbce0ffbcb96dabe3f1ac2120905	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
870ac6c723ca3b172dbc7eaa1bf52876235f9c52768e40d59d60029906fa0593	f73eb9771fa5e665d87932a90db0a698dadb1a864648706641ee0c0f0fd3fa4e	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|839771a67e7888814c57018ac24b9476af4aa29814fa6f2927adab965b9de609	W	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	4	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x00470C5D file_off=0x0007005D function=0x00470BB0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	b452d6b6c069f6e3cdb7d57113417964eed8b00f866b0e349d064389e0053e58	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3cfe7208116977ac5ec52342a7f2d9f08342095ffd6aed2c7b47580578a61540	7ef00b12d54a6dc47c7b9279aba14ba5bc5eead640168bf0bf91ba3414a74469	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|99f4c2ddcead5afcb62ea25b47dde68be225a435ac8e5eaa509e57af8469511a	W	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	15	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	atomic_object_call@0x00470D66 file_off=0x00070166 function=0x00470BB0 target=0x0088D060 AND atomic_object_helper target=0x0088D060 target_file_off=0x0048C460 proof_end=0x0088D082 proof_end_file_off=0x0048C482 proof_sha256=d3b546ac50ded491a6c5a196138b9691f23d8499298e728925f1afb1f0e7734c iat=0x00C3B1B4 iat_file_off=0x008395B4 descriptor_file_off=0x00C11214 lookup_file_off=0x00C115A8 dll_name_file_off=0x00C124EA symbol_name_file_off=0x00C11FDC dll=KERNEL32.dll symbol=InterlockedDecrement operation=DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04 basis=exact_full_body_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	83b616facf085ec76266606a14c5c897a48c269cbf1c9796e8f41424c9d9638e	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3f028d5d1ae1ed1bc0a72f2a52dfedfec93412633dc5e6b3ed82aa8b4d87a203	6badc92fc958d3019328870e5169d8514cc9fdc876e962e7f83c5136e321aa09	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|a542e7387a7d0a48c4c424466e00b61f08b641195aa8ed389fcf2d40d9d0bc77	W	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	12	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(PHI(RET(0x00470250)|RET(0x00470340)|RET(0x00470450)))+0x28))	UNKNOWN(indirect_call_not_proven_serializer_slot)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(PHI(RET(0x00470250)|RET(0x00470340)|RET(0x00470450)))+0x28))	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	d066e066dc459b19916e1fc82f83dfd6b951c66506c6fcd73ea5b4cc7fa3df2e	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0e315da1147ad6f4be266a6d08f39e35b074d75a4d5a4ea73f07751a4c9d80bd	09261a4fe142e465234753f8df838473df3a60e0109176b871346f96903817e1	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|a59995286570ec61aec7c64d6f0a0994368116846ce5a791c8a2204695ecdd8d	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x00470CA0 file_off=0x000700A0 function=0x00470BB0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	12bb1ea4d940a369b44cb41f2473fd4826c05c70dbe590772aec2f9a0a22e224	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
b9911037c284d0208152f2433561dfa05245bd4ab9a38b1f1b72026e7fd56f54	66141a71c7d41728dfb373001f3b30f0dc6310534e470b6c07d59d965f426882	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|a77e64a7cec1e3422ddf284aa607d81a9c91f2990152c2920c4e2aa8687465b9	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	15	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	atomic_object_call@0x00470D66 file_off=0x00070166 function=0x00470BB0 target=0x0088D060 AND atomic_object_helper target=0x0088D060 target_file_off=0x0048C460 proof_end=0x0088D082 proof_end_file_off=0x0048C482 proof_sha256=d3b546ac50ded491a6c5a196138b9691f23d8499298e728925f1afb1f0e7734c iat=0x00C3B1B4 iat_file_off=0x008395B4 descriptor_file_off=0x00C11214 lookup_file_off=0x00C115A8 dll_name_file_off=0x00C124EA symbol_name_file_off=0x00C11FDC dll=KERNEL32.dll symbol=InterlockedDecrement operation=DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04 basis=exact_full_body_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	11c93ef91721a2d4dda92c63988b9fd58bb766f2ac66ccbaecd676f8d2c22665	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a26740b0a4c8c5f4aa6229c0cc2e9fd755a925a2e08b7a561de9bced5bccd605	9ad5beb9e99a747c4c24dc8680bf3c81d169a8c34e7a30148bb2bb02f780032a	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|b93016ec48fa2a9296dd177dd7e3101db8b6c878c258ad5f4fe1f95c3c85378f	W	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	9	CALL_UNCLASSIFIED:0x00470250	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:0x00470250	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	75ca5f6735738c4b09c959282d233e358d65a71e775185dbf35764302362fa93	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8e3225173b84e456ee60a0a52318ec9bba78a21c49c2fa40156cb25c8ccabe2d	574f7522167ef478c76bc94b6dabf30efffdfb1775416590bdd18d7040bc6f4e	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|bb4ca8b6f132f2bb65a545e922be6c2bf2618a45b0a2d17818ef9ca3a071e3b4	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	9	CALL_UNCLASSIFIED:0x00470250	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:0x00470250	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	2928713317ae58ba1f54b81de933f5f3c6996234f45397163c7fd688d1262eea	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ac9a34dc446c0445a09223d21954f18a4fef3fe25e6ae675a1c56a7a71b7e3ec	0ec7f074662a419c4d93049fe0f8dd071668f6e44d0b82a330d4acddcd599db7	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|bef7b55ef1d1acefa3b9690ae1461fa3ec834dfafe2cb8620f10a5268ccc726d	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	3	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(DEREF(DEREF(PHI(OBJ|REG(esi))+0x34)+PHI(REG(edi)+0x1|0x0)*4))+0x28))	UNKNOWN(indirect_call_not_proven_serializer_slot)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(DEREF(DEREF(PHI(OBJ|REG(esi))+0x34)+PHI(REG(edi)+0x1|0x0)*4))+0x28))	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	84199a54e838df76682ab64045539791ff50cdce74a072ad326b99ea151d92fb	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
7c3a4344930c6a7b271c6d3e3636bbbaf419176c68018368c6a6a78acfb9ef30	31f622120e3f58a2a1840e1845ddcf3c0dbbd6e695d823752502126906c2593e	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|cb2a341635b0bd9397dffc5d03c76987fa48624fc60c927990f69ba68c88210b	R	CORRECT_FIELD_LAYOUT	8	0x0B	STACK@0x00470BB0+0x34	ALWAYS	ItemVaryData@0x10.1#R	ItemVaryData@0x10.1#R	DYNAMIC_RECORD	0x10	1	1	2	0x0B	ALWAYS	ItemVaryData_type_code	PROVEN_EXACT	PROVEN_EXACT	0x00470CED	0x000700ED	0x00470CED	0x000700ED	0x00470D32	0x00470CFD;0x00470D0D	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	932c98e166675ded35f824d32b7003ab666440832e6bb6a0b15c09acbed851fd	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
059f11503d02c9cf4a9477d766a14eed0fda5f5150f1ae85c68bb55e706b1ef5	7bf583e2cc5b9ffd47efcc4fc729648dd4e08bedc1f38e76a3d9807b60575bb8	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|d902642828e115b12569e4630eea083082e5db07a2f15531b7cd4af624d9f0f5	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	13	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	atomic_object_call@0x00470D43 file_off=0x00070143 function=0x00470BB0 target=0x0088D050 AND atomic_object_helper target=0x0088D050 target_file_off=0x0048C450 proof_end=0x0088D05B proof_end_file_off=0x0048C45B proof_sha256=6da78a1acc15d9fd5f7b2d620253debf8d8465136165dfb1eae35914b2442845 iat=0x00C3B1B0 iat_file_off=0x008395B0 descriptor_file_off=0x00C11214 lookup_file_off=0x00C115A4 dll_name_file_off=0x00C124EA symbol_name_file_off=0x00C11FC4 dll=KERNEL32.dll symbol=InterlockedIncrement operation=ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C basis=exact_full_body_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	b8a500ac8e47915f7f8be8e747b9e3b5ef861af2a3dfabf94eb093682b01742c	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
c3f7910b9aa2bfd153506384a3fd6cdab4b48bf5ea93d72d29ef9df90b501cc8	6fce74a4060a5017dd7955a170fe62e0fdcfa635f8f70afc4ae31a7db723f018	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|d9a0543eaa45ea701b3b815e934d911d17e3b29846491ac6ccc5a13b4818e9d0	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	11	CALL_UNCLASSIFIED:0x00470450	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:0x00470450	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	d1e0c13e80f5b2aeb1f400da421ef1d8c2bb83a8e57ecf5824639077f80b409b	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1e5f7b339aad58654ac5be4e798ba5b1ce514c303ccc2267ece5e341d9beb204	2d7f8b61e82157e9f7cd47ff546bf16375cc3d9c21c60dc32ce56d513303ce96	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|dcf9ec2ef9ec4038ea876dd5a65721977b09c3245c9fc638b39f0b7b5057c508	R	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	14	MUTATING_DWORD_SLOT_OPERATION_HELPER	UNKNOWN(mutable_dword_slot_nested_targets_and_alias_unproved)	mutable_dword_slot_operation_call@0x00470D57 file_off=0x00070157 function=0x00470BB0 target=0x00AC6E80 AND mutable_dword_slot_operation_helper target=0x00AC6E80 target_file_off=0x006C6280 proof_end=0x00AC6F00 proof_end_file_off=0x006C6300 proof_sha256=81aeacd2225d12cf4588aa7d74f8cbb8ace467c13a514286bc8fe1240b1e865b stack_zero_write=0x00AC6EAC state_end_write=0x00AC6ECE slot_scale=4 nested_unresolved_targets=0x006B35A0,0x00AC6D00 nested_target_file_offs=0x002B29A0,0x006C6100 invalid_iat=0x00C3B4C0 invalid_iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 invalid_symbol=MSVCR90.dll!_invalid_parameter_noinfo entry_instruction_count=53 ret4_sites=0x00AC6ED6,0x00AC6EFD object_alias=unproved basis=bounded_entry_cfg_exact_body_and_pe_import	N/A	N/A	N/A	N/A	N/A	0	N/A	MUTATING_DWORD_SLOT_OPERATION_HELPER	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	98551d6788ba8e172f3fbc21df317310b9499a575214bdf56297192e3b9f21c1	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e34701d41dc01f0a75530e7cc606a7f2a8d99566a40dd61438da6f34072cadc4	5b97c43460d52527900f2776ce04747ee71e7184f048f48923ec7caff726ba5d	ItemVaryAttr	SINGLETON_SLOT34	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|e03e3a5db75d27f4289c55a5ec4b9d36d220a4e96681feaa5316b3d804e86617	W	REMOVE_NON_WIRE_FACTORY_CONTAINER_ROW	11	CALL_UNCLASSIFIED:0x00470450	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	N/A	N/A	N/A	N/A	N/A	0	N/A	CALL_UNCLASSIFIED:0x00470450	N/A	factory_container_or_lifecycle_helper	NOT_WIRE	NOT_WIRE	UNKNOWN	N/A	UNKNOWN	N/A	N/A	N/A	0x00470BB0	0x00470D8D	124e4437b8293c8105e470827a08a3a31a4be4ba51c3ece84342cd67fa4c8b97	083a11cb3df908f09314275f6ad2d8a297c47f3c4ab18d8381ee8daea0f6b872;c4dc9f61d2869a727d513d86c7b9d003afb378ae3109a788281d37093126f7fd;dc1d97b43a1fcd199a0d90b040e327571a679d720105a2071e686b43386094f0;944f022b1ed2d80ecfbae6da736fc14e3eebbc64c4144c00fd85d430dc460c9b	f1d09ce82c4b62848a74398ed949a338cb705e0babc4ba2165286da71160f581	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
