evidence_id	row_kind	topic	subject	direction	semantic_status	exact_observation	value_or_layout	owner_container	storage_key	removal_effect	evidence_file	evidence_locator	evidence_span_start	evidence_span_end	evidence_span_start_file_offset	evidence_span_end_file_offset	evidence_span_sha256	support_spans	evidence_key	semantic_fingerprint	evidence_grade	measurement_label	method	control	source	source_size	source_sha256	reference_artifact	reference_sha256	reference_selector	nonclaim	image_sha256
GDL-IMG-011	NEW_IMAGE_EVIDENCE	RECONCILE_UPDATE	matching live key	LOCAL	PROVEN_EXACT	A matching incoming/live key calls wrapper update 0x005F4C00 instead of constructing a second wrapper.	existing_key==incoming_key	DropThingModule_Client live map	TerrainThing+0x10 u32	UPDATE_IN_PLACE	PF_ROOT://GameClient/GameClient.local.bin	reconcile	0x006AF970	0x006B03E3	0x002AED70	0x002AF7E3	e5eb9e1fdae15544773c7e94fa6ff6aaa6990650cbb05f20e39a009941575663	0x005F4C00..0x005F4DEE@file_off=0x001F4000..0x001F41EE@sha256=7b14d16ca60fc6917328cc9a59f8c8f7ab6e13052eac3764c69dae45d41c06c2	db0468eab5338375a957a17d75cb58b219181c2a9f6bb1e446191a848259ca42	66ca23ac325a944ab35101c67f415eafde8d8576adb8be33c4063b6cf2d7416b	A	MEASURED	STATIC_IMAGE_HASHED_SPAN_AND_CONTROL_FLOW	PINNED_IMAGE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				This does not prove which optional incoming fields are dirty in a particular frame.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-012	NEW_IMAGE_EVIDENCE	NO_CLOCK_EXPIRY_IN_NAMED_SPANS	typed ground-drop lifetime path	LOCAL	MANUAL_HASH_ANCHORED_BOUNDED_NEGATIVE	Manual static inspection found no clock/time API reference, clock comparison, or elapsed-time delete predicate in the named typed codec, handler, bridge, reconciler, initializer, wrapper-update, and destructor spans. The checker pins every named span hash but does not automate this semantic absence test.	manual_static_observation=NOT_FOUND_IN_NAMED_SPANS;checker_scope=EXACT_SPAN_HASH_ANCHORS_ONLY	DropThingModule_Client live map	TerrainThing+0x10 u32	MANUALLY_NOT_OBSERVED_IN_HASH_PINNED_SPANS	PF_ROOT://GameClient/GameClient.local.bin	reconcile	0x006AF970	0x006B03E3	0x002AED70	0x002AF7E3	e5eb9e1fdae15544773c7e94fa6ff6aaa6990650cbb05f20e39a009941575663	0x005F85B0..0x005F8869@file_off=0x001F79B0..0x001F7C69@sha256=ce0a58f72c5798f1d5263ebdb5ee449659ed04e2974f63f77657ea968a4f1b5b;0x005E4060..0x005E41CD@file_off=0x001E3460..0x001E35CD@sha256=85ff71ffceff5345f94facc9b7fa1c39c8efd2e429248d112cdba578d3df944e;0x005F53A0..0x005F5456@file_off=0x001F47A0..0x001F4856@sha256=77136c150b0e557ad4facea096191de0fb9f23e9c30ee5c550c8fa6594b33894;0x005F41E0..0x005F4897@file_off=0x001F35E0..0x001F3C97@sha256=d8011e41a99fef62e6c311e804b715b20f3187dc57128276e35b947a7510f105;0x005F4C00..0x005F4DEE@file_off=0x001F4000..0x001F41EE@sha256=7b14d16ca60fc6917328cc9a59f8c8f7ab6e13052eac3764c69dae45d41c06c2;0x005F5060..0x005F5164@file_off=0x001F4460..0x001F4564@sha256=17b1a602e280f3c0de6f2288ff5cd683b1cd47eb05c2db0aea109c4454ab024b;0x006B06A0..0x006B0730@file_off=0x002AFAA0..0x002AFB30@sha256=67d53fc315fe26ec83eb7d7038d61efdb124c80ba6404619a29fa805054e7de1	01f6ac318f96b039082cbafa966208c940490fb07416a611bd2efa48fe99553d	c59dedc8cca67ec02249abd793572ab59ae2d3f0730b6ec4a017cf9d93028553	A	MEASURED	STATIC_IMAGE_HASHED_SPANS_WITH_MANUAL_BOUNDED_SEMANTIC_REVIEW	PINNED_IMAGE_SHA256;EXACT_SPAN_SHA256;MANUAL_TIMER_XREF_CENSUS	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				This is a manual static observation anchored by exact hashes, not an automated timer/xref census. Opaque TerrainThing fields remain semantically unknown; it does not prove absence of a serialized TTL/timestamp field, an indirect consumer, an unrelated timer, or original-server lifetime policy.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-013	BOUNDED_IMAGE_EXTENSION	PICKUP_DIRECT_DELETE_NEGATIVE	audited pickup producer subspan	C2S	BOUNDED_NEGATIVE_WITH_CANONICAL_REFERENCE	Within 0x006B0639..0x006B0658, no direct E8 call targets the three pinned unregister/map-erase functions. Key-copy and enqueue producer facts remain canonical GDT-IMG-002 and are not re-proved here.	direct_E8_delete_targets=0;canonical_producer=GDT-IMG-002	DropThingModule_Client live map	TerrainThing+0x10 u32	NO_DIRECT_KNOWN_DELETE_CALL_IN_AUDITED_SUBSPAN	PF_ROOT://GameClient/GameClient.local.bin	module_click	0x006B03F0	0x006B069B	0x002AF7F0	0x002AFA9B	a393f3d41b7f389fac31bc82a7cf4e78367d0413a5427d5dfe91d762b9685827		64bf1baf0a6f2b1511909f041ef25df03e3d1ba49f2ca0474a77e151c253fd88	437f12544413791529d75297eb58fa73f4bf519e16e2fa2c97e2876083e6399d	A	MEASURED	STATIC_IMAGE_CFG_AND_DIRECT_CALL_TARGET_CENSUS	PINNED_IMAGE_SHA256;EXACT_SPAN_SHA256;DIRECT_E8_TARGET_ASSERTIONS	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	PF_GROUND_DROP_TRANSPORT.tsv	9e2396795ee32287f1f9b82f22fb8f394464d2b0a25375d07108ee138c73907b	GDT-IMG-002	This does not exclude indirect calls, tail jumps, helper side effects, or deletion elsewhere in the pickup lifecycle; server acceptance and later omission are also unproven.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-014	NEW_IMAGE_EVIDENCE	LABEL_ONLY_TOGGLE	action selector 0x5B label visibility path	LOCAL	PROVEN_EXACT_BOUNDED	The direct state mutation visible in the named action/refresh spans changes bit 0 of the label scene-node word at +0x18. A direct-E8 census of those spans finds no call to the three pinned known unregister/map-erase targets.	action_selector=0x5B;label_node_flag=+0x18 bit0	DropThingGameObj label scene node	all current wrappers	NO_DIRECT_E8_TO_THREE_PINNED_DELETE_TARGETS	PF_ROOT://GameClient/GameClient.local.bin	label_action	0x005CFE2A	0x005CFE70	0x001CF22A	0x001CF270	de6d322803f866bd5fbfaf28625f447281dd26d6b4d260f3b8e5343345fd92d1	0x006AF8C0..0x006AF954@file_off=0x002AECC0..0x002AED54@sha256=f0a4c2e524f8e2732bd88a29ea715c0b178412ab1a02428a01c2fcc48966a4d8;0x005F48E0..0x005F4926@file_off=0x001F3CE0..0x001F3D26@sha256=9d90683cef76debd6a0da466a377d4f6ab1cbee6b98752c45fa1135b0fdda499;0x005F48A0..0x005F48DF@file_off=0x001F3CA0..0x001F3CDF@sha256=ef2920f53ff2027342043aeaa9ea05b0668c0b9f4c9c3fd368e06533618c5ed7	7c8fdefb083eb49e43ed7740760ddb0e2ae61d7fd2022508148218e5e399d14a	780d509142e5bbd5571989166e8ec015e74632644f9cd3830fbf0dbf0eda4232	A	MEASURED	STATIC_IMAGE_HASHED_SPAN_AND_CONTROL_FLOW	PINNED_IMAGE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				Indirect calls and helper side effects in the same path remain unresolved, so this row does not exclude indirect deletion or prove label visibility is the only total effect. No semantic hotkey/action name is inferred from nearby strings; hiding a label alone is not object deletion.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-015	NEW_IMAGE_EVIDENCE	CLEAR_AND_DESTRUCTION	module event clear and DropThingGameObj destructor	LOCAL	PROVEN_EXACT	Module event kind 0x0A clears the map on a separate callback path; wrapper destruction releases retained references +0x7C/+0x80/+0x84/+0x88/+0x8C, and module destruction tears down its map.	event_kind=0x0A;wrapper refs=+0x7C,+0x80,+0x84,+0x88,+0x8C	DropThingModule_Client and DropThingGameObj	all map keys or one wrapper	CLEAR_EVENT_OR_DESTRUCTOR_RELEASE	PF_ROOT://GameClient/GameClient.local.bin	module_click	0x006B03F0	0x006B069B	0x002AF7F0	0x002AFA9B	a393f3d41b7f389fac31bc82a7cf4e78367d0413a5427d5dfe91d762b9685827	0x005F5060..0x005F5164@file_off=0x001F4460..0x001F4564@sha256=17b1a602e280f3c0de6f2288ff5cd683b1cd47eb05c2db0aea109c4454ab024b;0x005F5170..0x005F51CE@file_off=0x001F4570..0x001F45CE@sha256=9ed9b950da3809f83e2cf9afa98ebe97aab0da9fae341ff90d5058468edba4e2;0x006B06A0..0x006B0730@file_off=0x002AFAA0..0x002AFB30@sha256=67d53fc315fe26ec83eb7d7038d61efdb124c80ba6404619a29fa805054e7de1	b014e9c7797a1d24b5c13eef598b7374223af5b548fe3efda538a43cd65a7d09	e374680dfd594d5db02cc97f5417a618324349af6576e156b9a398f26c4e29dd	A	MEASURED	STATIC_IMAGE_HASHED_SPAN_AND_CONTROL_FLOW	PINNED_IMAGE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				Event kind 0x0A is not assigned a gameplay name by this static artifact.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-016	NEW_IMAGE_EVIDENCE	RENDER_LOOKUP	DropThingGameObj item-data/nameboard initialization	LOCAL	PROVEN_EXACT_BOUNDED	Initialization uses TerrainThing+0x14 to look up data and reads s_NAME, n_DROPMODEL_TYPE, n_QUALITY, and s_TAG_EXTRA for presentation; lookup failure can return false while the reconcile caller continues.	item/data key=TerrainThing+0x14;presentation keys=s_NAME,n_DROPMODEL_TYPE,n_QUALITY,s_TAG_EXTRA	DropThingGameObj	TerrainThing+0x10 runtime key plus +0x14 data key	FAILED_INIT_CAN_LEAVE_A_REGISTERED_BUT_BLANK_WRAPPER	PF_ROOT://GameClient/GameClient.local.bin	dropobj_init	0x005F41E0	0x005F4897	0x001F35E0	0x001F3C97	d8011e41a99fef62e6c311e804b715b20f3187dc57128276e35b947a7510f105	0x006AF970..0x006B03E3@file_off=0x002AED70..0x002AF7E3@sha256=e5eb9e1fdae15544773c7e94fa6ff6aaa6990650cbb05f20e39a009941575663;0x005F49C0..0x005F4AEA@file_off=0x001F3DC0..0x001F3EEA@sha256=f4dd4e94aa07f0a1307c1ae992d3811167d2ceb3460a8f69e2da7be42eb14cf9	3dd7c7942d21894f2bd7597f912af5c41a0156bd1f3446138e811677f5954768	df36cb10efddc4b41601436ed43b113babe7281ecddf9612b1abba826fe086bc	A	MEASURED	STATIC_IMAGE_HASHED_SPAN_AND_CONTROL_FLOW	PINNED_IMAGE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				The server need not send a literal name/model string on this path, but valid +0x14 data resolution is still required for visible presentation.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-017	NEW_IMAGE_EVIDENCE	EXACT_MODEL_SELECTOR_AND_GATE	TerrainThing item-data row to DropThingGameObj model resource	LOCAL	PROVEN_EXACT_CONDITIONAL	TerrainThing+0x14 resolves the local item row; n_DROPMODEL_TYPE is accepted directly only in 0..12 and indexes the 13-token table. The client builds .\Data\GC\F\<token>.nif, calls the resource loader and type filter, and stores the result at wrapper+0x84. A NULL +0x84 returns false before XYZ and nameboard; non-NULL continues through XYZ/activation and only then creates the nameboard.	0=item;1=weapon;2=armor;3=fittings;4=money;5=buff;6=pandora;7=crystal_r;8=crystal_b;9=crystal_g;10=DROP_ENERGY;11=DROP_LIFE;12=holloween01;requested_path=.\Data\GC\F\<token>.nif;model_ref=wrapper+0x84	DropThingGameObj	TerrainThing+0x14 item/data key; n_DROPMODEL_TYPE direct index	+0x84 NULL => init false before XYZ/nameboard; non-NULL => activate then nameboard	PF_ROOT://GameClient/GameClient.local.bin	dropmodel_field_gate	0x005F426D	0x005F42B9	0x001F366D	0x001F36B9	8ca63cf136e534c198d532aef7ef93bd77e0549491c8f44f52d989792db336d9	0x010255E4..0x0102561C@file_off=0x00C22DE4..0x00C22E1C@sha256=0694e6bf360899b557bbcaeb318cd880653b1100595547d39b167d162f210f29;0x005F44F3..0x005F45F7@file_off=0x001F38F3..0x001F39F7@sha256=40de45ab23d34b131f8cd30ae7ee3c3dff1238715c9e4719a2493ff02213f6fb;0x00B1B6C0..0x00B1B7A9@file_off=0x0071AAC0..0x0071ABA9@sha256=bb3c6bc134370f5874a362436c91a1df398f2f87535eca93c0b28a9b35ff5c22;0x008AD740..0x008AD7E5@file_off=0x004ACB40..0x004ACBE5@sha256=1371bf938235634999d4a7e620eb786a2ebfcb09989046bccd2af617712e1706;0x00877740..0x0087777B@file_off=0x00476B40..0x00476B7B@sha256=38ae18cd3fe7f47ff4498394feefb7dbf4f3272851b4d8d9dec314216f2daf4c;0x005F4650..0x005F46C4@file_off=0x001F3A50..0x001F3AC4@sha256=1df43b3aea0ac59fdde8bbaae1d3d5b3e4b89a6eb401fec97ec24dc3c87c8bb9;0x005F46C4..0x005F4863@file_off=0x001F3AC4..0x001F3C63@sha256=51414c46b13fa18b3a6bafc9fdc20e9e210ef2732d3c8acd2635724d2d7548da;0x005F42B9..0x005F433C@file_off=0x001F36B9..0x001F373C@sha256=ddb02919c9bffb57f59bba52bc6039bb92804d02d0540cfe7771ef51f08dc019;0x005F433C..0x005F44F3@file_off=0x001F373C..0x001F38F3@sha256=f4ad679ee841f32ed6c02f195a662e8a65a63c3b5853bb8694b3bf5c3c20dd5a	cbdde7eee87fca57c12ab35021f43c154dd153a7fe4d3cdb86ea42b85630408a	488d837b76abe0e022331bca9ba01f3166d3bf387f36ac54236ad582832da3cf	A	MEASURED	STATIC_IMAGE_HASHED_SPAN_AND_CONTROL_FLOW	PINNED_IMAGE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				Type 0 is a valid direct selector for item.nif, not an absence marker. A nameboard created by this exact block proves only that +0x84 was non-NULL at that point; it does not prove visible geometry, pixels, clickability, original-server lifetime, or the packaged .nif-to-.ni_ resolution step. Fall/tag FX are separate retained references and their disappearance is not wrapper/model deletion.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-018	NEW_IMAGE_EVIDENCE	PACKAGED_RESOURCE_RESOLUTION	.nif request to packaged .ni_ with loose-file fallback	LOCAL	PROVEN_EXACT_STATIC_CONDITIONAL	At installer callsite 0x0040AF9C, the instructions pass callback 0x00B02300 to setter 0x00790F00; on this non-NULL argument path the setter writes file-open dispatch slot 0x01027B8C. This static derivation does not prove that the callsite executes before the resource request or that no later write replaces the slot, so runtime callback installation is unknown. Conditional on that slot holding 0x00B02300 when 0x008AD740 dispatches, mode 0 selects rb and first calls the packaged reader. _splitpath_s writes the extension buffer passed as string1 to _stricmp while literal .nif is string2; equality branches to a length-gated overwrite of only the original private path's final character, producing .ni_. If that packaged branch returns NULL, _fsopen receives the untouched original .nif path.	installer_callsite=0x0040AF9C;setter=0x00790F00;dispatch_slot=0x01027B8C;callback_argument=0x00B02300;runtime_callback_installation=UNKNOWN;mode=0->rb;compare=_stricmp(splitpath_extension,.nif);rewrite=.nif->.ni_;precedence=packaged_first_then_original_loose_nif	global file-open callback and custom file wrapper	caller path plus private mutable path copy	PACKAGED_NULL_FALLS_BACK_TO_ORIGINAL_PATH	PF_ROOT://GameClient/GameClient.local.bin	resolver_install	0x0040AF9C	0x0040AFB0	0x0000A39C	0x0000A3B0	2c32966749423e1158c563e64dc915f93ef1fb0dafff3adb4125b44de08ba753	0x00790F00..0x00790F18@file_off=0x00390300..0x00390318@sha256=51849672a9869c43837ef5c7c36e799ce618fa95b97703626eee592f8592b7b9;0x00790EC0..0x00790EC6@file_off=0x003902C0..0x003902C6@sha256=e25db57c37ed4f23f974998c5093448021de3f46eab7e07966098db4b78ff05a;0x008AD740..0x008AD7E5@file_off=0x004ACB40..0x004ACBE5@sha256=1371bf938235634999d4a7e620eb786a2ebfcb09989046bccd2af617712e1706;0x00B02300..0x00B023B0@file_off=0x00701700..0x007017B0@sha256=d742dd309c8371eab42ee866e8bc57af00d49f45d5424ac70f29f1d202834e3c;0x00B01FE0..0x00B02169@file_off=0x007013E0..0x00701569@sha256=3683f8252e4153816ec2920296bbb20fb1653a4350dd7819a5922cc00978d1b8;0x00B0216C..0x00B02184@file_off=0x0070156C..0x00701584@sha256=36f00f96fbf2d937646122859ff07a3af360b23cb373051c90cd27070998e016;0x00B7A780..0x00B7A8D2@file_off=0x00779B80..0x00779CD2@sha256=83c779a1d4de676178a114f6dfffd451921dea99011ee89fffc7949b79cd7537;0x00B7A930..0x00B7AA4B@file_off=0x00779D30..0x00779E4B@sha256=c5582e4c0612a87d80beb4a970c9d3fe1502ee20a05ed954dae107eb23c57af1	8397845c5926ffec7261a4f40c40a77d8699d001e45299a64f188681fd9ab989	9dc96d85f52e05742f6d711f0677f5601c0e98d91b3a7924a28c640df07ca56e	A	MEASURED	STATIC_IMAGE_CFG_STACK_CALL_AND_IAT_ASSERTIONS	PINNED_IMAGE_SHA256;EXACT_SPAN_SHA256;ASSERTED_INSTALLER_CALLSITE_AND_SETTER_WRITE;RUNTIME_REACHABILITY_ORDER_OVERWRITE_UNKNOWN;ASSERTED_STACK_ARGS;ASSERTED_CFG_EDGES;ASSERTED_CALL_TARGETS;ASSERTED_IAT_NAMES;ASSERTED_SPLITPATH_EXTENSION_BUFFER_TO_STRICMP_NIF_ARGUMENT_AND_REWRITE_EDGE	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				This proves the setter write semantics and the callback's bounded internal route, conditional on the slot containing 0x00B02300 at dispatch. Runtime installer reachability, ordering before this request, later slot overwrite, every game file-open path, cache policy, filesystem presence, a successful open/decode in a particular run, and visible geometry remain unproved.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-019	NEW_IMAGE_EVIDENCE	PACKAGED_RESOURCE_DECODE_AND_PARSE	.ni_ $pcz payload through NiStream	LOCAL	PROVEN_EXACT_CONDITIONAL	The packaged reader loads the transformed file whole. Decoder wrapper 0x00B7A5C0 requires a non-NULL input, length at least 8, and little-endian $pcz magic; a zero output length triggers a declared-size probe from header +4. The decode call uses five property bytes at +8 and payload at +0x0D through a nine-argument LzmaDecode-shaped core. The second decoder Boolean is not tested before the allocated buffer is returned; downstream file validity, NiStream parsing, parsed-collection entry presence, and an RTTI walk to NiNode must still succeed before 0x00B1B6C0 returns non-NULL.	header=$pcz;declared_size=+4;properties=+8/5_bytes;payload=+0x0D;decode_core=0x00A268B0;second_decode_status=ignored;parser=0x008B0CC0;required_entry=first_qualifying_parsed_collection_entry_whose_RTTI_walks_to_NiNode	custom packaged-file buffer and NiStream	transformed .ni_ path then qualifying parsed collection entry	ANY_LATER_FILE_PARSE_OR_NINODE_GATE_FAILURE_RETURNS_NULL	PF_ROOT://GameClient/GameClient.local.bin	pcz_decode_wrapper	0x00B7A5C0	0x00B7A62C	0x007799C0	0x00779A2C	041725fb948bb5db4e114c854f77f62038d665583976c2f438477a3a395a95ec	0x00B7A930..0x00B7AA4B@file_off=0x00779D30..0x00779E4B@sha256=c5582e4c0612a87d80beb4a970c9d3fe1502ee20a05ed954dae107eb23c57af1;0x00A268B0..0x00A269EC@file_off=0x00625CB0..0x00625DEC@sha256=28b93684824e3950bbfa016bc37d016f22b68985495246ce92a2565ebef328a1;0x008AD740..0x008AD7E5@file_off=0x004ACB40..0x004ACBE5@sha256=1371bf938235634999d4a7e620eb786a2ebfcb09989046bccd2af617712e1706;0x008AD3D0..0x008AD412@file_off=0x004AC7D0..0x004AC812@sha256=3619d1405a5011cdeb72d81a09685549c2c07bd9b2d286049f92d8c2c424de41;0x00F5B598..0x00F5B5F0@file_off=0x00B59998..0x00B599F0@sha256=8fa5b70c50ac26e37affc488fd8120d3098cec16d21a069909b172df105bb0ab;0x008B10C0..0x008B1180@file_off=0x004B04C0..0x004B0580@sha256=fb71309c57bed927ea392e05fb3221e79f85f2cddd88be71f6cf472648b41e22;0x008B0CC0..0x008B0D6A@file_off=0x004B00C0..0x004B016A@sha256=624ddd8e80d9e872bf663b015b1def574873f61fee684d9ca124e398775a05e9;0x00B1B6C0..0x00B1B7A9@file_off=0x0071AAC0..0x0071ABA9@sha256=bb3c6bc134370f5874a362436c91a1df398f2f87535eca93c0b28a9b35ff5c22;0x00877740..0x0087777B@file_off=0x00476B40..0x00476B7B@sha256=38ae18cd3fe7f47ff4498394feefb7dbf4f3272851b4d8d9dec314216f2daf4c	81179e8b43544e4ea785214563ee11c071d4d4c7c0d4b0607dd2bd387e081247	6d69885d2895aa05005cff3a874d002ae06e4535f621f6a15a9dbbdb1e1b865b	A	MEASURED	STATIC_IMAGE_CFG_DECODE_VTABLE_AND_RETURN_USE_ASSERTIONS	PINNED_IMAGE_SHA256;EXACT_SPAN_SHA256;ASSERTED_DECODE_ARGS;ASSERTED_RETURN_USE;ASSERTED_VTABLE_TARGETS;ASSERTED_RTTI_ENTRY	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				The core has the exact LzmaDecode-shaped argument layout, but stripped symbols do not prove a library build/version. This IMAGE row does not establish an asset-specific runtime decode. A non-null qualifying parsed collection entry whose RTTI walks to NiNode does not prove geometry or pixels.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
GDL-IMG-020	NEW_IMAGE_EVIDENCE	NONNULL_MODEL_CEILING	wrapper+0x84 qualifying parsed NiNode entry	LOCAL	MANUAL_BOUNDED_SEMANTIC_REVIEW	The loader dereferences one parsed collection entry and accepts it only when its RTTI walk reaches NiNode. DropThingGameObj vtable +0x28 reaches 0x00B024F0, whose mechanically asserted path rejects NULL then replaces/refcounts its retained node. Manual bounded semantic review of the exact hash-pinned loader, type-filter, and node-store acceptance spans found no explicit descendant or geometry-type predicate before retained success; that absence was not mechanically proved. Separately, the NiNode constructor transiently initializes its +0xAC child container with the u16 fields at container +8 and +0x0A equal to zero before parsing can populate it; this proves no post-parse child count.	stream_collection=+0x15C:one_dereferenced_entry;required_entry=first_qualifying_parsed_collection_entry_whose_RTTI_walks_to_NiNode;dropobj_vfunc+0x28=0x00B024F0;retained_node=base+0x78;descendant_geometry_predicate_review=MANUAL_BOUNDED_OVER_EXACT_HASHED_SPANS;NiNode_ctor_transient_child_container=+0xAC:u16(+8)=0,u16(+0x0A)=0;post_parse_child_count=UNPROVEN	NiStream parsed collection, qualifying NiNode entry, and DropThingGameObj	wrapper+0x84 model ref plus retained scene-node ref	MANUAL_BOUNDED_NO_EXPLICIT_DESCENDANT_OR_GEOMETRY_PREDICATE_FOUND_IN_NAMED_SPANS	PF_ROOT://GameClient/GameClient.local.bin	ninode_ctor	0x008B3360	0x008B342F	0x004B2760	0x004B282F	097fa9b35ae537cc3e233426052eb07e9b0b8e9c12051e8082bd6e9c1ac1e15b	0x00C13FB0..0x00C13FC5@file_off=0x008133B0..0x008133C5@sha256=e2fb498ac2f0b924a57706b6cbf8288e9f3bcbb0b3f47b39001615cfdcdb5e05;0x00B1B6C0..0x00B1B7A9@file_off=0x0071AAC0..0x0071ABA9@sha256=bb3c6bc134370f5874a362436c91a1df398f2f87535eca93c0b28a9b35ff5c22;0x00877740..0x0087777B@file_off=0x00476B40..0x00476B7B@sha256=38ae18cd3fe7f47ff4498394feefb7dbf4f3272851b4d8d9dec314216f2daf4c;0x00F30FAC..0x00F30FDC@file_off=0x00B2F3AC..0x00B2F3DC@sha256=d5e4811779c1c30cbbe0c912b7e3000bc4c10d2d1c40c6d406e3be61666637ff;0x005F4650..0x005F46C4@file_off=0x001F3A50..0x001F3AC4@sha256=1df43b3aea0ac59fdde8bbaae1d3d5b3e4b89a6eb401fec97ec24dc3c87c8bb9;0x00B024F0..0x00B0253B@file_off=0x007018F0..0x0070193B@sha256=30c79ead7dfdf986f28ce7f46879e65a1a39756ba9a67f902902c2d30d105c6f	8d4af86b741a01e24653be3a61da6854edbf09a91225634696315c84ad638799	eafb06c6c43dd598bdd5a739c0c738b94883a9f1ac1a2acdb4340dc87260f5a4	A	MANUAL_BOUNDED	STATIC_IMAGE_POSITIVE_ASSERTIONS_PLUS_MANUAL_BOUNDED_SEMANTIC_REVIEW	PINNED_IMAGE_SHA256;EXACT_SPAN_SHA256;ASSERTED_COLLECTION_ENTRY;ASSERTED_RTTI_TARGET;ASSERTED_RETAIN_PATH;TRANSIENT_CTOR_ZERO_ONLY;MANUAL_BOUNDED_DESCENDANT_GEOMETRY_PREDICATE_REVIEW;NO_AUTOMATED_ABSENCE_CENSUS;INDIRECT_OR_OVERLOOKED_PREDICATES_REMAIN_POSSIBLE	IMAGE	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623				A non-null qualifying parsed collection entry whose RTTI walks to NiNode does not prove geometry or pixels. Constructor-time zero initialization is transient and does not prove that any successfully parsed asset is zero-child. The predicate absence is a manual bounded review, not an automated census: indirect predicates, helper side effects, or overlooked predicates within or beyond the named spans remain possible. This IMAGE row does not establish asset-specific runtime loading; hidden or culled children, materials, textures, renderer submission, and camera placement remain unresolved.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
