binding_key	subject_class	subject_key	semantic_name	claim_kind	claim	semantic_status	evidence_file	evidence_locator	evidence_sha256	evidence_key	source	blocker	required_next_evidence	image_sha256
f4b3ef2c83a2dd70c78f8a8f228e5d5e0c5c9d0c05453178598ccd10f20a498e	NameBoard	FontStyleID=63	name_fontstyle_definition	DATA_FONTSTYLE_DEFINITION	FontColor=(179, 179, 179, 255);OutlineEffectColor=(60, 60, 60, 255)	PROVEN_EXACT	PF_ROOT://GameClient/Data/GUI/Model/BigFontStyle.fsl	FontStyleList/FontStyle[@ID='63']	77798599c203d36e11282633d4a91ac098b0e1e03aa2482fede6fcfca161fc10	16f4be1d60702d24f6619e808973b4e7d9da6cdd37587e03a9623048224a7380	DATA			N/A
8f8cb1f2d414536453d6bb16686ef8c61526531e723f88c0adb68d8c722cd710	NameBoard	NameBoard_Player	LABEL_NAME_default_style	DATA_MODEL_WIDGET_DEFINITION	root=NameBoard_Player;LABEL_NAME.FontStyleID=55	PROVEN_EXACT	PF_ROOT://GameClient/Data/GUI/Model/NameBoard_Player.model	BigUIUserControl[@ID='NameBoard_Player']/UILabel[@ID='LABEL_NAME']	f1612efdfb1f4e2d0eb633981a53f9b4ad46968725ad588cc51daaffedcb11d8	21b97755a0409e89a8a42dcd1614a484e91fb66c33a4a7d165839d2e2a3113a9	DATA			N/A
0e902547e1df3d6651bf00138914d836cd1deb96b072381a247c965a35eac588	NameBoard	NameBoard_NPC	LABEL_NAME_default_style	DATA_MODEL_WIDGET_DEFINITION	root=NameBoard_NPC;LABEL_NAME.FontStyleID=160	PROVEN_EXACT	PF_ROOT://GameClient/Data/GUI/Model/NameBoard_NPC.model	BigUIUserControl[@ID='NameBoard_NPC']/UILabel[@ID='LABEL_NAME']	1442982e64543b9d53a328df84f0dfb246861ce964dbbb713426b73612f95dae	80ed19d397259811e62e1aadc9be90788735e1d9a511db04153b535176a25987	DATA			N/A
d88fca442845816881dd57154a900f6cf42fa79099ab9d58640ae84de075068a	QuestIconBoard	Quest_Mark/UIIMAGE_QUEST	quest_mark_default_asset	DATA_MODEL_WIDGET_DEFINITION	root=Quest_Mark;child=UIIMAGE_QUEST;default=quest_end.tga	PROVEN_EXACT	PF_ROOT://GameClient/Data/GUI/Model/Quest_Mark.model	BigUIUserControl[@ID='Quest_Mark']/UIImage[@ID='UIIMAGE_QUEST']	c4b0ad19988e202f25775a25610413a5099a512a476a0569d1ca0e9e7e97c43b	cdd1066cec308241939fee5449cd21be7fd817ac1c1b22acef1d19c6e2505eaf	DATA			N/A
c7d500bedf2192f3e5152e63c113e6ae447a818d76b95458ace45d7d6859bdd4	QuestIconBoard	quest_againend.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_againend.tg_	whole_file	81f6e68a284c5798512a29abf70efabcfefe9f50773b61aef13fb7956519f30b	d6ee3b66f75d9de4dd3b5f247a6fc8650952bb714b28387a42843f6b7dee60c4	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
be1448ea54038e6462a1fb8ca1c97c4975a44a81f221d2e76e851bc4aca326bb	QuestIconBoard	quest_again.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_again.tg_	whole_file	ef2b10104a37eb1c0667a156d97dab63432b92615e4a70071a612dafc6a9aeb8	842f84fd6bdbcb574dd7d1b5dc1fcf0cd262d7282da26ab3a315f19e0dad6977	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
ff07c5d56c46b6322ed465972b274dbd501494b811fdce3328a4dba413b2b1a0	QuestIconBoard	quest_begin.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_begin.tg_	whole_file	459d1b04e53c09d8dd485440ad54dab5f8c5cac2b5dc1483125414cf3d816ae6	b9c8e3ed79e2be386f72b3dde8435453defe713ce0f183910e368dd15ae7bfb4	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
f2e71a1144294c2d7f26b1fae6ceda9dc2adf456941f77baf754c3e23a144886	QuestIconBoard	quest_dungeon.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_dungeon.tg_	whole_file	9533f8d1eec914c3bc5620eab8c7146f46beedc0a4e301fb2a893f72c590bffe	4bbaa34a03ffd641b9d91576069a40e83033a7a2ab4ebee4df3f8b69091a6756	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
8eb5e5fce323dfa616a4e242bfe5dc444dce11433f5b9b5caceb5aeef41c9c2a	QuestIconBoard	quest_end.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_end.tg_	whole_file	68e2bc42b8428ad9d48279c7265d84ac75e30adddc585efe046136fda1b318f1	68fbe91b59d9b1c2f8589c5a9e77e20681cee584d162d728ef0c6a070002dda0	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
4a6d92c73bcd304428798d77031c33ea2dc7f9aea6795bc1185df4722523f976	QuestIconBoard	quest_ing.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_ing.tg_	whole_file	a9bacc11c967bb2aa764a5772884c96180281d00f7f98c1577ba5d80731603e0	a355f4327f93862ee152f777ae160d72606b89c56bb55590dde2ebc4246378ab	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
07376bb7cbe4ab0e148a5827eb0b56e090d8f95a557835bdfe787f22db4dd2f5	QuestIconBoard	quest_low.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_low.tg_	whole_file	9bcac71fcf6140ae9be13012bd4d901557c6cbd599ddc67bf3530897f2a40fb0	6ec139367f8f9838ba2bdc86d554d2d6879d0a77549eff979b4325d3e6807fb9	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
93feb49401240f6aa9d41c1255c62af637d3af3e8dbdb780f7dde702eee557e0	QuestIconBoard	quest_spbegin.tg_	quest_texture_asset	DATA_ASSET_PRESENT	asset file is present and hash-pinned; glyph meaning is not inferred	PROVEN_ROLE_ONLY	PF_ROOT://GameClient/Data/GUI/Main/quest_spbegin.tg_	whole_file	758a97882e7581ec3ccb8a47f52ebd6780a6613509a1db9aed0c66ccb2b63cec	1df1bfc170beb17848063709aa6da2ce97c9b2a9b7a29566e6aeb9dc7c420b0a	DATA	the visible glyph shape was not decoded or inspected in this static row	asset decode/visual inspection as a separate DATA result if glyph semantics are needed	N/A
80bd7422ad7832847c83357e926701ffc32b4256764e25b74db7055146c05a2b	QUEST_DATA	n_TYPE	quest_record_type_census	DATA_TABLE_SCHEMA_AND_VALUE_CENSUS	1544 rows;62 columns;distinct n_ID range 12..9033;n_TYPE counts=1:510,2:317,3:24,4:68,5:46,6:171,8:23,9:5,10:61,20:133,25:91,30:2,40:91,41:2	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_QUESTDATA_TH.pc_	decoded_table=PF_ROOT://pf_bridge/gamedata/tables/QUESTDATA_TH__QUEST.tsv;decoded_table_sha256=cc9927286def2bda166c320a2dddd16f5457eb4579ce5207a3d76758707527bd;columns=n_ID,n_TYPE	f835253b4d0693288efc20e7e4f060fe380d29df921ed1460d93d907d186db11;decoded_table=cc9927286def2bda166c320a2dddd16f5457eb4579ce5207a3d76758707527bd	715c8c97efaf9b1eb6ccd8e4bc37721fa21c7d01c40829517c7f5e373490aec0	DATA	DATA n_TYPE is not the QuestAttr runtime selector domain 0/1/2/4 and no exact cross-layer join is proved	retain source separation; require an exact loader-to-runtime assignment before any IMAGE field naming	N/A
7baafb858d6be89f9b749fe7b91978b863ff9485b9d94b5281cb41e0de618cf2	MOBS_DATA	schema	MOBS_column_census	DATA_TABLE_SCHEMA	3210 rows;54 columns;f_SCALE,n_STRIDE_WALK,n_STRIDE_RUN absent	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_span=0x0035AE0A..0x004A327E;span_sha256=7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d	3bf6f88ef401553861d1f5dc84e9bab28bb08c921ae468054b1c0b16680b9073	DATA			N/A
746194feffd7cc8c785ff3cdbeb9371408326eba5dd794bd77d283607eccfaf5	AI_WANDER_DATA	schema	AI_WANDER_column_and_directive_census	DATA_TABLE_SCHEMA	73 rows;5 columns=n_ID,s_WANDER,n_FACTION,n_OFFESIVE,n_AGGRO;n_ENEMY absent;IDLE present 73;RUN present 69;WALK/SLEEP absent	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_span=0x00329A46..0x0032AA74;span_sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d	0b7ac5c66a134074c3b4f0ef2054681fddb8f86940bf268610894b4f0370191a	DATA			N/A
f974f1d831900ddcae1f19e556f857c4ff510dc6ab0dd4fd1356072077915065	STANDARD_MOB_DATA	schema	STANDARD_MOB_column_census	DATA_TABLE_SCHEMA	255 rows;38 columns;columns=n_ID,n_MOBEXP,n_SP,n_HPMAX,n_RECOVER_HP,n_STAMINAMAX,n_RECOVER_STAMINA,n_SPEED_RUN,n_STRENGH,n_CONSITUTION,n_AGILITY,n_PERCEPTION,n_INTELLECT,n_DAMMIN_PHYSICS,n_DAMMIN_MAGIC,n_DAMPLUS_PHYSICS,n_DAMPLUS_MAGIC,n_AC_PHYSICS,n_AC_MAGIC,n_ABSORB_PHYSICS,n_ABSORB_MAGIC,n_PENETRATE_PHYSICS,n_PENETRATE_MAGIC,f_ANTI_STUN,f_STUN,f_ANTI_CURSE,f_CURSE,f_HITRATE,f_DODGE,f_POWERHIT,f_ANTI_POWERHIT,f_BYPASS,f_OVERHIT,f_MULTIPLY_POWERDAM,f_ABSORB_POWERDAM,f_ABSORB_SHIELD,f_BLOCKRATE,f_MUL_DAMAGE	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=STANDARD_MOB;derived_table=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__STANDARD_MOB.tsv;derived_table_sha256=4b2db7f9553c877c2ec471105754dd08982d9e80027cc468c1ceaee840d68925	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;table=4b2db7f9553c877c2ec471105754dd08982d9e80027cc468c1ceaee840d68925	6e26f34f6cff7a8b8d82cda44fd127f490061deb098cf66c5f262319c76640b3	DATA			N/A
f310c1e7a98d1edcfdee8b8809f0e4976c0e5507df2c5b68bc0e6cc8cb035229	STANDARD_MOB_IMAGE_LOADER	record_layout	STANDARD_MOB_31_field_loader_mapping	IMAGE_LOADER_FIELD_ASSIGNMENT_CENSUS	31 exact record assignments=+0x04:n_ID,+0x08:n_MOBEXP,+0x0C:n_SP,+0x10:n_HPMAX,+0x14:n_RECOVER_HP,+0x18:n_STAMINAMAX,+0x1C:n_RECOVER_STAMINA,+0x20:n_DAMMIN_PHYSICS,+0x24:n_DAMMIN_MAGIC,+0x28:n_DAMPLUS_PHYSICS,+0x2C:n_DAMPLUS_MAGIC,+0x30:n_AC_PHYSICS,+0x34:n_AC_MAGIC,+0x38:n_ABSORB_PHYSICS,+0x3C:n_ABSORB_MAGIC,+0x40:n_PENETRATE_PHYSICS,+0x44:n_PENETRATE_MAGIC,+0x48:f_ANTI_STUN,+0x4C:f_STUN,+0x50:f_ANTI_CURSE,+0x54:f_CURSE,+0x58:f_HITRATE,+0x5C:f_DODGE,+0x60:f_ANTI_POWERHIT,+0x64:f_POWERHIT,+0x68:f_BYPASS,+0x6C:f_OVERHIT,+0x70:f_MULTIPLY_POWERDAM,+0x74:f_ABSORB_POWERDAM,+0x78:f_ABSORB_SHIELD,+0x7C:f_BLOCKRATE	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	span=0x004A3A94..0x004A3FD1;span_sha256=d2a26c05f854cf3d9d20e056ac28bc86bae26ba64a04cc792e56af78ce7ce40c;support=0x004A3A80..0x004A400F;support_sha256=4d5cb19f4f14d6d36df93f62b743c9be97644a9abb2b09decd2dd8e7a920a328	image=9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623;span=d2a26c05f854cf3d9d20e056ac28bc86bae26ba64a04cc792e56af78ce7ce40c;support=4d5cb19f4f14d6d36df93f62b743c9be97644a9abb2b09decd2dd8e7a920a328	3ec8596889b2e00356db06fb79d946509508d45bebe775d1deb0d5848af014ab	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
78516d08d28e57add7a3e1c1e229ad2384d5eba8841b7405965fb5da52ab3de6	STANDARD_BUFF_DATA	schema	STANDARD_BUFF_column_census	DATA_TABLE_SCHEMA	36 columns including n_ID;f_SCALE absent from current DATA	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=STANDARD_BUFF	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d	ecfe411ad2c74d78dc9337ae86cea7e3ac6118e13593300cbc7be98fca60c1e3	DATA			N/A
4adda896652d28b96fb31ced8f8eccb50d466adc79b50286c389052af56834e8	CHARCREATE_CLASS_DATA	schema	CHARCREATE_CLASS_DATA_column_census	DATA_TABLE_SCHEMA	5 rows;38 columns;required appearance columns=n_DRESS_HAT,n_DRESS_CHEST,n_DRESS_LEGGINGS,n_GENDER,n_HDID,n_HRID,n_FCID,n_ETID,n_SKIN,s_BODYRATIO	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=CHARCREATE_CLASS;derived_table_sha256=2a2668ab38d7a4501cfec8fada9d140f80527b8a4f0f85bfb1c4269e39b7f4c7	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;table=2a2668ab38d7a4501cfec8fada9d140f80527b8a4f0f85bfb1c4269e39b7f4c7	32c682d874b4fa885e84a8ceb66e3d5b9d7dc69d5c14d5b1d7bac1cf8583abb5	DATA			N/A
3e577cec5fdf27b3cb51a5a59b209b35a74f85b743948ed10fe242f2efef7012	CHARCREATE_PACKAGE_DATA	schema	CHARCREATE_PACKAGE_DATA_column_census	DATA_TABLE_SCHEMA	30 rows;14 columns;required appearance columns=n_GENDER,n_HDID,n_HRID,n_FCID,n_ETID,n_SKIN,s_BODYRATIO	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=CHARCREATE_PACKAGE;derived_table_sha256=d62245255c9e74d60574e517856deb1e47d19f2df1d9252491c970038fe09999	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;table=d62245255c9e74d60574e517856deb1e47d19f2df1d9252491c970038fe09999	c8779836899d9d652adee2ce2a31f2032cb511ddce18d8e7a8e7552d7452fa82	DATA			N/A
d539dee11a6f8cc29c6777bbdab44afdf6d8492e1784f0f41135f3e2bb129105	CHARCREATE_SKIN_DATA	schema	CHARCREATE_SKIN_DATA_column_census	DATA_TABLE_SCHEMA	20 rows;10 columns;required appearance columns=n_RED,n_GREEN,n_BLUE,n_CONDITION_GENDER,n_CREATE	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=CHARCREATE_SKIN;derived_table_sha256=143d046629992c140f4567af2e48fe613fe7fac10bc573a9962d9c02d9749c62	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;table=143d046629992c140f4567af2e48fe613fe7fac10bc573a9962d9c02d9749c62	b67f16d07c62355c6463c7a0a3bf200169dae1921afbf191f6c9cb0f10002289	DATA			N/A
f517f9f4dd623f28593a98683774a31318ffe4e03a20cb823d4d659fcb51e448	SAILOR_AVATAR_DATA	schema	SAILOR_AVATAR_DATA_column_census	DATA_TABLE_SCHEMA	3 rows;17 columns;required appearance columns=n_DRESS_HAT,n_DRESS_CHEST,n_DRESS_LEGGINGS,n_GENDER,n_HDID,n_HRID,n_FCID,n_ETID,s_BODYRATIO	PROVEN_EXACT	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	decompressed_table=SAILOR_AVATAR;derived_table_sha256=4645d5e6c0432ed08408ae0261ee9c95dc76056c025d09b57d70b4eebf480615	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;decompressed=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;table=4645d5e6c0432ed08408ae0261ee9c95dc76056c025d09b57d70b4eebf480615	9f4f923eba01fe4532c124bd28d285fb7ee3069337241975965ceaafe94c00fb	DATA			N/A
