delta_key	action	change_type	base_file	base_line	base_row_key	message	direction(W/R)	old_order	old_tag	old_field_offset	old_len	new_wire_order	new_tag	new_field_offset	new_len	new_gate_condition	resolution	evidence_ticket	evidence_span_start	evidence_span_end	evidence_span_sha256	evidence_file_off	source
3e5f96fe7338e72ea8c2c0e19c6dfd44571f957009d02c86f7c97e1097dcbe97	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	3803	d69ca99aebdde51b764dce48c0cd5ceccaaef912ccdbc278d680d6c8213d13f5	GCGS_GuildStorageCmdVital	R	5	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_DECREMENT_TO_0x005DFCA0_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DCC	IMAGE
d77c9245d1d5d486db1b4952089f14cf85508bb8cac47b6b55ebf9cb15e07bf7	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	3805	71f87941b363f3f0ab30afcb3ebcd119f7204d7aced06d2502afbd69456c9cc0	GCGS_GuildStorageCmdVital	R	6	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_INCREMENT_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DDA	IMAGE
f7262b760701263f8ba051f8544a0ca4baabc181268ceb8a69a17bf57b8e333a	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4254	12513ef3afcc8a613f34b4d12d252a50ab51e08aa088c4f910592e98bf63d291	StorageCmdVital	W	8	CALL_UNCLASSIFIED:0x00661FA0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_0x20_POOL_OBJECT_CONSTRUCTION_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DBA	IMAGE
ac76de4df7b96e27a33416ba67bd6848fb4d4a936a0e4c6aa1d946ae094a2452	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4256	6ca4fbb58f39c2cbe8e3f44dd122cb0c4b4bd4bcd09d58eb79c347a3840a3e81	StorageCmdVital	W	9	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_DECREMENT_TO_0x005DFCA0_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DCC	IMAGE
b5dd93fecc5b39a79b706c5feb13cdb0bff0f451bee1ec30bdb8664085ff51fa	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4258	dda6e444d9cfd9e37172650370d895c1f843188e7f478012238298714f1697a6	StorageCmdVital	W	10	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_INCREMENT_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DDA	IMAGE
be3a9b224f3175d8e809c53e0564dc7f8c5fba8ca6d64aed087d76c01e4b1615	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4253	d278a7db86f70d1271895d9492956a62297eec91d9c9abd34c7f6fe77caf9a77	StorageCmdVital	R	4	CALL_UNCLASSIFIED:0x00661FA0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_0x20_POOL_OBJECT_CONSTRUCTION_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DBA	IMAGE
74cbb108f47d5a73cf86f38496d315584c2fa5110cf42f721882cdf41362f6b0	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4255	f819b2c41366eda0b0f81e4bde477eadedcf94a9e82e43ffdf9495e59ed772cb	StorageCmdVital	R	5	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_DECREMENT_TO_0x005DFCA0_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DCC	IMAGE
a55291719e6b8b588239de8aabf84f4f0cf1231502ec2b1913843fff6e622cf8	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4257	718fa585eb7247e2dfee6278435690a22097e367c1c1117d6468d737a87cee0d	StorageCmdVital	R	6	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_INCREMENT_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x00699910	0x006999EE	6f6d5832976137fa98b15ba81b512f64e30d2570f4d93f5311af9e25071540e8	0x00298DDA	IMAGE
aba25c10ed22dbd9a6cc789ed229218117425f346d5175f236dd90807ed023ff	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4732	b9454a32d2ed3f4f8dc5b5afb082e1554cf69fc63629b1ae8735571a7bd2c3f7	ItemMallBagItemTransfer	W	8	CALL_UNCLASSIFIED:0x00661FA0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_0x20_POOL_OBJECT_CONSTRUCTION_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B934A	IMAGE
a670d74925d783e9ffc67e04624fd2978d2fd56d796727ea7ed98a14b39df9a2	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4734	0c6dd73b3bc52f68b1850416b8597e1f0ffcf52e71d6243466ffb8cd1d14726d	ItemMallBagItemTransfer	W	9	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_DECREMENT_TO_0x005DFCA0_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B935C	IMAGE
75fcf2eec1180b8990b91129403e9f97df92a57018e3b193f88f526864482d5c	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4736	bf747ca28ec71f7dbdb677fe00a9df4e45a4b8dc70326099a4d8bc65af15f9d7	ItemMallBagItemTransfer	W	10	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_INCREMENT_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B936A	IMAGE
bf91ced7786ee836e2fb780e0984ac4b7fa4d8ec809842e3f48c514a5a7cc142	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4731	0e143a1b1463d12e58f65d72a73ddae176f0957ed1d432ddf7c420d6111632d4	ItemMallBagItemTransfer	R	4	CALL_UNCLASSIFIED:0x00661FA0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_0x20_POOL_OBJECT_CONSTRUCTION_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B934A	IMAGE
c2f40eb8c8b2424c4a268618ae3c8dbc66ee1fb25496df3e3af8dd8896d0f1b5	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4733	831f40007080d3b85b1e750ba6defd3e8144888d3545aaacb7f23ed5b3a1f0b1	ItemMallBagItemTransfer	R	5	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_DECREMENT_TO_0x005DFCA0_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B935C	IMAGE
e91c53fc6380f68317512124be80f0091bb0917c1f536a771d8bef767ee3d579	REMOVE_NONWIRE_ROW	NONWIRE_FIXED_POOL_OR_REFCOUNT_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	4735	17e9ca73f5594fd3c19dd8146ce68280feab72ad3370bcf3a9ec49c9b863483c	ItemMallBagItemTransfer	R	6	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FIXED_OBJECT_REFCOUNT_INCREMENT_NO_STREAM_EFFECT	STATIC-POOL-661FA0	0x006B9EA0	0x006B9F80	22698df219264aa44bacdf383f50c4f91fa29067b0383f596df62bfecdc407e5	0x002B936A	IMAGE
