field_key	wire_key	semantic_row_key	class	applies_to_class	scope_status	scope_basis	scope_evidence_key	scope_evidence_ref	scope_blocker	scope_required_next_evidence	parent_chain	direction	offset_basis	storage_width	order	mask_bit	gate	offset	tag	len	structural_type	structural_status	default_value	default_writer_va	semantic_name	semantic_status	semantic_source_load_va	semantic_producer_va	semantic_consumer_va	semantic_evidence_span_start	semantic_evidence_span_end	semantic_evidence_span_sha256	semantic_support_spans	producer_va	consumer_va	consumer_slot	codec_slot	write_site_va	read_site_va	file_offset	span_start	span_end	span_sha256	origin_evidence_key	evidence_key	source	conflicts_with	open_conflicts_with	blocker	required_next_evidence	image_sha256
AvatarAttr@0x4C.4#W:b0x00000100	AvatarAttr@0x4C.4#W:b0x00000100	912ee15291e2ce7c7b31118342c8e36ce7e0a3793183e0f7940fabae28d1fae1	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	4	13	0x00000100	(+0x28 & 0x00000100) != 0	0x4C	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	equip_projection_slot_0x001000	PROVEN_EXACT	N/A	0x0057AC90	0x0057BB80	0x0057BB80	0x0057BD07	6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b	equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_special_equipment_setters=0x0057AC70..0x0057ACF4@17cf4131ee0091b4884eee6d0bc15b16da5791bda61b6d7e3f5e2d51d0329101;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x00464646	N/A	+0x34	0x00464646	N/A	0x00063A46	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	78eac7b28660ede849a27063bd3f7233607a537e31761a11107b3e6e1f7471b9	175b6c910ce9d96ec7aa076247c7ab464eaa153a7a1e13266321b51d48066b15	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x50.4#R:b0x00000200	AvatarAttr@0x50.4#R:b0x00000200	36d2b2166b5d8aeef7e9a9e5f2b6a181394726cf80d06aa1bc5aad41da31363a	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	4	14	0x00000200	(+0x28 & 0x00000200) != 0	0x50	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	equip_projection_slot_0x002000	PROVEN_EXACT	N/A	0x0057ACB0	0x0057BB80	0x0057BB80	0x0057BD07	6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b	equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_special_equipment_setters=0x0057AC70..0x0057ACF4@17cf4131ee0091b4884eee6d0bc15b16da5791bda61b6d7e3f5e2d51d0329101;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464845	UNKNOWN	N/A	+0x34	N/A	0x00464845	0x00063C45	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	c27783bfb33052e913dd19e91e885dda029194ecae6dbfe428f7f8f29d5b0e4e	f09ef4320d9892f337fd28bad9039cf91a813d717cdcfd25e8a2f79cc5272c26	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x50.4#W:b0x00000200	AvatarAttr@0x50.4#W:b0x00000200	064d6bb2b918a05de36de27b87727a2761c645c6c82968b02e56e9f87fe43481	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	4	14	0x00000200	(+0x28 & 0x00000200) != 0	0x50	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	equip_projection_slot_0x002000	PROVEN_EXACT	N/A	0x0057ACB0	0x0057BB80	0x0057BB80	0x0057BD07	6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b	equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_special_equipment_setters=0x0057AC70..0x0057ACF4@17cf4131ee0091b4884eee6d0bc15b16da5791bda61b6d7e3f5e2d51d0329101;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x0046465D	N/A	+0x34	0x0046465D	N/A	0x00063A5D	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	4a742372cd0da680622609f13619e4000135aa0628e8e0306e91ec110fa61a83	d166d4ac2db1ab12ac4ce3d1178ae467226581522e651f48b1914ce5f34a46d3	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x54.4#R:b0x00000400	AvatarAttr@0x54.4#R:b0x00000400	3fd60cd632cf4d6a2d5910657317239f60d156274905a4ac8ccb68425c1e52cc	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	4	15	0x00000400	(+0x28 & 0x00000400) != 0	0x54	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	n_SLOT_RHAND	PROVEN_EXACT	N/A	0x004277D0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_hand_setter_cluster=0x004277D0..0x0042780E@788b6bc50858d1e8b9cc0e644b16fb86b821d67f33d1bc647c14b45d12cb28ae;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x0046485C	UNKNOWN	N/A	+0x34	N/A	0x0046485C	0x00063C5C	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	37e807c8572ec7feb61e48a3659f7059a6d8d703497143afa8615c3d1de02e75	5f696047828baab88225a9c0fde2244e1aaa7465ee13b78a91916267d258cc41	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x54.4#W:b0x00000400	AvatarAttr@0x54.4#W:b0x00000400	bbc563420b3a17ad8e9a1a6859eb4f8e6659ffe18eccfb9b16a64134794228dc	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	4	15	0x00000400	(+0x28 & 0x00000400) != 0	0x54	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	n_SLOT_RHAND	PROVEN_EXACT	N/A	0x004277D0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_hand_setter_cluster=0x004277D0..0x0042780E@788b6bc50858d1e8b9cc0e644b16fb86b821d67f33d1bc647c14b45d12cb28ae;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x00464674	N/A	+0x34	0x00464674	N/A	0x00063A74	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	e3c29a8b11639a17bc83890bd4875b4023aa3c83dc7fde58cc3f53edb5760e76	737d163da37e30558e654f5978ea6f94cbf56ab121ebe8b0204f433d32b7f28f	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x58.4#R:b0x00000800	AvatarAttr@0x58.4#R:b0x00000800	c93dd078df4b1e32244eb1fdfcdb29d0fcf89b607288b36ac755d8fba6a6944a	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	4	16	0x00000800	(+0x28 & 0x00000800) != 0	0x58	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	n_SLOT_LHAND	PROVEN_EXACT	N/A	0x004277F0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_hand_setter_cluster=0x004277D0..0x0042780E@788b6bc50858d1e8b9cc0e644b16fb86b821d67f33d1bc647c14b45d12cb28ae;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464873	UNKNOWN	N/A	+0x34	N/A	0x00464873	0x00063C73	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	a926426f58a2fb0d68aac4e2daaa32c014922fa1cbe4d36e616c5fc86366e339	e975e71d66628f90ada19eb46c7ad653a642cce2f8cab690352fc26a2cb3691e	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x58.4#W:b0x00000800	AvatarAttr@0x58.4#W:b0x00000800	61cc9e18c699da791dc5be4c9f6181f2aab3772cc1c0cf2828a2c8c782aaad22	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	4	16	0x00000800	(+0x28 & 0x00000800) != 0	0x58	0x14	4	uint32	PROVEN_EXACT	0	0x00464080	n_SLOT_LHAND	PROVEN_EXACT	N/A	0x004277F0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;equipment_slot_equality_switch=0x0057BB80..0x0057BD07@6b0a6c750e71fa2b84114099aa7bf810ed01d16c37c6d5220f41622d8ee7061b;avatar_hand_setter_cluster=0x004277D0..0x0042780E@788b6bc50858d1e8b9cc0e644b16fb86b821d67f33d1bc647c14b45d12cb28ae;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x0046468B	N/A	+0x34	0x0046468B	N/A	0x00063A8B	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	e00e8c8c40bed639396506891f7daa3edf1e8d1c9fb7b30214a24c6155dbbbdd	f209b2f46a9aa7137bd99962a340c15d0d892f45bcac182c3ac73137c7d06957	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5C.1#R:b0x00001000	AvatarAttr@0x5C.1#R:b0x00001000	3273ae35a232eaf472775196da896725e952e717bab71378a47b0c9b313cb7e6	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	1	17	0x00001000	(+0x28 & 0x00001000) != 0	0x5C	0x0B	1	uint8_enum	PROVEN_EXACT	2	0x00464080	n_GENDER_1_female_other_male	PROVEN_EXACT	N/A	0x004546D0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;gender_setter=0x004546D0..0x004546EE@81b5273aeb4ff1532da45dbb4fd4727ad102290efa1a0e1961f8bcc5e6003d27;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x0046488A	UNKNOWN	N/A	+0x34	N/A	0x0046488A	0x00063C8A	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	51315fe45be5ae5a7667b9df00af60d56eb1bd57fb07c41a0ab37b1c36474c13	30e328bfd4278df2ad1152152c3ade93471e7405517d077c60bba1c381ba7931	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5C.1#W:b0x00001000	AvatarAttr@0x5C.1#W:b0x00001000	8af94433acb07492a049fa7016ba3c26d709e1dfd28df085e0e9ee3e9d5f38ec	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	1	17	0x00001000	(+0x28 & 0x00001000) != 0	0x5C	0x0B	1	uint8_enum	PROVEN_EXACT	2	0x00464080	n_GENDER_1_female_other_male	PROVEN_EXACT	N/A	0x004546D0	0x004BEF20	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;gender_setter=0x004546D0..0x004546EE@81b5273aeb4ff1532da45dbb4fd4727ad102290efa1a0e1961f8bcc5e6003d27;avatar_ui_consumer=0x004BEF20..0x004BF8D1@e2bc2a83bc2da07d535a119fcc8e9d4935baf4e34888a9a045af881f4ea07dcf;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x004646A2	N/A	+0x34	0x004646A2	N/A	0x00063AA2	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	bfa889f6eed4f6c8fad9afe3965e981c14384a8f24ac1fb63c12e8bb3bb61332	8137a46e6e2863e90bf9d531baf8c3a38fc31a165990016edf1faa32db84ebbf	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5D.1#R:b0x00002000	AvatarAttr@0x5D.1#R:b0x00002000	6731b975a7c572dd6031c3435d3a77f99b546eb749eaf242fcce00dd62db6ab4	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	1	18	0x00002000	(+0x28 & 0x00002000) != 0	0x5D	0x08	1	int8	PROVEN_EXACT	50	0x00464080	s_BODYRATIO_component_0_height	PROVEN_EXACT	N/A	0x004AE2C0	0x004AED80	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;preview_body_ratio_consumer=0x004AED80..0x004AF03A@d2b5793f5b2273afcdfe8370cae86e5d73bcb50a5eae0d3ed5aa05f998af321b;height_scale_consumer=0x00454978..0x004549DB@36e7eb6d682a63c7048005f9e123bc56acbbfd57c5dc403782cb710fa65f9641;avatar_main_setter_cluster=0x004AE200..0x004AE325@ddfc1a3fde354331297ee2ea41c42d262802fc9b8bc7f756e121aa0a7cd90f26;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x004648A1	UNKNOWN	N/A	+0x34	N/A	0x004648A1	0x00063CA1	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	7db26ec3dd81378a43d391f2d4114ab3910268f52e7ca25ff69a1ffca5dffa50	625754a7d95aaae5796cd728ebc21bac02827c82e29844abcfbbabc879183ced	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5D.1#W:b0x00002000	AvatarAttr@0x5D.1#W:b0x00002000	c57986cc484807bcb6ecf70a69e3d0d5973f2d733b09e2792a694f722eacc60f	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	1	18	0x00002000	(+0x28 & 0x00002000) != 0	0x5D	0x08	1	int8	PROVEN_EXACT	50	0x00464080	s_BODYRATIO_component_0_height	PROVEN_EXACT	N/A	0x004AE2C0	0x004AED80	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;preview_body_ratio_consumer=0x004AED80..0x004AF03A@d2b5793f5b2273afcdfe8370cae86e5d73bcb50a5eae0d3ed5aa05f998af321b;height_scale_consumer=0x00454978..0x004549DB@36e7eb6d682a63c7048005f9e123bc56acbbfd57c5dc403782cb710fa65f9641;avatar_main_setter_cluster=0x004AE200..0x004AE325@ddfc1a3fde354331297ee2ea41c42d262802fc9b8bc7f756e121aa0a7cd90f26;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x004646B9	N/A	+0x34	0x004646B9	N/A	0x00063AB9	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	7cdc7fa80c2f71ea4b24afb7262a655acb2297b030e0176bed00ae19c9fc4f75	2334b2d0b1ce670e5781fa44a14363dfd256705f3c11f2fad5b7bbd2e7318d50	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5E.1#R:b0x00004000	AvatarAttr@0x5E.1#R:b0x00004000	9dbe8491ca8c88cf86ba0e20db4eac0009df367d3e93df7e3dc21b043354abf6	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	R	OBJECT	1	19	0x00004000	(+0x28 & 0x00004000) != 0	0x5E	0x08	1	int8	PROVEN_EXACT	50	0x00464080	s_BODYRATIO_component_1_width	PROVEN_EXACT	N/A	0x004AE2E0	0x004AED80	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;preview_body_ratio_consumer=0x004AED80..0x004AF03A@d2b5793f5b2273afcdfe8370cae86e5d73bcb50a5eae0d3ed5aa05f998af321b;height_scale_consumer=0x00454978..0x004549DB@36e7eb6d682a63c7048005f9e123bc56acbbfd57c5dc403782cb710fa65f9641;avatar_main_setter_cluster=0x004AE200..0x004AE325@ddfc1a3fde354331297ee2ea41c42d262802fc9b8bc7f756e121aa0a7cd90f26;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x004648B8	UNKNOWN	N/A	+0x34	N/A	0x004648B8	0x00063CB8	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	e04857e7d06c39fde0fc7fa1309dcb6671253c6070c8407583c637220499c723	5ee02acf689751f6011d805ab0f5fd340a4065a663bd525c21847ef764a3e94d	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
AvatarAttr@0x5E.1#W:b0x00004000	AvatarAttr@0x5E.1#W:b0x00004000	35d244535fc641c2d396a35d2810d34a8f9ad293cde9b1fee3313da7683b96d6	AvatarAttr	UNKNOWN_CONCRETE_OWNER_OF_AvatarAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>AvatarAttr	W	OBJECT	1	19	0x00004000	(+0x28 & 0x00004000) != 0	0x5E	0x08	1	int8	PROVEN_EXACT	50	0x00464080	s_BODYRATIO_component_1_width	PROVEN_EXACT	N/A	0x004AE2E0	0x004AED80	0x004BC580	0x004BCB4E	4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e	character_creation_loader=0x004BC580..0x004BCB4E@4c4f120b7eecc549dcefe42011c85e531cac48f4168d0181d65695ce3956510e;preview_body_ratio_consumer=0x004AED80..0x004AF03A@d2b5793f5b2273afcdfe8370cae86e5d73bcb50a5eae0d3ed5aa05f998af321b;height_scale_consumer=0x00454978..0x004549DB@36e7eb6d682a63c7048005f9e123bc56acbbfd57c5dc403782cb710fa65f9641;avatar_main_setter_cluster=0x004AE200..0x004AE325@ddfc1a3fde354331297ee2ea41c42d262802fc9b8bc7f756e121aa0a7cd90f26;AvatarAttr_ctor=0x00464080..0x00464149@5ffe6371e9067bf8cc500817910de261e722350dd9cf7fc7e740e4484344bc6f	0x00464080	0x004646D0	N/A	+0x34	0x004646D0	N/A	0x00063AD0	0x00464560	0x00464952	d9f565631b1e5afd35ceead1e230a8ecb38b55ffb007da587e0ce605e18a0b88	af365b1d4d0608e2289072078d6d24b2040615cb341f66f9d8cf462df810cf13	df8890edaaa018754b2bd277d7694cb6c40f5ee55e7db31206c89c0d24d33d3c	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
