correction_key	origin_table	base_row_ref	class	direction	prior_order	prior_tag	prior_field_offset	prior_gate	delta_action	corrected_classification	correction_reason	evidence_span_start	evidence_span_end	evidence_span_sha256	evidence_key	conflict_key	source	image_sha256
7199d4f7633a3cc64e8ea062b121cf852fbb2cf5467db1ff6b7e246f36823c67	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=c975f2a41acbee4c90da1e556d1b5e5c850024e17b12b3a4a1c006208d1f2de7	DailyActivityState	R	4	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x0069CB82 file_off=0x0029BF82 function=0x0069CB20 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	12a2757214bb75a8a3a0161c6d253ff68700081e0f56ca186fc9f38b84e627f2	f426501e7d6b185ce38548449adfa80cef04300cc1f2614ce0983576fad37255	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
429c43b97ac3b7d36c606f9bdc0547e32ad846bcb9257f0f9e55829441f79b66	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=5b2db97c41b1ff2e6545358f9eccff40df39cbddd5941ea101f68ac4f8287ae2	DailyActivityState	W	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x0069CB82 file_off=0x0029BF82 function=0x0069CB20 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	b9caeccf56fce84292154fe0aecf9b4a0d877c38b35e91c62e3c624cbcb1f8af	998bcb7c47e7024a6ea7fe29e0cf2b05d289dbfaf3f9baf8fe36083bdc38c9fa	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2ae1f472a29af97a6c9301230a58df2d06e8bd97baa3c97abdc8c09f8b78aac9	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=d71337a06fb09d2a88aa43f0bdc9c4a4a1128bd27e138df80999394ebee24538	DailyActivityState	R	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CB9A file_off=0x0029BF9A function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	9597f6d058313ebc03e74de4087c1b61e01d5dd6fad2898dbc4d39b259242296	7f99bfdc9eadb8d0ac54026341d58ed827916e11ed122ff8f864d9ddef4ca0c6	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cabad16f68e3289fc896e5d2cfd427f2d52c0d024cf52aa1dfc18838e2ece445	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=98b900b14a49ea0fe4523cfc52b018dfe0e69da5e1e6c175a3a285463f466cd0	DailyActivityState	W	6	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CB9A file_off=0x0029BF9A function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	3f4c79e33a39cf9303e3ae6a3958cadf4672e5b51cde2ab03f4f56ba0c517437	22aa0e5c6a1f01fbe551d16706ab971c2457784f4b77d1268940a95b4839e7f0	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
bfe6b80f06b54118e176ea8d8942ac50d87190d26376b5ece94de721c45e7d78	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=5a88d810ceabc46e1bf1361db5ad857ebcd3f2df84f47197ada1ad5670df3c42	DailyActivityState	R	6	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBA3 file_off=0x0029BFA3 function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	19e50edb55a748cf2662feb0bb5418adb0520a1b126336d9761bcaf1ef07d8f2	98dde722999f9c988a1d154002844a3cdda7d289c9c2a4c7f695d1ab28aa0cdf	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2f8caa57054c651034591b7ef550095afaa9f9d01d230892430387eb5ffb5027	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=b139e22eb7ba502153ead25d747687fe77b9f6e72877094d6398b85aee857ffe	DailyActivityState	W	7	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBA3 file_off=0x0029BFA3 function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	906507c5047ea931db2ad3078db6a84b8d30d2a434277ddd8b083954ff58cfac	0375db2d61601efd51d562ba5811f4026665013cd8df5da147090f178c4f1646	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
64fa51975f8a7d5698dfddced43581b28cf2258716324c157ea259f111bddcc6	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=06b62262816a3cf302c503fb0b052fe8afc4a599f0cf641c8aed1ce63aba6985	DailyActivityState	R	7	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBB8 file_off=0x0029BFB8 function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	61926b54e347c21a40fdadff99a379f44d0a05ffe33bb6c8e9d405f7181f1c0a	5605ba376a6bcd5d9f86f30582327383c3c45ce0c3c45bfc6209b87ec52b33db	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
6aab0a8dc7a3b0439c2ffdf91934eeb231c064eec55c837a605d4e038bd63f18	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=7f5fa406a9ade5d2d77c4d6aaba4b1b67b2e320a5eca802f4509783b619c9035	DailyActivityState	W	9	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBB8 file_off=0x0029BFB8 function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	9b2b10372d97d46e31fdc096827f16d4a211313ef5acdeede92a741832b00f9b	cf82db8d94c38cfcef174c2388035fb6a719c55902617da435890a891404106d	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
45a9e97e4016a57eb329ca11c8e8568a065fbc00e9b2e1f7a6f0c649df973938	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=5aff5a1340677fb2cb3939fbee6c82af7718682697448f182f023f1b81b74f17	DailyActivityState	R	8	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBBF file_off=0x0029BFBF function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	95918bc652b9521082da1767bd4bad9675454b086b198e88e40c5608f263dfeb	42d04482965efd3a0ba359360c724a9c6412d77fba751b8166ea13d3718596f2	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
96f625943f489f967a4dba48944f0167fa39b1107f26911076b7aaa15ab57ec2	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=a5663d2a5825ab8677f76ee7a7e1d788039a2d760fe50a2a7aa5e5831c52ac95	DailyActivityState	W	10	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	exact_singleton_register_iat_call@0x0069CBBF file_off=0x0029BFBF function=0x0069CB20 register=ebp definition@0x0069CB90 definition_file_off=0x0029BF90 iat=0x00C3B4C0 call_bytes=FFD5 definition_bytes=8B2DC0B4C300 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL wire_effect=unproved basis=singleton_reaching_exact_iat_load	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	757064d225fbdc355829eb99aaef74aa6e84588a5caf2c24deac31abd637d784	68615db5ff995d99ee012fe5893d018c6e5858e169991d1f3e8ed82bd94c2f8b	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
963ad5a76201c70870e32da3e83580439fb4b2fbbba5f7851d61391363af5fb1	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=0fe6457c8be546387faa0e07823ecc194d8cbb9c1389d286103ae05ef9c3de42	DailyActivityState	R	9	MUTATING_CHAIN_PLUS_04_HELPER	UNKNOWN(mutable_chain_target_object_alias_unproved)	mutable_chain_call@0x0069CBD4 file_off=0x0029BFD4 function=0x0069CB20 target=0x00B0BF70 AND mutable_chain_helper target=0x00B0BF70 target_file_off=0x0070B370 proof_end=0x00B0BFDC proof_end_file_off=0x0070B3DC proof_sha256=4e1374fd126457c82d11bf3e6efa0fda845bb85e2c2a985ed67c4eff3f4eb7e6 memory_write_sites=0x00B0BFAB,0x00B0BFC8,0x00B0BFD7 memory_write_shape=object_plus_04 object_alias=unproved iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo basis=exact_full_body_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	5fc6e696070bcf2ea97f2ee22a67006b64f3ad52d9edba4a404ad595eabd1efb	d7ca539a2e9c89a5982bf6e9eb3a4e4f1bccb8195e9b6f2a391695294af408ca	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ea225759537b9ca77ea9afeca18872fffd2c98e18b7c8527ee1510ac597bc0de	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=4fd665398d0630f65cf047d091fbd4fa865fd322dda5556e76e59b5847b872fa	DailyActivityState	W	12	MUTATING_CHAIN_PLUS_04_HELPER	UNKNOWN(mutable_chain_target_object_alias_unproved)	mutable_chain_call@0x0069CBD4 file_off=0x0029BFD4 function=0x0069CB20 target=0x00B0BF70 AND mutable_chain_helper target=0x00B0BF70 target_file_off=0x0070B370 proof_end=0x00B0BFDC proof_end_file_off=0x0070B3DC proof_sha256=4e1374fd126457c82d11bf3e6efa0fda845bb85e2c2a985ed67c4eff3f4eb7e6 memory_write_sites=0x00B0BFAB,0x00B0BFC8,0x00B0BFD7 memory_write_shape=object_plus_04 object_alias=unproved iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo basis=exact_full_body_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	d7a71822581c96450716ddd3be90d2282322011f01403fd6c3d82c3b5f5a51c3	06fab900791b03f18f7129d43edaf66faf13bd3cfbdfb1eed4c7090687bffc7f	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
4f78c6ece43e809a96242359ae105de8b676cde2ba7784b0e43f4e98c53c18c9	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=d85fadcd9ff10a8ab698641538a5136e426afefa40aadc3f9198383d3bb885fd	DailyActivityState	R	13	CALL_UNCLASSIFIED:0x00652A30	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	49d1031b866713c992b4c7eadf66753813f1ee90bfc9c93ee6ab37c9272ed662	10d0aacedd00234a37e6cdfd7125dc20107aa6ae72c96d10bf6fdf0892504fab	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
375729bd8132bad4986cb6ab71485a7392218fe97cf7cbb81a606c46fbd1e297	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=77c6f1c96d347f595cd4f6a2b4a1be8e8a10966f8fe83d5b4f57e5594c8f963e	DailyActivityState	W	13	CALL_UNCLASSIFIED:0x00652A30	UNKNOWN(direct_call_not_proven_serializer)	ALWAYS	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	cbd6c4133b015fe3b800137a6296499ce0308b476e8b9c2816cd0b22794b835d	acadb899fcc9a29abaeb3e5c6d9b6051c9eb4f2e0f3771430e78476eb6d91175	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1fbf4a3ebf92cf7a9414391816feb17ba8d96e8f6643a0e2728018092e35a70d	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=82fcfd459f51013e77c96bd52ba22e3578a1baeb24e75751129963cd1425816c	PetsData	R	4	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x006F6856 file_off=0x002F5C56 function=0x006F67E0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x006F67E0	0x006F6977	1dd4bb4196f240fd092cd9d7e7461365b8422fe59978e46ba066c78661bf27d2	8535cc3e68f6f3d7f641bd9f316a4f96290080a6247f22df33d3aba60c90efd5	85c367a8cdf2caaa1858b6792f745b61ddcc389c259728f4945e0d466e55d635	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0c0d69a0bf0d1e06d0c2502296a3e5b6bffc083465d2f5452a093cf15ebbfa7b	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=5e4f567b17a9640aa29b3fd7b0eab4b3dff2c848cc56cf872a7c49caea382b71	PetsData	W	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x006F6856 file_off=0x002F5C56 function=0x006F67E0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x006F67E0	0x006F6977	1dd4bb4196f240fd092cd9d7e7461365b8422fe59978e46ba066c78661bf27d2	ceabc97a3dd06fbbe0ab5e73bc68af3e48c6ac87188cc706178e6a284dcbffe7	81e6b2fcc7ff7203221c8972223c7e63302c8199d343109e08d73ee798a27272	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8673b064f885159b52d691cb2348ac6698fac97c5112988f8fa095e7081ffbfe	PF_A2_SERIALIZER_SLOT34_DELTA.tsv	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|delta_key=b4645c5df61e3db140e8bfd87c1b0d5873c95aa4a95e74f4d6e1f69aaa60bd89	PetsData	R	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	exact_direct_iat_call@0x006F6868 file_off=0x002F5C68 function=0x006F67E0 iat=0x00C3B4C0 bytes=FF15C0B4C300 AND exact_direct_iat_import iat=0x00C3B4C0 iat_file_off=0x008398C0 descriptor_file_off=0x00C112DC lookup_file_off=0x00C118B4 dll_name_file_off=0x00C1647C symbol_name_file_off=0x00C15C62 dll=MSVCR90.dll symbol=_invalid_parameter_noinfo call_bytes=FF15C0B4C300 operation=PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL wire_effect=unproved basis=exact_call_bytes_and_pe_import	REMOVE_NON_WIRE_ROW	NOT_WIRE_CONTROL_FLOW_OR_LIFECYCLE	exact function bytes show an import, indirect call, reference-count, or lifecycle/control-flow operation rather than a stream field transfer	0x006F67E0	0x006F6977	1dd4bb4196f240fd092cd9d7e7461365b8422fe59978e46ba066c78661bf27d2	d72c84268353fbe166404cdcf82e1f329744b8518390ca04359f6d98f2f19b7c	716a791aa59b56bd76c15f597eeccf4db31e83f07dc7396f4c5a0961904dfa0b	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
