control_id	control_key	row_kind	axis	subject	measurement_label	method	control	exact_observation	measured_count	semantic_status	scope	evidence_file	evidence_file_size	evidence_file_sha256	evidence_locator	support_files	support_file_sizes	support_file_sha256s	evidence_key	claim_sha256	prior_artifact	prior_artifact_size	prior_artifact_sha256	prior_row_id	prior_row_key	prior_row_claim_sha256	relationship_to_prior	supersedes_artifact	supersedes_row_id	supersedes_row_key	supersedes_claim_digest	corrected_field	authority_precedence	source	nonclaim	blocker	required_next_evidence
MOBS_TIP_NON_TOTAL_JOIN	15a3dfa8e17cf30ad3ed7609b30d69b89f3172ea974d75555703f6ff2aa230ee	DATA_JOIN_CONTROL	text_join_integrity	MOBS and MOBS_TIP exact n_ID sets	FULL_OUTER_ID_CENSUS	Compare both complete unique-ID sets; count intersection and both one-sided populations.	Use a full outer census so missing MOBS_TIP and orphan MOBS_TIP rows cannot disappear through an inner join.	MOBS=3210;MOBS_TIP=3139;overlap=2931;MOBS_without_tip=279;MOBS_without_tip_ids_sha256=adb19bbea412aad0a7dba890493a501d3551016659876023fbd43f99e2b986e8;TIP_without_MOBS=208;TIP_without_MOBS_ids_sha256=6d0fe47586801fdf6cfafc51e70fb63e21b50df60c2ea5ce45b6ee09ee55b02b;duplicate_MOBS_ids=0;duplicate_TIP_ids=0	overlap=2931;left_only=279;right_only=208	PROVEN_EXACT	complete_MOBS_and_MOBS_TIP_id_domains	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	all n_ID values in both tables	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	4d8b701ac3634f7eae9ff03a17c1ab6c22e3c39c14fd622c08782ee387b01ecf	828692d5c4618e783a92ee3c81dad3efbbc32607f8dcbabec57d5787934cec1a	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	5de62fd8517fd720f520f4423e5c98f9571a04dced848f658060387db4ed7260	ADDITIVE_NON_TOTAL_JOIN	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Absence from MOBS_TIP does not prove invisibility, noninteraction, or a role.	The two DATA tables are not a total one-to-one population.	PROPOSED: Keep exact missing-side controls in every text-dependent analysis.
NPC_CHAT_MIXED_TRAITS	1dae9aa7a8ae4e2efaaa7ac358348a200c657c2955225df8304477b19db93f89	DATA_MIXED_TRAIT_CONTROL	presentation_or_text_trait	joined MOBS_TIP.s_NPC_CHATS	NONEMPTY_CHAT_LEFT_JOIN_CENSUS	Select nonempty/nonzero values, retain the complete MOBS denominator, and cross the selected rows with independent R/C/O/K/Q/drop/usage traits.	A populated text, voice, or graphic field is measured as presence only; raw non-ASCII values are never emitted.	populated=1844;R=990;C=1006;O=875;K=674;Q=707;drops=926;usage=U0=4;U1=918;U2=790;U3=2;U4=13;U5=13;U6=23;U7=72;U8=9;voice=637	population=1844;usage_values=9	PROVEN_EXACT	complete_nonempty_trait_population	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS_TIP.s_NPC_CHATS	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;2313;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	aa3ba9790e6aeb12fff35abc99017e711bcb899ab904846ab8aaf59b0ec9defd	ed174a36ba1c31844ce28ffab1b17190993bbc0aa06562890d8ce0358d9b06d0	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	5de62fd8517fd720f520f4423e5c98f9571a04dced848f658060387db4ed7260	NEW_MIXED_TRAIT_CONTROL	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Presence does not define NPC, monster, talkability, hostility, or attackability.	The selected population spans multiple independent trait combinations.	PROPOSED: Treat this field as its measured content/presentation axis only.
NPC_VOICE_MIXED_TRAITS	d744bd014ebf9ada6925aad8848880a376d6ae6690cf0229b91e3b7311e188df	DATA_MIXED_TRAIT_CONTROL	presentation_or_text_trait	MOBS.s_NPC_VOICE	NONEMPTY_VOICE_CENSUS	Select nonempty/nonzero values, retain the complete MOBS denominator, and cross the selected rows with independent R/C/O/K/Q/drop/usage traits.	A populated text, voice, or graphic field is measured as presence only; raw non-ASCII values are never emitted.	populated=666;R=26;C=32;O=23;K=544;Q=551;drops=1;usage=U1=1;U2=652;U4=8;U7=3;U8=2;distinct_values=192	population=666;usage_values=5	PROVEN_EXACT	complete_nonempty_trait_population	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS.s_NPC_VOICE	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;2313;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	f51d876f2fe5154e02dcc0771f44f50191533985b7a2cb82a224628ed6295f54	1be4367eb48fd70929046451b2f6d4eff951b280246631cb2611dab16eddeac1	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	5de62fd8517fd720f520f4423e5c98f9571a04dced848f658060387db4ed7260	NEW_MIXED_TRAIT_CONTROL	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Presence does not define NPC, monster, talkability, hostility, or attackability.	The selected population spans multiple independent trait combinations.	PROPOSED: Treat this field as its measured content/presentation axis only.
ROLE_GRAPHIC_MIXED_TRAITS	2a2945b4558991b90bc757a3a7bf27c4e5f6d11b909fc6cca6c40781e29a8d0e	DATA_MIXED_TRAIT_CONTROL	presentation_or_text_trait	MOBS.s_ROLE_GRAPHIC	NONEMPTY_ROLE_GRAPHIC_CENSUS	Select nonempty/nonzero values, retain the complete MOBS denominator, and cross the selected rows with independent R/C/O/K/Q/drop/usage traits.	A populated text, voice, or graphic field is measured as presence only; raw non-ASCII values are never emitted.	populated=257;R=16;C=27;O=34;K=204;Q=200;drops=7;usage=U1=8;U2=212;U4=8;U5=15;U6=13;U8=1;distinct_values=30	population=257;usage_values=6	PROVEN_EXACT	complete_nonempty_trait_population	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS.s_ROLE_GRAPHIC	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;2313;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	1d4019369e10e8f37f9c2e747260a1da3a5e55e08ca67542e04a4fd1977501d4	aa276d329eecbf20dfcb04d783557a8a5812ed0f91a5923e5b5a35806393f96a	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	5de62fd8517fd720f520f4423e5c98f9571a04dced848f658060387db4ed7260	NEW_MIXED_TRAIT_CONTROL	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Presence does not define NPC, monster, talkability, hostility, or attackability.	The selected population spans multiple independent trait combinations.	PROPOSED: Treat this field as its measured content/presentation axis only.
LEXICAL_MONSTER_COUNTEREXAMPLES	7eecd33d38632407d24a9369c9f884b543d49d46f6332d0bf49f6f3c3c95d880	DATA_LEXICAL_CONTROL	lexical_role_noun	case-insensitive monster substring in MOBS_TIP.s_NAME	FULL_TIP_NAME_SUBSTRING_CENSUS	Search every MOBS_TIP s_NAME value case-insensitively, then full-outer join exact IDs to MOBS and count independent traits.	No raw names are emitted; only the ASCII search token, IDs, and counts are published.	token=monster;TIP_name_hits=15;TIP_ids=256,541,1611,1612,3059,8028,9501,9502,9503,9504,9505,9506,9507,9508,9509;joined=6;joined_ids=256,541,1611,1612,3059,8028;orphan=9;orphan_ids=9501,9502,9503,9504,9505,9506,9507,9508,9509;joined_R=4;joined_C=4;joined_O=4;joined_K=1;joined_Q=1;joined_usage=U1=1;U2=2;U7=2;U8=1	TIP_hits=15;joined=6;orphan=9;joined_usage_values=4	PROVEN_LEXICAL_ONLY	complete_MOBS_TIP_name_domain	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv	239200	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f	column=s_NAME;casefold substring=monster	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	749302;2313;336985;426944	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	3ee5aa6e2943603383091bc3de88b040ddb1fcafe35d423248b88e02bd4f67eb	19cc5419843953e78546d95d7c1cfc6fb5384bee1e4033662c799c5f5547b1bf	N/A	N/A	N/A	N/A	N/A	N/A	NEW_LEXICAL_COUNTEREXAMPLE	N/A	N/A	N/A	N/A	N/A	N/A	DATA	A name substring is not a machine-readable role enum.	Lexical hits span U1, U2, U7, U8 and both joined/nonjoined populations.	PROPOSED: Require behavior evidence for every record before applying a gameplay role.
OFFENSIVE_AGGRO_POSITIVE_MATRIX	2cf38e4c47c7a013582a70ced0436a0a32b9f6cbff386e2f160c4aa841700dcf	DATA_MATRIX	offensive_aggro_relation	MOBS-weighted AI_WANDER O/Apos	FULL_3210_O_APOS_MATRIX	Left join every MOBS row to AI_WANDER; treat W=0 as O0/A0; cross O=(offensive!=0) and Apos=(aggro>0).	Retain the 15 O0/Apos exceptions and enumerate their exact IDs.	O0A0=1550;O0Apos=15;O0Apos_ids=917,927,1207,1473,1476,1512,1931,1932,2871,3496,8167,8168,8169,8170,8171;O1Apos=1645;O1A0=0	population=3210;observed_cells=3;exception_ids=15	PROVEN_EXACT	complete_MOBS_weighted_wander_join	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS.n_AI_WANDER;AI_WANDER.n_OFFESIVE,n_AGGRO	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	2313;426944	0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	fb0624b71d8718b0a452754839fc2cb695920102c81fac59fc64a80902068604	e9b7ef3ecabe70984aa487ed25df27dd7a18dff1dc3e01699e6762337de1bc41	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_OFFESIVE_WEIGHTED_CROSS	a934981182bc7c0e599b51fd4430d8437b541794c382de8c556f809790c33af1	6be00acea321d43dcb58527da89b7752aa1ba965dba387a24c8bc3d1d6e419fd	ADDITIVE_COMPLETE_O_APOS_MATRIX	N/A	N/A	N/A	N/A	N/A	N/A	DATA	O implies positive aggro in this DATA census, but positive aggro does not imply O.	Neither O nor Apos is proved attack admission or an object-role enum.	PROPOSED: Keep nameboard/presentation and action-admission evidence separate.
ID916_LEXICAL_TRAINING_CORRECTION	dc678f73ad66921b1c0d309045f0358f17ca44e6b83c12acfe3b43e04be9a5ef	DATA_CORRECTION	lexical_identity	MOBS and MOBS_TIP id 916	EXACT_ID916_LEXICAL_JOIN	Join exact id 916 across pinned MOBS, MOBS_TIP, and AI_WANDER; hash non-ASCII MOBS name and emit only the ASCII MOBS_TIP label.	The correction is field-scoped to prior blocker wording; it does not rewrite the prior fingerprint or infer behavior.	DATA contains lexical training labels for ID 916, but no machine-readable role enum or original attackability result. MOBS_line=894;MOBS_name_sha256=7dc60f6834675000c6170f06ea40ee41d360998cc11ad819a09a8c3620554f25;MOBS_name_occurrences=1;MOBS_TIP_line=913;MOBS_TIP_label=Training Iron Man;label_sha256=25d822136e1c222df8398c4e4cf69c82a2906646860603c541d22f6126da15b5;rank=0;wander=21;combat=0;tactic=0;U7;K0;Q0;drop0;faction=12;O1;aggro=3000;property7174_occurrences=1	MOBS_records=1;MOBS_TIP_records=1;AI_WANDER_records=1	PROVEN_LEXICAL_ONLY	exact_id_916_join	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS derived_line=894;MOBS_TIP derived_line=913;AI_WANDER id=21	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;2313;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	568cb07da6a979b44ae5b11826deaf3f1d9fa8ccd893ebd06e656771870a480f	5550888b5257bd5f827335456edbf38a3429047449271739be4c584d230393b8	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_ID916_FINGERPRINT	15f2baf80527d3a13bd34509d12f86dcb8fb945a641e0b29ffdf62b076b97a11	336e01a3e400c9d74ab7ee580f6853dfe9125a260b8610e2bb37981b6025d5d2	FIELD_SCOPED_CORRECTION	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	MOBS_ID916_FINGERPRINT	15f2baf80527d3a13bd34509d12f86dcb8fb945a641e0b29ffdf62b076b97a11	336e01a3e400c9d74ab7ee580f6853dfe9125a260b8610e2bb37981b6025d5d2	blocker	FIELD_SCOPED_NEWER_DATA_EVIDENCE;CANONICAL_REPORT_AND_AUTHORITY_MUST_INDEX_THIS_PAIR;PRECEDENCE_APPLIES_TO_PRIOR_BLOCKER_ONLY	DATA	The ASCII label does not prove a dummy class, attackability, damage handling, or server policy.	No machine-readable role enum or original interaction/attackability result is attached.	PROPOSED: Obtain exact behavior evidence for id 916 before implementing special handling.
ID916_COARSE_TRAIT_COHORT	8bde9e1e6d406664ece7985ce03cb9cb881be438c010314836bbe12934aa3b10	DATA_COUNTEREXAMPLE_SET	coarse_trait_nonuniqueness	U7/R0/C0/T0/K0/Q0/drop0/O1 cohort	EXACT_COARSE_TRAIT_COHORT	Select the exact coarse tuple across all MOBS rows and publish every matching ID plus text-join coverage.	The tuple deliberately excludes raw names and properties so its nonuniqueness is measurable.	cohort_count=21;ids=872,873,916,1112,1113,1135,1136,1204,1209,1773,1929,1933,1934,9012,9027,9028,9029,9030,9031,9034,9036;MOBS_TIP_present=11;MOBS_TIP_missing=10;missing_tip_ids=872,873,1112,1113,1136,1204,1209,1933,1934,9036	cohort=21;tip_present=11;tip_missing=10	PROVEN_EXACT	complete_MOBS_coarse_tuple_selection	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	all rows matching U7,R0,C0,T0,K0,Q0,drop0,O1	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	2313;239200;426944;336985	0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	acbf711e27597eefc7ee1b48de1a646b9eb1b2da58d485a7e4437eb66793ed0e	18f094d2cfb8aaba2d0ab2fc5e3146fe66ed2420e3af813378e43dd23e3ddf7b	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_ID916_FINGERPRINT	15f2baf80527d3a13bd34509d12f86dcb8fb945a641e0b29ffdf62b076b97a11	336e01a3e400c9d74ab7ee580f6853dfe9125a260b8610e2bb37981b6025d5d2	ADDITIVE_NONUNIQUENESS_CONTROL	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Sharing the tuple does not prove shared behavior or role.	ID 916 is one of 21 rows in this coarse DATA cohort.	PROPOSED: Use exact record identity and behavior evidence, not the tuple alone.
ID917_MISSING_TIP_CONTROL	ed2d3ac7435e27e0b7169df66c635c3b056b2df023d48b0d4787a6836c2c1525	DATA_COUNTEREXAMPLE	text_join_missing_control	MOBS id 917	EXACT_ID917_LEFT_ONLY_CONTROL	Resolve exact MOBS id 917 and AI_WANDER id 40 while requiring absence from the complete MOBS_TIP ID set.	The missing text row is retained rather than dropped from lexical analysis.	MOBS_line=895;MOBS_name_sha256=2120757a8e99bd922c88d0fdac05a88d6815c2a36c1384807d1ce315cacbb2ea;MOBS_TIP_records=0;rank=0;wander=40;combat=0;tactic=0;U7;K0;Q0;drop0;faction=28;O0;aggro=3000;property7175_occurrences=1	MOBS_records=1;MOBS_TIP_records=0;AI_WANDER_records=1	PROVEN_EXACT	exact_id_917_left_join	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	MOBS derived_line=895;MOBS_TIP complete-ID negative;AI_WANDER id=40	PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	239200;2313;426944;336985	e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	2113e5075f5770019ad62058eba409997e67568aea56929a68cd83b85c5ff85f	8a207d24620dcc4ffa06aaaef46952043285fd1581704de14634458311242e22	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_ID917_FINGERPRINT	2fa3f906bb1d986824ed1b33012850a66fe31d770be99b881ef0a91ed0c6bbf7	5289a5e0db3b67652c017601ac9bb61d2fad50ed1cf7dfa596c4f4f3123fe96b	ADDITIVE_MISSING_TIP_CONTROL	N/A	N/A	N/A	N/A	N/A	N/A	DATA	Missing MOBS_TIP does not name the role or behavior of id 917.	Positive aggro coexists with O0, and no text-row behavior inference is valid.	PROPOSED: Require exact behavior evidence if id 917 becomes implementation-relevant.
NO_DATA_SIDE_NPCATTR_SCHEMA	d938369a2b87837e0a80b04c5293ae85a296b276461e2f24982365069963608d	DATA_BOUNDED_NEGATIVE	schema_boundary	five pinned role-input tables	EXACT_HEADER_SCHEMA_CENSUS	Validate every header cell in MOBS, AI_WANDER, AI_COMBAT, AI_TACTIC, and MOBS_TIP.	The negative is bounded to the 71 explicit header cells in these five pinned tables and checks both NPCAttr naming and offset/width/direction schema columns.	tables=5;header_cells=71;explicit_NPCAttr_header_hits=0;explicit_offset_width_direction_schema_header_sets=0	tables=5;header_cells=71;negative_hits=0	BOUNDED_NEGATIVE	five_pinned_DATA_table_headers	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv	749302	3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b	all header cells	PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_COMBAT.tsv;PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_TACTIC.tsv;PF_ROOT://pf_bridge/gamedata/tables/TEXTDATA_TH__MOBS_TIP.tsv;PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_;PF_ROOT://GameClient/Data/B_TEXTDATA_TH.pc_	2313;79483;2393;239200;426944;336985	0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;19cbc17fb124b5569dbe670fd793d22f00fec72645e6027348f09a6612d04a46;ddcdf163795217d717b5cf25d696ed60d93b51244a8f451541d7eed555efc42a;e25ac667c9029e07752fbfd5d13b548d2e62ea439936884f30187c0c553ce38f;496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8;56b4826ed437c3f30bd1937c580ca612c22655600b5fbeb781b64c767e74c467	7af0744c748082bcca62c8e8417a733bcc0effe7e8225ae57ec01592601aa6a1	fac2a4ef81e0bedd6268368b434553cc2317f41e205e301fbc61c36febd8b10a	PF_ROOT://pf_bridge/external/.pf_attr_generations/b96e420c290201ce60babec398fd2389ea36db2f2f30ce552d9d680f481f3fae/PF_ATTR_ROLE_DISCRIMINATOR.tsv	42626	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	5de62fd8517fd720f520f4423e5c98f9571a04dced848f658060387db4ed7260	ADDITIVE_SCHEMA_BOUNDARY	N/A	N/A	N/A	N/A	N/A	N/A	DATA	This header-only census does not exclude a schema encoded under neutral headers or in row values, is not a whole-GameClient search, and does not negate a separately proved serialized layout.	No explicit NPCAttr or offset/width/direction schema header is present in these five pinned tables.	PROPOSED: Keep serialized NPCAttr layout evidence in its own source layer.
