class_key	class	registry_name	census_scope	family	parent_chain	parent_status	parent_evidence_key	registry_site_va	registry_file_offset	name_va	name_file_offset	id_global_va	getter_va	getter_file_offset	vtable_va	vtable_file_offset	slot18_target_va	slot18_pointer_file_offset	slot1c_target_va	slot1c_pointer_file_offset	slot34_target_va	slot34_pointer_file_offset	slot34_role	codec_slot	codec_target_va	codec_role	primary_table_size	next_vtable_va	next_vtable_class	boundary_status	decorated_type_name	type_descriptor_va	type_descriptor_file_offset	type_descriptor_name_hits	census_status	evidence_key	source	blocker	required_next_evidence	image_sha256
6a0b506a41f23185d994fc2de00cf93f0a6b0c56a7ab47b1a0ec9d4891b2db05	ArenaModule_Client	ArenaModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>ArenaModule_Client	PROVEN_EXACT	43491c629e865c4e03f80c5b71036a5f82c80535a57ab797e5c48a38b085813e	0x00BF4460	0x007F3860	0x00F34A18	0x00B32E18	0x01083950	0x006305E0	0x0022F9E0	0x00F34B30	0x00B32F30	0x00710440	0x00B32F48	0x0073D360	0x00B32F4C	0x004CD2F0	0x00B32F64	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVArenaModule_Client@@	0x0101E528	0x00C1BD28	1	REGISTRY_VTABLE_CODEC_LINKED	027ccd89d1de7394ac289125789277d69d594e96860723498ab839c0cbb5053d	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
32338228ae4020c9650b47957af27116f917e30dbd8cacf734ffe776b7b3cfdb	Attribute	Attribute	REGISTRY_ATTR_RELATED	Attribute	PcRefObject>Attribute	PROVEN_EXACT	930881915c4b00a73aaf3bcc65158e5ca60f3c98105e3e8aa8282e44875a2c1f	0x00BD92D0	0x007D86D0	0x00F0E748	0x00B0CB48	0x01033458	0x00467640	0x00066A40	0x00F0E850	0x00B0CC50	0x00515EC0	0x00B0CC68	0x00463710	0x00B0CC6C	0x00515EC0	0x00B0CC84	EMPTY_NO_PAYLOAD	+0x34	0x00515EC0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVAttribute@@	0x0101B184	0x00C18984	1	REGISTRY_VTABLE_CODEC_LINKED	2b0b7e571fd1146fdd76d77d03968d5a29267ee9c202792c376a5b8dafe394f9	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ffbe1b958895ee5da615aaf5e0abcf12661b5040387a6845b831b89468c8c308	AvatarAttr	AvatarAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>AvatarAttr	PROVEN_EXACT	10de39c4f651039da73d389878c31347ca6a10eaf8804c01df53bb733e62113d	0x00BD9350	0x007D8750	0x00F0E754	0x00B0CB54	0x01033468	0x0045E150	0x0005D550	0x00F0E088	0x00B0C488	0x0043BB80	0x00B0C4A0	0x00463710	0x00B0C4A4	0x00464560	0x00B0C4BC	PAIRED_W_R_FIELD_CODEC	+0x34	0x00464560	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVAvatarAttr@@	0x0101B19C	0x00C1899C	1	REGISTRY_VTABLE_CODEC_LINKED	1e6ecb2fb3084fbacf68797a8e669d78b4ae42edf725e1cf3a08a37858161b3d	IMAGE		see the dedicated class field/container/runtime tables	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
736a82da89a4e73e458c1c17bb912dec607b5ecd973fb451b116f10d5c4b494e	BackpackAttr	BackpackAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>ItemBagAttr>BackpackAttr	PROVEN_EXACT	68f95670bd0b8a87d14249bd830219155ca979656a2a0082f4062773c6ff1f48	0x00BD9660	0x007D8A60	0x00F0EAD4	0x00B0CED4	0x0103353C	0x0046ABB0	0x00069FB0	0x00F0EA88	0x00B0CE88	0x0046E0A0	0x00B0CEA0	0x0046D870	0x00B0CEA4	0x00469FA0	0x00B0CEBC	PAIRED_W_R_FIELD_CODEC	+0x34	0x00469FA0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBackpackAttr@@	0x0101AD14	0x00C18514	1	REGISTRY_VTABLE_CODEC_LINKED	b4440429e420a3c1b8d3c2ae518a524b5242aaf6fca88772a67790ebd1582fa3	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_ITEMBAG_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
95f2a63eb14f90df7dea9359815cbfba4ad4ec32e1750295cc6b6fab5b653948	BasicAttr	BasicAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>BasicAttr	PROVEN_EXACT	b63b6497f2661024c0d85f6dc7be7c28bdf0cc243983990cc9d8b5b221f21581	0x00BD93B0	0x007D87B0	0x00F0E820	0x00B0CC20	0x0103349C	0x00464A60	0x00063E60	0x00F0E760	0x00B0CB60	0x0043BB80	0x00B0CB78	0x00463710	0x00B0CB7C	0x004656F0	0x00B0CB94	PAIRED_W_R_FIELD_CODEC	+0x34	0x004656F0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBasicAttr@@	0x0102008C	0x00C1D88C	1	REGISTRY_VTABLE_CODEC_LINKED	acaf24ed16ae02c89358e536217be0b88c4cc18d547678aa89134cd2cfb28721	IMAGE		see the dedicated class field/container/runtime tables	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8d698898ca2655743fae8abca87bde59470c9552075fb54b15bf6292a8dfaea4	BasicModule_Client	BasicModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>BasicModule_Client	PROVEN_EXACT	f801dedbcc0b457da96264d7365bb0c2e0b9cd5b5a3b37da9b3759ecea40a311	0x00BF0B50	0x007EFF50	0x00F313E4	0x00B2F7E4	0x01082594	0x004160E0	0x000154E0	0x00F0A7F8	0x00B08BF8	0x00710440	0x00B08C10	0x0073D360	0x00B08C14	0x004CD2F0	0x00B08C2C	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBasicModule_Client@@	0x0101B578	0x00C18D78	1	REGISTRY_VTABLE_CODEC_LINKED	b57691693a93d0e02498255e8ce2ef959aad06a943872981e529477df22b0bd2	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e6c7643c1d571df9c9051cb611f269c91c0a4e7cafa499c3a221e48f811d481f	BehaviorSoundModule	BehaviorSoundModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>BehaviorSoundModule	PROVEN_EXACT	d90ab31c9119d1347d4230ab1d23bf551d43cc05db32d619d6b589f3ab08290c	0x00C05240	0x00804640	0x00F42D64	0x00B41164	0x010885BC	0x0070AA70	0x00309E70	0x00F42D18	0x00B41118	0x007083E0	0x00B41130	0x00709E00	0x00B41134	0x004CD2F0	0x00B4114C	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBehaviorSoundModule@@	0x0101DAA0	0x00C1B2A0	1	REGISTRY_VTABLE_CODEC_LINKED	10a02b25f1d247648a66f05c3fa7321268e604cf51338baf66851c568a98aaed	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
470ac784ae793073c2872bc7b4cea533aefc73618570e7b8f9129afd27eb9b9e	BkDisplayModule_Client	BkDisplayModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>BkDisplayModule_Client	PROVEN_EXACT	b780398d16046b6ba4e172834e9d395ef63311193a9c56955f5c254c3ef8dfa4	0x00C0A060	0x00809460	0x00F09F88	0x00B08388	0x010898EC	0x00738CB0	0x003380B0	0x00F47400	0x00B45800	0x00738D80	0x00B45818	0x00739010	0x00B4581C	0x004CD2F0	0x00B45834	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBkDisplayModule_Client@@	0x0101E0E8	0x00C1B8E8	1	REGISTRY_VTABLE_CODEC_LINKED	e76b83dca44631f61df2339efe9220f1f60cc51913c70d42754559ff5db369ab	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1c66d929b1601522ae4ded1c1c541e28e48f59e5e93ce35f200c8eaf2602a603	BlackMarketModule_Client	BlackMarketModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>BlackMarketModule_Client	PROVEN_EXACT	66d9e5344e456c9959fe885176e43e077e856d85bb9e316b6badc47d469953fe	0x00C00620	0x007FFA20	0x00F1C0FC	0x00B1A4FC	0x01086E24	0x006BFE00	0x002BF200	0x00F3E7C0	0x00B3CBC0	0x006BE320	0x00B3CBD8	0x0073D360	0x00B3CBDC	0x004CD2F0	0x00B3CBF4	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBlackMarketModule_Client@@	0x0101C6A4	0x00C19EA4	1	REGISTRY_VTABLE_CODEC_LINKED	fea05e677d2bc33375634fbebb089cb137d776428ceb92250d918e07643bf36a	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3e8d79ff2af401cd2a9b61d57882ffafb47302b00c1247344ec62fb777a5ab87	BuildingCrystalModule	BuildingCrystalModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>BuildingCrystalModule	PROVEN_EXACT	f9be406e17849c0dadc551756f8edf5a0ebca5c9ecbcfa97fb95761e91e4ece9	0x00BFC710	0x007FBB10	0x00F2A910	0x00B28D10	0x010860EC	0x0068F7F0	0x0028EBF0	0x00F3B740	0x00B39B40	0x0068F810	0x00B39B58	0x0073D360	0x00B39B5C	0x004CD2F0	0x00B39B74	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVBuildingCrystalModule@@	0x0101B530	0x00C18D30	1	REGISTRY_VTABLE_CODEC_LINKED	9d64266460f0697412ea0a2afda4b66c02d6f2b19f38dd808ecde4b94911b5a7	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
7fd8282debe214687d2a4ba63bb4a7675e3cd96c5397fd69030d0b809c4859f2	CAchievementsAttr	CAchievementsAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>CAchievementsAttr	PROVEN_EXACT	3032eac506e4829f310b1446aa02647ac28510c668ddd54ac6ff42a5419c9096	0x00C04AC0	0x00803EC0	0x00F42590	0x00B40990	0x0108841C	0x00701FD0	0x003013D0	0x00F42550	0x00B40950	0x0043BB80	0x00B40968	0x00463710	0x00B4096C	0x00701AF0	0x00B40984	PAIRED_W_R_FIELD_CODEC	+0x34	0x00701AF0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCAchievementsAttr@@	0x01022FC0	0x00C207C0	1	REGISTRY_VTABLE_CODEC_LINKED	2f94d3593bd6d61f60f9798ce4e38f5d6d4462a667a557dbd48959c476e99711	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv, PF_ATTR_CONTAINER_SEMANTICS.tsv, PF_ATTR_DATA_BINDINGS.tsv, and PF_A2_ACHIEVEMENTS_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
9185134b0cfa20b5f567ea8bb1d34731390511df346786d16f842e3949d4ba2e	CBuffAttr	CBuffAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>CBuffAttr	PROVEN_EXACT	9ac04bba0e0e16534661260d3a88790aad079bbd46a9dc237cbe0adda6a83801	0x00BF69C0	0x007F5DC0	0x00F36EC0	0x00B352C0	0x0108419C	0x0064A1C0	0x002495C0	0x00F36E80	0x00B35280	0x0043BB80	0x00B35298	0x00463710	0x00B3529C	0x0064A430	0x00B352B4	PAIRED_W_R_FIELD_CODEC	+0x34	0x0064A430	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCBuffAttr@@	0x0101AE88	0x00C18688	1	REGISTRY_VTABLE_CODEC_LINKED	ee549741c9839b5eb186ed04aa4a204e3924c16ad8a7c8c37016f11dd376a7a3	IMAGE		see the dedicated class field/container/runtime tables	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
