correction_key	conflict_key	base_row_ref	field_key	direction	composed_order	delta_action	prior_field_offset_claim	corrected_field_offset	prior_gate_claim	added_gate	corrected_gate	guard_cmp_va	guard_cmp_file_offset	guard_branch_va	guard_branch_file_offset	guard_skip_va	evidence_sites	codec_span_start	codec_span_end	codec_span_sha256	evidence_key	source	image_sha256
ae32ec7235b29e7e8e33740cb5564590dc5d5674479ed03caca71a813c804ed9	cb227e584cf4094c8d042bea6181bedaa03febeb36b1b35e78401c952df56972	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|ba5fca8b59be31d03934a59b20a44ca3aada825f1fa711e6030ba2ca0d654df5	ActorAttr@0xA8.8#R:b0x00000800	R	31	ADD_NESTED_GROUP_GATE	+0xA8	UNCHANGED	test@0x004668E3 file_off=0x00065CE3 mask=0x800 set	+0x1BC != 0	+0x1B4 & 0x00000800 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	e2f310761711dcb003f0278b8b0238514d15601e0db8db282ea5ccd9075251d0	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a520e3d466722612d83059dcc82430942e6e98617a1d2691fcefa3c362e2ede1	828ef39381c2ca0b5c8c49abe52de2333e3918eab7eaa473187b00cf1e7b274d	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|ca3ebe1e0588bed9530bfc97c426187ec0133a6cbc3bfc80370cd5612b93d2e2	ActorAttr@0xB0.var#R:b0x00001000	R	32	ADD_NESTED_GROUP_GATE	+0xB0	UNCHANGED	test@0x00466901 file_off=0x00065D01 mask=0x1000 set AND string_wire_call@0x00466916 file_off=0x00065D16 function=0x00466230 target=0x0089A880 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A880 target_file_off=0x00499C80 proof_end=0x0089A95E proof_end_file_off=0x00499D5E proof_sha256=2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978 direction=R kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B47C@iat_file_off=0x0083987C@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11870@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12A30@dll=MSVCP90.dll@symbol=??4?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEAAV01@PB_W@Z;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	+0x1BC != 0	+0x1B4 & 0x00001000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	781e9d26f7a7c958b704a9d341dea5857637a461462f2c917b5be7a6c7b62f44	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fb77c5ccc37052f730b1aec40876206ad2ce65d2ce7bb870d8e1c4eba0940b91	5e67e4ffe5c17a6cb8d871b105e5fd7732d5512695ee7875c58c97295faa18f9	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|c186780d889912d8bec4344084a179c6ac256136126cc0b95321a7f64de11d72	ActorAttr@0x99.1#R:b0x00002000	R	33	ADD_NESTED_GROUP_GATE	+0x99	UNCHANGED	test@0x0046691B file_off=0x00065D1B mask=0x2000 set	+0x1BC != 0	+0x1B4 & 0x00002000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	18163dde2e9b387f604d185c48d17dd24a7511475ff59ffdde20136566c7886b	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
44d7da8fd5192392fcb824af704d770ae3dec64ce5a36459c98796e464e4f549	8a383ccb3557c857973fb397088fd06285baa1fbad5885d4b59a4c360626a48e	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|424664c75ce7778267ced684911858efad761becad62e022e48c25f4a6dffd4e	ActorAttr@0x9A.1#R:b0x00004000	R	34	ADD_NESTED_GROUP_GATE	+0x9A	UNCHANGED	test@0x00466939 file_off=0x00065D39 mask=0x4000 set	+0x1BC != 0	+0x1B4 & 0x00004000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	6de9474849e33403d951d088f0afb9b020e01b401662151ca151d9596ad4dd03	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ac83cfff2d4b3690e5806e76fe2226153d13fba63f6c587798a2905fe338cb20	01d9480c2327fca58c32feb56d5f3011c0e19dd6bd53bec6a5d85e0513925a77	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|c679d1120bc67e2032d3005a14d992a2243ef6f2ccb3753d7c94fdc783bdf44b	ActorAttr@0x13E.2#R:b0x00008000	R	35	ADD_NESTED_GROUP_GATE	+0x13E	UNCHANGED	test@0x00466957 file_off=0x00065D57 mask=0x8000 set	+0x1BC != 0	+0x1B4 & 0x00008000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	daaa264dc134b063ca2d4dcd6dab95afb2887678725ff57dfd0e65e1c6022602	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0af74dfb61408cc2a6d45336a944903b119840a844c10f8560781e67de476561	345c1ffbb011241271fa8f3fd847cd3597f79c1d0c5183261a56f84fe3d187f3	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|3ed8d2816f23d285e81a4cecca0eee65ad8d1315baa55727f747296740eef2ba	ActorAttr@0x13C.2#R:b0x00010000	R	36	ADD_NESTED_GROUP_GATE	+0x13C	UNCHANGED	test@0x00466975 file_off=0x00065D75 mask=0x10000 set	+0x1BC != 0	+0x1B4 & 0x00010000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	7eda997864704542b63907d2f6523ed28fd964c66aa7483fb2297759273e6ec6	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8c7d19713486ae7eae75e30e9ba51d1154f0a64fdf94dae75a4ed267b880cf5f	5454082ce47cf3bde9a92a32b7d8d8d43938dd5517526b3066cfa35753dea37a	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|0cf232cc8f2770c82f8edfeaec15cc9c9f9e0d391d5197cf19ec07b4334bd25c	ActorAttr@0x148.var#R:b0x00020000	R	37	ADD_NESTED_GROUP_GATE	+0x148	UNCHANGED	test@0x00466993 file_off=0x00065D93 mask=0x20000 set AND string_wire_call@0x004669A8 file_off=0x00065DA8 function=0x00466230 target=0x0089A740 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A740 target_file_off=0x00499B40 proof_end=0x0089A806 proof_end_file_off=0x00499C06 proof_sha256=90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a direction=R kind=basic_string<char> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B43C@iat_file_off=0x0083983C@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11830@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12F66@dll=MSVCP90.dll@symbol=??4?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@PBD@Z;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	+0x1BC != 0	+0x1B4 & 0x00020000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	a9a1080139477aa03d063afacd809de1e4bf68fe0ceedb778ec7ab230048fb1e	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f304d62366a639d42ee4a2e723251c887bf112cf221b325c439697aebf822ce1	330f3523f57674af5667c650c0400872b8751797d2d7a9686871ede3c6731d5a	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|70195e3f45d015057918f2942e041d897ea2cbd3bbe6834149e9d3f968f82b2e	ActorAttr@0x182.2#R:b0x00040000	R	38	ADD_NESTED_GROUP_GATE	+0x182	UNCHANGED	test@0x004669AD file_off=0x00065DAD mask=0x40000 set	+0x1BC != 0	+0x1B4 & 0x00040000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	933569361a314b8b87e84adf3f18b84553b69c737f07b7e35d314deabf1f4a5d	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3eda2879c0fa130f870ce2c095e70f976cd7021456d8916020b707a4b0288ce2	516f4b05238d35e4f94bcca39c174afcb5da50ef4c742f5e53c4dee5aa78fadd	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|da048a24b06e0af8fa1bda6b69f8b1668b1c155180d95b53fcc8b3116cab5388	ActorAttr@0x184.2#R:b0x00080000	R	39	ADD_NESTED_GROUP_GATE	+0x184	UNCHANGED	test@0x004669CB file_off=0x00065DCB mask=0x80000 set	+0x1BC != 0	+0x1B4 & 0x00080000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	f95e264292b445695c691d51de36b9c60d1d1f7eaceb6068833c49e5b81fa371	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
15556292ea60140e4e5eeed73ccd33c531c92c9c92339f0265c27660d5a006cc	ba64f81511c0720489b329aca18ce184cb41eb752d733d2b4240480f059279e1	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|b4277a16eda4d98462a03628804a359a161f947a39738f89e49e7ebfa402ecc3	ActorAttr@0x186.2#R:b0x00100000	R	40	ADD_NESTED_GROUP_GATE	+0x186	UNCHANGED	test@0x004669E9 file_off=0x00065DE9 mask=0x100000 set	+0x1BC != 0	+0x1B4 & 0x00100000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	feb16f7c5d00deb9e51f46110890d7b295e955995c11fcfcd41b3fd6159d2643	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f1f88b9345588c6d0e8193fd340ae93635c664c879745d064d399ad8f8cca39b	7ab61b5929257575d06e8d7ab45db3159a92c69550ffd33a486c1327c87e5cf3	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|a3f3afa951e536b93e8e3b4bd0d411c37ef69d0f140ae37146d02f8e04d7c6ff	ActorAttr@0x188.2#R:b0x00200000	R	41	ADD_NESTED_GROUP_GATE	+0x188	UNCHANGED	test@0x00466A07 file_off=0x00065E07 mask=0x200000 set	+0x1BC != 0	+0x1B4 & 0x00200000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	2f713a44b7684fc5512448e4011a825bd1483b66ff18acc0a7a7ceb626d03b1b	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5340a1fdcc379edb222e99e31afa6bc5ebeac6b1e874ecfc68bb5667ffdd50de	5e90b202079777c7fa7ef57c1aa02197d6826eba2ef2dd54c5c7c3412b43834b	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|5246eb9ca7ae9bed8885b5d0b6bce78a2a7e1cbe020991de84f0b12fd1c96518	ActorAttr@0x18A.2#R:b0x00400000	R	42	ADD_NESTED_GROUP_GATE	+0x18A	UNCHANGED	test@0x00466A25 file_off=0x00065E25 mask=0x400000 set	+0x1BC != 0	+0x1B4 & 0x00400000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	53f32a1f310ae111604d3aa559596bbcdac68f48cd8708f9fe3c279051b312af	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0307088f3ce3398248f7a0986c18705bf4bd5ba92bcf0cba8af96f8e088ef060	8d9df1af35f964eb672ccca31ada0c09041d38b2a1ee2ae0ae9edfb9348e756b	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|3904c5a2f884d5525573cbd8ad1cf7b5ff9aeb4472a5a323905672f46174e4fd	ActorAttr@0x18C.1#R:b0x00800000	R	43	ADD_NESTED_GROUP_GATE	+0x18C	UNCHANGED	test@0x00466A43 file_off=0x00065E43 mask=0x800000 set	+0x1BC != 0	+0x1B4 & 0x00800000 AND +0x1BC != 0	0x004667E4	0x00065BE4	0x004667E7	0x00065BE7	0x00466A61	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	85f7fe71c1bf094d4fa5d868df69f05286111a12251e55531ceba3bec39161f0	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fa41aa1b172bd44ce1531aafc13df0e7296b61011ad49f80ae87a0c6c4609d1a	2b58c415015161b279dc046e42f05d19883d7d8062bbbc26c93e5afcdb88dc8a	PF_A2_SERIALIZER_SLOT34_DELTA.tsv|4b10b65cb0c4af2d24a72cf469c0e8e878e4075f7e2a2491f3be343509fcfbb5	ActorAttr@0xCC.var#R:b0x10000000	R	50	ADD_NESTED_GROUP_GATE	+0xCC	UNCHANGED	test@0x00466AFE file_off=0x00065EFE mask=0x10000000 set AND string_wire_call@0x00466B13 file_off=0x00065F13 function=0x00466230 target=0x0089A880 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A880 target_file_off=0x00499C80 proof_end=0x0089A95E proof_end_file_off=0x00499D5E proof_sha256=2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978 direction=R kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B47C@iat_file_off=0x0083987C@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11870@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12A30@dll=MSVCP90.dll@symbol=??4?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEAAV01@PB_W@Z;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	+0x1BC != 0	+0x1B4 & 0x10000000 AND +0x1BC != 0	0x00466AF9	0x00065EF9	0x00466AFC	0x00065EFC	0x00466B18	mask_test_and_wire_sites_are_preserved_in_base_row	0x00466230	0x00466C79	f9ea39f3a6bc80e6d29d4aae3efa79c1d5ff855d70109319578cba86d5f9aabc	f217cb3417a9246cd9a656595aa0adb184c972ec85b5d767bed4335279e17aa9	IMAGE	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
