container_key	container_semantic_row_key	owner_class	applies_to_class	scope_status	scope_basis	scope_evidence_key	scope_evidence_ref	scope_blocker	scope_required_next_evidence	parent_chain	field_kind	object_offset	container_object_offset	count_storage_offset	container_owner_class	container_offset_basis	mask_offset	mask_bit	gate	negative_evidence	negative_evidence_scope	record_offset	tag	wire_len	semantic_name	semantic_status	structural_status	default_value	write_site_va	read_site_va	codec_span_start	codec_span_end	codec_span_sha256	semantic_consumer_va	semantic_support_spans	evidence_key	source	blocker	required_next_evidence	image_sha256
85a9f8e2deb00b2ba60ab052a75ec0916db26deb37ad6af70f6da7da1b186c28	347fe9a335b9c810dfa62e2dc8c8d7f18fd98bc4c3c7f2c06de5101a26643402	CBuffWireRecord	UNKNOWN_CBUFF_WIRE_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>CBuffAttr>CBuffWireRecord	wire_member	N/A	N/A	N/A	N/A	N/A	record_flags@+0x20	0x00000002	WRITE: record/count contribution only when (record_flags@+0x20 & 0x2)==0	RECORD_WITH_FLAGS_BIT_0x2_IS_OMITTED_FROM_WRITE_AND_RECORD_COUNT	CBuffAttr count@0x0064A2A0..0x0064A2E8 and record_WRITE@0x0064A2F0..0x0064A3CC	0x3C	0x12	2	secondary_catalog_lookup_key_and_coalesce_discriminator	PROVEN_ROLE_ONLY	PROVEN_EXACT	N/A	0x0064A370	0x0064A510	0x0064A2F0	0x0064A3CC	1a5967914bf6773247b6f88771d2b441e26085cbee5193279da433299cdcffe5	0x00652CF0	record_ctor=0x0064C910..0x0064C99E@1c967e600c89dc9cf2b0ccaf8ec374cc22907f2aefc3e31f0311ec661c458709;record_factory=0x0064E8B0..0x0064E9C5@0d5bc400a65d24e6fc204649e2bfb92d51fe18515c2b45155853e8afd4d16b46;secondary_lookup=0x00652CF0..0x00652D71@4de222fb69a8819020c14ff513969fe6862a5983e6a50382104ca3da28215b27;coalesce=0x0064E550..0x0064E6D6@dcf6ececd1de399fa0cc5fe54629f38b291ec89ede4a9a9087d39ba7c36109e6	7a9cfbd731a851fb67487235f390d9b7ac2b9598cf51c72bc408d9c7ce580b0c	IMAGE	the exact client-side structural role is proved, but the broader gameplay identity is not unique	a named producer or source-separated varied CAPTURE/DUMP evidence for the gameplay noun	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3e30211dedefdf6655446505ae0501d99237a8f174d12bb161c6de0ad9a446a9	92ce083c26a6793d2a2144425b3d2d470f7a2750c311925fd47e43d5ec74b61c	CBuffWireRecord	UNKNOWN_CBUFF_WIRE_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>CBuffAttr>CBuffWireRecord	wire_member	N/A	N/A	N/A	N/A	N/A	record_flags@+0x20	0x00000002	WRITE: record/count contribution only when (record_flags@+0x20 & 0x2)==0	RECORD_WITH_FLAGS_BIT_0x2_IS_OMITTED_FROM_WRITE_AND_RECORD_COUNT	CBuffAttr count@0x0064A2A0..0x0064A2E8 and record_WRITE@0x0064A2F0..0x0064A3CC	0x40	0x2A	4	threshold_clamped_tick_advanced_scalar	PROVEN_ROLE_ONLY	PROVEN_EXACT	N/A	0x0064A395	0x0064A520	0x0064A2F0	0x0064A3CC	1a5967914bf6773247b6f88771d2b441e26085cbee5193279da433299cdcffe5	0x0064D000	record_ctor=0x0064C910..0x0064C99E@1c967e600c89dc9cf2b0ccaf8ec374cc22907f2aefc3e31f0311ec661c458709;record_factory=0x0064E8B0..0x0064E9C5@0d5bc400a65d24e6fc204649e2bfb92d51fe18515c2b45155853e8afd4d16b46;tick_scalar=0x0064D000..0x0064D21F@bbfeca0636d5e45f6ba276aac5e9acfcf5d776a1c03069bae3b89e29b7a63a9b;coalesce=0x0064E550..0x0064E6D6@dcf6ececd1de399fa0cc5fe54629f38b291ec89ede4a9a9087d39ba7c36109e6	acc1765bf794dec0b7ec6d6c5ef51289c0022abdd8392e7cd55953e9a9b47d15	IMAGE	the exact client-side structural role is proved, but the broader gameplay identity is not unique	a named producer or source-separated varied CAPTURE/DUMP evidence for the gameplay noun	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
3545332404e5197421a698a01458d3257560e95076daea343b80d37799abde2f	9cba97b16056a16fb003d92ce3ee40b9e3a95b38f34fa3ab7d7bd1850b365fa9	CBuffWireRecord	UNKNOWN_CBUFF_WIRE_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>CBuffAttr>CBuffWireRecord	wire_member	N/A	N/A	N/A	N/A	N/A	record_flags@+0x20	0x00000002	WRITE: record/count contribution only when (record_flags@+0x20 & 0x2)==0	RECORD_WITH_FLAGS_BIT_0x2_IS_OMITTED_FROM_WRITE_AND_RECORD_COUNT	CBuffAttr count@0x0064A2A0..0x0064A2E8 and record_WRITE@0x0064A2F0..0x0064A3CC	0x28	0x32	8	wire_qword_and_compound_coalesce_key_component	PROVEN_ROLE_ONLY	PROVEN_EXACT	N/A	0x0064A3B3	0x0064A530	0x0064A2F0	0x0064A3CC	1a5967914bf6773247b6f88771d2b441e26085cbee5193279da433299cdcffe5	0x0064E550	record_ctor=0x0064C910..0x0064C99E@1c967e600c89dc9cf2b0ccaf8ec374cc22907f2aefc3e31f0311ec661c458709;record_factory=0x0064E8B0..0x0064E9C5@0d5bc400a65d24e6fc204649e2bfb92d51fe18515c2b45155853e8afd4d16b46;coalesce=0x0064E550..0x0064E6D6@dcf6ececd1de399fa0cc5fe54629f38b291ec89ede4a9a9087d39ba7c36109e6	6a56ce5d7afa9a666f70f18508533006c079fa36b1b74f4cbcefde9fddbf84af	IMAGE	the exact client-side structural role is proved, but the broader gameplay identity is not unique	a named producer or source-separated varied CAPTURE/DUMP evidence for the gameplay noun	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
c3b17568605fdac97f9d5e325ec45a946c703d1a3b1090c1f627c0f1877d5dad	fad5d9777a9ee56bdbed231caa8f27577f2bdd3a06dce10a9b577138061bbb4e	CBuffAttr	CBuffAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:ee549741c9839b5eb186ed04aa4a204e3924c16ad8a7c8c37016f11dd376a7a3	a47a2d8d69783ca0cca23123142971ff16d559597698010c4c84d6db560939a5	PF_ATTR_CLASS_CENSUS.tsv|class=CBuffAttr|evidence_key=ee549741c9839b5eb186ed04aa4a204e3924c16ad8a7c8c37016f11dd376a7a3			PcRefObject>Attribute>DBAttribute>CBuffAttr	wire_meta	SYNTHETIC	N/A	SYNTHETIC	CBuffAttr	OUTER_OBJECT	record_flags@+0x20	0x00000002	WRITE: record/count contribution only when (record_flags@+0x20 & 0x2)==0	RECORD_WITH_FLAGS_BIT_0x2_IS_OMITTED_FROM_WRITE_AND_RECORD_COUNT	CBuffAttr count@0x0064A2A0..0x0064A2E8 and record_WRITE@0x0064A2F0..0x0064A3CC	N/A	0x12	2	record_count	PROVEN_EXACT	PROVEN_EXACT	computed	0x0064A466	0x0064A4B0	0x0064A430	0x0064A58A	738d40cfef5b7ec3f4d74c3f148bd688b7ec6e3c6a8aa90cda67da702dac1e42	0x0064A2A0	count=0x0064A2A0..0x0064A2E8@ee82d5f0879d6e17c991532f9d97054bc7197c43d1510e18a54a53cdce0aea56	e5d21881d3aa3e9c557b9f263a751889d717f25dc67470615c955b0413e57b38	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1be337afb9d473d5956a34851085e3b8cc54df90aa8646228a6ddd95adf27c55	298ac168f0a8c930fcb32e9df7a1fb0a175bf03672190acf8de5bd68ac082caf	NPCAppearAttr	NPCAppearAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:61391e3e0d507248d603104cdbc97bb7246de11711792423e3f213b329657990	18a2435c8a665b756a2f06d231a9b34edd281e6fda3c8d536c37a201bd9afed7	PF_ATTR_CLASS_CENSUS.tsv|class=NPCAppearAttr|evidence_key=61391e3e0d507248d603104cdbc97bb7246de11711792423e3f213b329657990			PcRefObject>Attribute>DBAttribute>NPCAppearAttr	wire_meta	0x44	UNKNOWN_NOT_REDERIVED	0x44	NPCAppearAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			N/A	0x0F	2	npc_appearance_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x00738003	0x00738084	0x00737FD0	0x007380CE	865dcf2144c2c8a86126bbae7e3ed3e1478a0d062194e4d1a6b5f52c2eaa2930	0x00738018;0x0073808D	0x00738200..0x00738266@7b604d25ab128600188af9419a1cb4092f6162750bc37818ba8326438c585e07	c43a31029ea69caf136d328d7589a239db6f03caa19d26924773cf3095e3807a	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
48b9fecb1a5649e63f6a83f1ef3eab0d83e9d28ec9594941e90c02eebd74dd48	78c788c2b2677eb0c19ec314e60b445312fc3f06b15db0de6d45432b3f53c24b	NPCAppearAttr.RecordNode	UNKNOWN_RECORD_NODE(NPCAppearAttr)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>NPCAppearAttr>RecordNode	wire_member	N/A	UNKNOWN_NOT_REDERIVED	0x44	NPCAppearAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x0C	0x0F	2	npc_appearance_membership_key	PROVEN_ROLE_ONLY	PROVEN_EXACT	N/A	0x0073805D	0x007380A6	0x00737FD0	0x007380CE	865dcf2144c2c8a86126bbae7e3ed3e1478a0d062194e4d1a6b5f52c2eaa2930	0x00737EA0	0x00737EA0..0x00737F56@10db751529febed40bba2c34db7f789288daa86dbb55bbcccc384a197e98c470	0b0022d80f1e59481d454df5f9a49b26fd5da784206f2188015c5cbc8b95c39e	IMAGE	exact storage/consumer role is proved, but the broader gameplay noun is not unique	named producer or varied CAPTURE/DUMP evidence kept as its own source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1badd8ae18340fecee5aef55d3e330e493c897d64219bc81f51c203a54552ce4	352229f5a28b8feb2874abf5b1478293176858e28a2f4a15cd4d6664271a449c	ResidentEffectAttr	ResidentEffectAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:a4c1cf65655fba697cab3db7d583b260340142328090a3bf5c8a600d500b35d1	a92ee20d6a63fa87a1834eb9f635934218a3169ca2f337ea05005a3562a22d4a	PF_ATTR_CLASS_CENSUS.tsv|class=ResidentEffectAttr|evidence_key=a4c1cf65655fba697cab3db7d583b260340142328090a3bf5c8a600d500b35d1			PcRefObject>Attribute>DBAttribute>ResidentEffectAttr	wire_meta	0x44	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			N/A	0x0F	2	resident_effect_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x0070B2F6	0x0070B37D	0x0070B2C0	0x0070B3C9	632825fd83b86b8a7f78222bdb625394a34724ab2712b848c2cf602cf6aab740	0x0070B310;0x0070B384	0x0070B4E0..0x0070B546@2c916d0b76192e300fed1f9bdfdbc05ff05f32e41b8bd8313120d60531b01300	1fe1846be77052798be443c92280d754dfd8778e8948e6ee5498108d6f859fbb	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
7839257e7117f27b1972d84d1eb4f651f30516af1499943bdbe0b6e4e35e9139	6c27713cba88b3cdb6fe6670202bf84bf7f618178eaf70896cc8bbbcbcc34796	ResidentEffectAttr	ResidentEffectAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:a4c1cf65655fba697cab3db7d583b260340142328090a3bf5c8a600d500b35d1	21d8b595a0db77a8eb29d69ac12edf0d04098c74d87a03468bd1089658f6184d	PF_ATTR_CLASS_CENSUS.tsv|class=ResidentEffectAttr|evidence_key=a4c1cf65655fba697cab3db7d583b260340142328090a3bf5c8a600d500b35d1			PcRefObject>Attribute>DBAttribute>ResidentEffectAttr	wire_container	0x28	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			N/A	SUBCALL:+0x10	dynamic	resident_effect_record_list	PARTIAL	PROVEN_EXACT	EMPTY	0x0070B359	0x0070B3AD	0x0070B2C0	0x0070B3C9	632825fd83b86b8a7f78222bdb625394a34724ab2712b848c2cf602cf6aab740	ResidentEffectWireRecord.vtable+0x10	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3;0x0070AD20..0x0070ADE7@908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	3213f69ee0c7ed2994372c28f1323bba1be0c3cb8c3c72c8a936683461978193	IMAGE	container identity is exact, but the individual record gameplay meaning is incomplete	typed record producers/consumers or varied CAPTURE evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
14cd4a7fc6407cb5afba0d6c46a80b118a0dbde5e71c28fa4e7f8b7b16bc74ce	753932f8a5acdd0fd47af145229723938ffad39e1f560936c94e57e36355cc1a	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x10	0x32	8	UNKNOWN	UNKNOWN	PROVEN_EXACT	0	0x0070AD39	0x0070AD94	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	UNKNOWN	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	346088978707bbca71d9610616962879617d6067a5ad68e3e2ea7e854158353d	IMAGE	wire field is exact but no unique gameplay identity is proved	typed producer/consumer or varied CAPTURE/DUMP evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a50e429c283c0cae80ceb8dde9c84331daa1c17141a64b73cca274d3ae5f2adc	2e8b5cad3e5628a4ec039320abeb38c45e6c5b8275f5e70b85be7db9408341e2	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x18	0x0F	2	resident_effect_resource_or_model_selector	PROVEN_ROLE_ONLY	PROVEN_EXACT	0	0x0070AD48	0x0070ADA3	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	0x004FC741;0x004FC7B9;0x004FC932;0x004FC9C5;0x0070AE08	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3;0x004FC73B..0x004FC7D8@e85e9b53cf3190ceee6650c60aeb00d999ab97c5ce541593e2960f99be92a210;0x004FC92C..0x004FC9E4@cf8baf00649130993596bc1493b0d7f6764cb2415e5b2a6345a4c1d17cab30b4;0x0070ADF0..0x0070AE1D@2a1fa4a67fa4ad5b404823fd41e88257e6b127b3b0738aef0550eeffa19d7203	fa813536dfca6277cc34d9c93622c9286f20bbea36dc3fab3877e0f6c742158c	IMAGE	exact storage/consumer role is proved, but the broader gameplay noun is not unique	named producer or varied CAPTURE/DUMP evidence kept as its own source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
6f028ef319c5d48a56c1142b8806a032cd5b3e688172ffefd272fa4d71a3c4e8	8ea56594da7b85ac894eb6c273dbafc44d001614afe95d0fb9cdb2dc6ae8c49f	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x1A	0x0F	2	resident_effect_model_word_parameter	PROVEN_ROLE_ONLY	PROVEN_EXACT	0	0x0070AD57	0x0070ADB2	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	0x004FC78F;0x004FC99B	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3;0x004FC73B..0x004FC7D8@e85e9b53cf3190ceee6650c60aeb00d999ab97c5ce541593e2960f99be92a210;0x004FC92C..0x004FC9E4@cf8baf00649130993596bc1493b0d7f6764cb2415e5b2a6345a4c1d17cab30b4	044547056298884157d3279a809f2e1baa91c583d173a71dd387ff599e25e071	IMAGE	exact storage/consumer role is proved, but the broader gameplay noun is not unique	named producer or varied CAPTURE/DUMP evidence kept as its own source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
57364e4561296ae1c93e45f703db3a2e1bbfa33a6fe4c5bdf892bfe724bc67c0	ac1d793162392afc92ab1d2a7c2d5507d4716538d4f17885f06549931c99f3d3	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x1C	0x14	4	UNKNOWN	UNKNOWN	PROVEN_EXACT	0	0x0070AD66	0x0070ADC1	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	UNKNOWN	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	82cc58311c234ab00b129881caf14ab0d5755d6a843cd52d0abedb7c4f1d3501	IMAGE	wire field is exact but no unique gameplay identity is proved	typed producer/consumer or varied CAPTURE/DUMP evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d74cbd07c36f585f251450485de65f4660212d3d6f7ea01aa1cb62fe347f15d0	3abc9d5a70959ad80404b99f6c3f0fa26597b3fa266a1580faeb8283013c71db	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x20	0x32	8	UNKNOWN	UNKNOWN	PROVEN_EXACT	0	0x0070AD75	0x0070ADD0	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	UNKNOWN	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	86fb270c5f87832d5c4798b13a0fbc99e5fd9d3b73b5d5a7486e91e4e46438bb	IMAGE	wire field is exact but no unique gameplay identity is proved	typed producer/consumer or varied CAPTURE/DUMP evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2a2c8e4d1b8652bfe00a32fe4fc6f4a304d6e3f74c844702a53792d3879c2a02	0abc519adfd93f3d95c8b1cc682573ff465eec08b5769e0355ce99102606ac0d	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	wire_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x28	0x0B	1	UNKNOWN	UNKNOWN	PROVEN_EXACT	0	0x0070AD84	0x0070ADDF	0x0070AD20	0x0070ADE7	908c0a03d4c37acc05ee22c77e9a4dcb4e5bf8e102826b331243b93b58b51cd3	UNKNOWN	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	57c0778925004c73ef05525630ba344d54e8a76814446ccf162dd3f960b348c4	IMAGE	wire field is exact but no unique gameplay identity is proved	typed producer/consumer or varied CAPTURE/DUMP evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
c6e4d2c4bcaf565ff2b9c0c0489d13bc4319d3a143c4e9a2cc02c20e9c66d537	682ba0fdcfc6316f3f7f6996e3634bdc0d6c5742b1c05db3cf3cb819548527fe	ResidentEffectWireRecord	UNKNOWN_RESIDENT_EFFECT_RECORD_CLASS	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	factory/record-codec spans are exact, but the synthetic record label has no unique concrete C++ RTTI/type-descriptor/vtable binding	prove the factory result vtable and COL/type descriptor to this exact record codec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ResidentEffectAttr>ResidentEffectWireRecord	runtime_member	N/A	0x28	0x44	ResidentEffectAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_NO_CONTAINER_MASK_PROVED			0x30	NONE	0	runtime_record_flag_not_serialized	NOT_WIRE	NOT_WIRE	0	N/A	N/A	0x0070AE80	0x0070AF9E	6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	0x0070AEE0;0x0070AF82	0x0070AE80..0x0070AF9E@6d537c122137eac6bc51d6c1bf8c7e4a70b260e6cc48a99b01f0876361e4f8c3	26943655b474ae639ac35f0d29e5df61dfa8c6c1e887d44d7c452333bfdb0cf0	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8f663871eeacfa62445678b138cdf68ed7983da65624cd1d026d9e63929a55ac	500bfd9ec74f8b278332aa8f3c40251584c2259332a6ba9d54ba3db74d89f6ef	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	a9c894107e1a4e238d85a534c91bbbed10c8ad7138ca1364dc0950f5f58078df	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e			PcRefObject>PetAttr	wire_meta	0x98	0x7C	0x98	PetAttr	OUTER_OBJECT	0x10	0x00008000	(+0x10 & 0x00008000) != 0	NO_FIELD_AT_MASK_BIT_0x00004000_IN_EXACT_PETATTR_CODEC	PetAttr.codec@0x006F4CA0..0x006F508D	N/A	0x12	2	pet_aux_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x006F4F27	0x006F4FC3	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	N/A	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;Shared_tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660	5fa6b66f543ae355b9297a9fdf4f6df296e79e6fe7b901c5ceb8dc38f617ed41	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
