delta_key	action	change_type	base_file	base_line	base_row_key	message	direction(W/R)	old_order	old_tag	old_field_offset	old_len	new_wire_order	new_tag	new_field_offset	new_len	new_gate_condition	resolution	evidence_ticket	evidence_span_start	evidence_span_end	evidence_span_sha256	evidence_file_off	source
655272e0729d74edc6475a6264be1da71da949f36d5888f8b6ed069180f36b16	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5504	cf8d6fa66e4d1e55cb8f8407792837d495f2baf792ce8f9833deab5f905fb7ef	CTracePathVital	W	14	0x14	PHI(REG(edi)+0x18|DEREF(DEREF(STACK@0x006EBD50+0x8)+0xC))+0x4	4	6	0x14	RECORD+0x04	4	kind==2	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EADCD	IMAGE
d27d62cda9c0fa3b3224333e4c782c4521a6dafa7cb8943ff6950cb1fb385ab9	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5505	107ddff600421244358be25bc14d464a5ee5981f64f1d71128cf98c2d7ab9c52	CTracePathVital	W	15	0x14	PHI(REG(edi)+0x18|DEREF(DEREF(STACK@0x006EBD50+0x8)+0xC))+0x8	4	7	0x14	RECORD+0x08	4	kind==2	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EADDC	IMAGE
62f3b1be80a6d33270fcc4ea9aa80cb7dfded91fc18a4dca4b8143d223c2e6ac	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5506	9d8a2caf3deb8a8ef36596fc9218a52c9de4debbc08edadd971265c687ea581a	CTracePathVital	W	16	0x14	PHI(REG(edi)+0x18|DEREF(DEREF(STACK@0x006EBD50+0x8)+0xC))+0xC	4	6_ALT	0x14	RECORD+0x0C	4	kind==1	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EADFA	IMAGE
67b09014daa6e8076ff67494e1b5519413d2a5102c88530aab3be9986533aea5	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	5507	824ca46ca253b5b5a258fe9ceadb3045d5e7be79a6ecd6758252a1e59fea7782	CTracePathVital	W	17	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FAIL_FAST_INVALID_PARAMETER_BRANCH_NO_STREAM_EFFECT	RE-119	0x006EBD50	0x006EBE64	1940cd4500e3218d701abafa56a82ca6a45b1147143e21e4ad2d97ae27724f28	0x002EB1E1	IMAGE
5a1bfc12c2ef58a1c1e954b03e698b08ccd52b511b302442f959e5c525a8462a	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	5508	a09da2abb8af7a32a9275fbba6a534f37b3253832762c64384a7ce46d524fc35	CTracePathVital	W	18	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	FAIL_FAST_INVALID_PARAMETER_BRANCH_NO_STREAM_EFFECT	RE-119	0x006EBD50	0x006EBE64	1940cd4500e3218d701abafa56a82ca6a45b1147143e21e4ad2d97ae27724f28	0x002EB1EA	IMAGE
5a3e94e2f3dfc3b7041ed689b098fec145c1967b43dbc91e7b7bee394f4bff13	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5512	cefafbfc11f1f0295de684443708c602b1f6d8b5dcb4856df6f63b3ce3e8c575	CTracePathVital	R	4	0x08	STACK@0x006EC050+0x1C+0x16	1	1	0x08	RECORD+0x16	1	ALWAYS	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE05	IMAGE
409fabc80d28a2e29041d827c44d0b7c893da940f5940f7637185aac0b3af1c2	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5513	c7213c563e2565994063ea6538d45111f56ca3db679862f8e0c150c7c1900a9a	CTracePathVital	R	5	0x0F	STACK@0x006EC050+0x1C+0x10	2	2	0x0F	RECORD+0x10	2	ALWAYS	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE14	IMAGE
7cd46bd04380963ddd60dfb80191d5697ebf6473a8ae79e54b959be22d2df3d0	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5514	e54fc03dd07dab239be4c1c3861dfa49f1ed0adefaa6b6135e7efdb820077fe2	CTracePathVital	R	6	0x0F	STACK@0x006EC050+0x1C+0x12	2	3	0x0F	RECORD+0x12	2	ALWAYS	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE23	IMAGE
bc7a838ea9da92dd340206cb5b76453298e18ecb91dc522959a09a9d873b30b5	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5515	067bec5c9d89712f7ca85175818d773c575be9d2fb2a2fca1db2bf0454abdac2	CTracePathVital	R	7	0x0F	STACK@0x006EC050+0x1C+0x14	2	4	0x0F	RECORD+0x14	2	ALWAYS	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE32	IMAGE
4bc006d3e9ec19a018242892d0194ac944dde49cb59807596cf8cc208eb39d17	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5516	2128ac5459491de9ed35c947382e1b2d00a8fadac0e6a4f083a02597c04e5a0b	CTracePathVital	R	8	0x14	STACK@0x006EC050+0x1C	4	5	0x14	RECORD+0x00	4	ALWAYS	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE3E	IMAGE
b10fe4318edcfc234934c86bc15f3a238d0133a378fd200c5f1f1cf99ff9fa89	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5517	b674c38f1e4e3563534d00a19b4d4bf0ebff18c34dbf1626b623a483d16a1421	CTracePathVital	R	9	0x14	STACK@0x006EC050+0x1C+0x4	4	6	0x14	RECORD+0x04	4	kind==2	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE54	IMAGE
aba6c628a9247df81ecdc31ed4443c32443eba597d969f46045042484732d8ff	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5518	87a9951702e9abfb9eed1a44e45bef5eb7dbf10c0844d7e41720691250de03e0	CTracePathVital	R	10	0x14	STACK@0x006EC050+0x1C+0x8	4	7	0x14	RECORD+0x08	4	kind==2	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE63	IMAGE
0b21a9c3ad1905a75abb68754bff020772719f352eda60c8ecb27d75bff0cb1c	CHANGED	RECORD_OFFSET_AND_DISCRIMINATOR_GATE_REFINEMENT	PF_SERIALIZER_FIELDS.tsv	5519	63ea7b39abe0ec468f9f4b915f882c003c8e9de5ee42be5bcafd2be3eaa7f159	CTracePathVital	R	11	0x14	STACK@0x006EC050+0x1C+0xC	4	6_ALT	0x14	RECORD+0x0C	4	kind==1	RE119_DISCRIMINATED_RECORD_LAYOUT	RE-119	0x006EB960	0x006EBA88	b95745c2130cb09405d30553e0c236b440b3058acab5de779ce67e6a39e19ba8	0x002EAE7D	IMAGE
5f0f5d37dc981ba3f61f77b81b401ff48a044b6b5ca9a5ab183aba54a986aec3	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	5520	d548be6f466934ab7ca0f591f825cafeabf77dd690e6afc2d7e80f823de2df04	CTracePathVital	R	12	CALL_UNCLASSIFIED:0x006F8B10	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	VECTOR_APPEND_NO_STREAM_EFFECT	RE-119	0x006EC050	0x006EC0FC	e2e745981e5b98273fce8e9f2b5158c1af41e4ed329398d8f90568ddbb7bb4a3	0x002EB4BB	IMAGE
b19ab8eff5568d283c17b8e6133f768f4c63bed2e0047f14285e5dd6bb9d25d1	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6270	e5903f3ab0cf89e6dee2ad57652f71da057bba4fb805fe28be926228f680e76d	GM_RunGMCommandVital	W	8	CALL_UNCLASSIFIED:0x007286E0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	OBJECT_POOL_ALLOCATION_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032927D	IMAGE
f164f59524605d4e87d4f2fab5ad01db6e4a19cf5fc05bd8cbb2566ace358b97	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6272	b5abeca55f50be06f3ab4844f59794a9d507a39c59952644d668b500e7809bea	GM_RunGMCommandVital	W	9	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_DECREMENT_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032928F	IMAGE
5c398d1269ca0144a17a1d4e837932eaedd33718a91e9f44c4337f6636e55867	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6274	a9c440b6983405064c82137502ca171cb6554288930aa2b00bbdf63034c57e44	GM_RunGMCommandVital	W	10	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_INCREMENT_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032929D	IMAGE
677b9d2369df476753d03c3af024afe486d6fe5f3c44d6b0a2e4f804855e4c20	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6269	315ec5f3c7e5c55d9bad988ddfcd6f15e93c02e61e22e041ca69980cbde5d896	GM_RunGMCommandVital	R	2	CALL_UNCLASSIFIED:0x007286E0	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	OBJECT_POOL_ALLOCATION_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032927D	IMAGE
c68792b41b745363793426660b030a95bce55080bf71c4300991cfc951045a25	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6271	ddd503fde6d6e6057165e5c18120ad8eb185128122c62f6391628a42045e16f8	GM_RunGMCommandVital	R	3	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_DECREMENT_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032928F	IMAGE
bb925154609182831c8bb0ae7a5ef2a8d140efde0d03d7d1c746269292f9b50b	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	6273	45422cd1e8be34f7f45f8d3f9c857465ab9c09e0352edd906301a9b51c0c5905	GM_RunGMCommandVital	R	4	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_INCREMENT_NO_STREAM_EFFECT	RE-088	0x00729E10	0x00729EB7	541d82f511ba87d444587da9f217ee7eb436431c21e7cfca6dd026d19a8c8554	0x0032929D	IMAGE
8126487660de587892627745e91b08f1db2427df2edfcd578fe422ab8fe51439	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	591	e6680e1f02e5110614daad26b59194d7887d9776559cb0b4d67977fa729cf372	TeleportVital	W	22	CALL_UNCLASSIFIED:0x004B1C40	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	OBJECT_POOL_ALLOCATION_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA95C	IMAGE
cdab917cdd474355bff167eea20d3bcda0d90e4e01f222b7c577ffbba25bd69f	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	593	8f033ba248558563b79371b6026d7379d6a511cb70f5a5f8ffe0c8438d57bf64	TeleportVital	W	23	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_DECREMENT_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA96E	IMAGE
d62c63e2768b7db63ce7a3cb7f2b8906b23992793ff39b9f287a30f142fe38fa	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	595	862e29a967712f9bfcff5483a9cbcd23d24bf0725fe66426c120c9b7a583d7f1	TeleportVital	W	24	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_INCREMENT_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA97C	IMAGE
44d9b702a238e3f0a0e0e0be6fbc8d06b887b49f744ff0bcd39d745b59baf7b3	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	607	937c3b20af08ea8a03714d82e39d5c20f770d260abd0d062fd3f8cb786856888	TeleportVital	W	25	CALL_UNCLASSIFIED:0x005EA810	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	OBJECT_POOL_ALLOCATION_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA9B4	IMAGE
7814401951b2243d3bbe2543f3dbd81de806aae51fde8becc2235cff92578d95	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	609	576771edc53847a1a4c195787c13b6c1f73a87d174330bb492d1b6a2c9e52475	TeleportVital	W	26	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_DECREMENT_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA9C6	IMAGE
596fb18fbcef3098dfcdc17758c05e26467dc496edf2583a55ea63bc1789e2ff	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	611	2f50a65e041c87925e6fb666b754c775d5a144b19717f3dca255e772068f29ed	TeleportVital	W	27	ATOMIC_INTERLOCKED_INCREMENT_ECX_PLUS_0C	UNKNOWN(atomic_target_object_alias_unproved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_INCREMENT_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA9D4	IMAGE
9fde11d175f3a2f7ac7b0d544c6d4064ba5f3aba3ac891258a33edc13f8b8d29	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	590	18e26836347b786f9ea31a0a781fc8b34501d9d0391b1d8f6dbff79ca4efc670	TeleportVital	R	3	CALL_UNCLASSIFIED:0x004B1C40	UNKNOWN(direct_call_not_proven_serializer)	N/A	N/A	N/A	N/A	N/A	N/A	OBJECT_POOL_ALLOCATION_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA95C	IMAGE
f54b389b5bdf265e3dc78e91afb7b16ae53210b98f8cc2b8866250409b14ce81	REMOVE_NONWIRE_ROW	NONWIRE_LIFECYCLE_OR_CONTAINER_ARTIFACT	PF_SERIALIZER_FIELDS.tsv	592	376129b507ac62fa38617587fc594a28f7862a08836556f193ba2e8a40ff15ee	TeleportVital	R	4	DYNAMIC_INTERLOCKED_DECREMENT_ECX_PLUS_0C_VTABLE_PLUS_04	UNKNOWN(dynamic_vtable_plus_0x04_target_unresolved)	N/A	N/A	N/A	N/A	N/A	N/A	REFCOUNT_DECREMENT_NO_STREAM_EFFECT	RE-090	0x005EB470	0x005EB609	fbe813dbd1f9b94d87ee3c101867e8b12aaa36d69c08e68068c8ff06df990487	0x001EA96E	IMAGE
