conflict_key	field_key	conflict_kind	frozen_claim	rederived_claim	rederived_evidence_key	rederived_evidence_artifact	resolution_status
23b81e14e469d97bdb27fbe9a4a5abea8c6f0f7cd6075f67a398de7f0a804734	ActorAttr@0x182.2#W:b0x00040000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466490 file_off=0x00065890 mask=0x40000 set	gate=+0x1B4 & 0x00040000 AND +0x1BC != 0	70a956afda6a11b3cb39be3668c788cdfb5a85628b52428b9f4f92fa5014eb17	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
516f4b05238d35e4f94bcca39c174afcb5da50ef4c742f5e53c4dee5aa78fadd	ActorAttr@0x184.2#R:b0x00080000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004669CB file_off=0x00065DCB mask=0x80000 set	gate=+0x1B4 & 0x00080000 AND +0x1BC != 0	f95e264292b445695c691d51de36b9c60d1d1f7eaceb6068833c49e5b81fa371	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
bc9b3e93ad1497f49c812086aa4ed71b26aaa9f96276e159dc6bd03bcc3a2e6b	ActorAttr@0x184.2#W:b0x00080000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004664AE file_off=0x000658AE mask=0x80000 set	gate=+0x1B4 & 0x00080000 AND +0x1BC != 0	e2b219bb1d7dbd4c9eeea63f2bb438912410dc6922d0fa1321b0e202abc271b2	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
ba64f81511c0720489b329aca18ce184cb41eb752d733d2b4240480f059279e1	ActorAttr@0x186.2#R:b0x00100000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004669E9 file_off=0x00065DE9 mask=0x100000 set	gate=+0x1B4 & 0x00100000 AND +0x1BC != 0	feb16f7c5d00deb9e51f46110890d7b295e955995c11fcfcd41b3fd6159d2643	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
d0694df695710eb48a8e7d48b4e9b241dee429c3a487174cfe1dbd04a68c492a	ActorAttr@0x186.2#W:b0x00100000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004664CC file_off=0x000658CC mask=0x100000 set	gate=+0x1B4 & 0x00100000 AND +0x1BC != 0	4022f2e8916e6a08368b10be2a42c9ef41e7a7bce2feda7febafa55aa6376508	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
7ab61b5929257575d06e8d7ab45db3159a92c69550ffd33a486c1327c87e5cf3	ActorAttr@0x188.2#R:b0x00200000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466A07 file_off=0x00065E07 mask=0x200000 set	gate=+0x1B4 & 0x00200000 AND +0x1BC != 0	2f713a44b7684fc5512448e4011a825bd1483b66ff18acc0a7a7ceb626d03b1b	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
4d2e74bad267a33ec814613b1facfd19a5a64c41fc842959208d8e28c936b603	ActorAttr@0x188.2#W:b0x00200000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004664EA file_off=0x000658EA mask=0x200000 set	gate=+0x1B4 & 0x00200000 AND +0x1BC != 0	13e6c15f06649aaf7bd76835e7e02f78ec98854fbf83a4d5a0536321f089e4ad	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
5e90b202079777c7fa7ef57c1aa02197d6826eba2ef2dd54c5c7c3412b43834b	ActorAttr@0x18A.2#R:b0x00400000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466A25 file_off=0x00065E25 mask=0x400000 set	gate=+0x1B4 & 0x00400000 AND +0x1BC != 0	53f32a1f310ae111604d3aa559596bbcdac68f48cd8708f9fe3c279051b312af	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
531a586a5d3cf9c4b2c1dc48b299c931c0a9491f0b68f8ef8fc15a57081d9067	ActorAttr@0x18A.2#W:b0x00400000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466508 file_off=0x00065908 mask=0x400000 set	gate=+0x1B4 & 0x00400000 AND +0x1BC != 0	b2499c40dae62a2545fbba2ea6f9f764e28f83cb970d56d26b719e7a1f9c4745	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8d9df1af35f964eb672ccca31ada0c09041d38b2a1ee2ae0ae9edfb9348e756b	ActorAttr@0x18C.1#R:b0x00800000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466A43 file_off=0x00065E43 mask=0x800000 set	gate=+0x1B4 & 0x00800000 AND +0x1BC != 0	85f7fe71c1bf094d4fa5d868df69f05286111a12251e55531ceba3bec39161f0	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
c2aecedac54b0fb7629b4cb451cbf1e190e3325301f2902580cd6f8313f80932	ActorAttr@0x18C.1#W:b0x00800000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466526 file_off=0x00065926 mask=0x800000 set	gate=+0x1B4 & 0x00800000 AND +0x1BC != 0	af734d931ef670d54d874d6678340219b97596790532868e5f1988c5a498856a	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
504bb7ec9cc30873fe3c23f5d7707757446eb5388e42ecdfaa5398658d711a1a	ActorAttr@0x1B0.2#R:b0x00000100	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466C2E file_off=0x0006602E mask=0x100 set	gate=+0x1B8 & 0x00000100 AND +0x1BC != 0	093d1295d133dc24f68169b4ba55b7a1d0badcf8721e91444a8dd1ebfde186db	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
af2766dbbea007f958b6f857269d2543d2c296f2291e01f007c67ba4e6711d54	ActorAttr@0x1B0.2#W:b0x00000100	FROZEN_A2_OMITTED_MASK_AND_NESTED_GROUP_GATE	gate=ALWAYS	gate=+0x1B8 & 0x00000100 AND +0x1BC != 0	8d8428033ed83757cfc45b9d584dbfeaed0dd9ef2e32e5a2a6f6b22d8e5bf081	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8f988059548125081bbb7f89c30d1e87d311343c16f03192c6aa3ffad360f2a9	ActorAttr@0x1B2.1#R:b0x00000200	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466C51 file_off=0x00066051 mask=0x200 set	gate=+0x1B8 & 0x00000200 AND +0x1BC != 0	b5727120384a268bbd7227035ee6cfb936cb9b02abf6c1786e19b01fcd9a0674	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
47f70b09245d1d1a10b1c8d7518415fcb0335dcf9cc550451b8eed06989fa056	ActorAttr@0x1B2.1#W:b0x00000200	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046673B file_off=0x00065B3B mask=0x200 set	gate=+0x1B8 & 0x00000200 AND +0x1BC != 0	e4a4543679f6e9967e5080e4e54954e87a2bcfeb5dc6dc5f1a83028eb7ec69b6	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
b3fe2e2b565117184a3fc7e380b53de52bae73d44847cb914e2d25038df9907e	ActorAttr@0x1B4.8#R	FROZEN_A2_MASK_STORAGE_LOCATION	field_offset=STACK@0x00466230+0x14	mask storage is ActorAttr +0x1B4/+0x1B8 (8 bytes)	a67c074076011dbcef387e201cb62b10141e0eb7969b3eff013daec24e5f9d11	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
1abbba0a064cde28a451a33425d223aec8208fd3c5f9e513090e3c25b3e37eb2	ActorAttr@0x1B4.8#W	FROZEN_A2_MASK_STORAGE_LOCATION	field_offset=STACK@0x00466230+0x14	mask storage is ActorAttr +0x1B4/+0x1B8 (8 bytes)	d03ea8676398daf6d3340217bf88ad0583040cef0e7e528171cd27d549eb4f3c	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
c99f9c63771f4b6267d6abfee89516ff0e2a6454853bea3f7a1ed18d08029735	ActorAttr@0x78.4#R:b0x00000004	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004667ED file_off=0x00065BED mask=0x4 set	gate=+0x1B4 & 0x00000004 AND +0x1BC != 0	09b0116843d9e1bc090af5f1157ad6bb6a1cc83b81783cb4e406c0ae3209924d	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
57a4c2c1bffb7ecdf4f057f4646a83ccbe233d75e3d27abd52e9911a2d725e8d	ActorAttr@0x78.4#W:b0x00000004	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004662D4 file_off=0x000656D4 mask=0x4 set	gate=+0x1B4 & 0x00000004 AND +0x1BC != 0	24ab211fdbcb1c0c41dc14ccc897a7af3129963a328eae0e43c05e88e337abfb	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
113d3bb9bba22077d35b6b7656a9e92d52a73575d6c270fe65d72ba143fd6f1f	ActorAttr@0x7C.4#R:b0x00000008	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466805 file_off=0x00065C05 mask=0x8 set	gate=+0x1B4 & 0x00000008 AND +0x1BC != 0	f6c3065e04fc91f8bae33ee2020bbf5d8d367470b44186cfd2b625a26982506e	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
2ed4a14681e21b128905879fba6a56b2f4b0e5c1b6ad27a2e7e9efed347cae78	ActorAttr@0x7C.4#W:b0x00000008	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004662EC file_off=0x000656EC mask=0x8 set	gate=+0x1B4 & 0x00000008 AND +0x1BC != 0	9f05e8caea2b34c41e64b695c581b75e6177ccee18512742e6c1ada84be043eb	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
0121114a961832b67d0b3f0056403e2650e74404804f9d6cc8ce0ae8108b91b7	ActorAttr@0x80.2#R:b0x00000010	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046681D file_off=0x00065C1D mask=0x10 set	gate=+0x1B4 & 0x00000010 AND +0x1BC != 0	24e9685561158a6ab33b0fe84adbf8150f2c02d9511eba46bf90a5eb883d7e21	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
56b5a18ca46e777dc3b3975bc55573a97d63c6223a19df9512bf66d219eb9f3c	ActorAttr@0x80.2#W:b0x00000010	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466304 file_off=0x00065704 mask=0x10 set	gate=+0x1B4 & 0x00000010 AND +0x1BC != 0	7dc34a0e401f104a0bb5407cc042267897e842db88bb70a51764477595dc6b1d	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
807d786571478ccda3f98bd302b4745d0241b0413bd6645de3386a0b12122be5	ActorAttr@0x82.2#R:b0x00000020	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466838 file_off=0x00065C38 mask=0x20 set	gate=+0x1B4 & 0x00000020 AND +0x1BC != 0	3739d8d9305f95363838d205faec2d69131900d5ee1b9eea7252005c77a49617	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8c8574e46346fdbf63225bd0613e28e3c6274c782880fedbccecee91dc04327c	ActorAttr@0x82.2#W:b0x00000020	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046631F file_off=0x0006571F mask=0x20 set	gate=+0x1B4 & 0x00000020 AND +0x1BC != 0	a7c508cdcab7d4820143472ef55b377730c5ba8ffacb76bbf2417c1b0f2b6996	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
f0f3ff2701a218163186a0cd145cf142f923f16e3fa56610a9bc53631212de76	ActorAttr@0x84.2#R:b0x00000040	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466853 file_off=0x00065C53 mask=0x40 set	gate=+0x1B4 & 0x00000040 AND +0x1BC != 0	5ede8754aafb7271c8d32387f13797f805d28d9f4c087393f4ba757061c2dbb5	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
9e8c40fdb5bbc9ebe2118d41dd393b8fc4b5c4f910440d84d407d881471f3a86	ActorAttr@0x84.2#W:b0x00000040	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046633A file_off=0x0006573A mask=0x40 set	gate=+0x1B4 & 0x00000040 AND +0x1BC != 0	5dbd379c6f890756e87cc71635598f1bac683d7affb165410d75c7c75b8b7b69	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
d52bda645dbe5ef38f550919c596199fe015cd479c59bb12fdaeffbf67a99075	ActorAttr@0x86.2#R:b0x00000080	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046686E file_off=0x00065C6E mask=0x80 set	gate=+0x1B4 & 0x00000080 AND +0x1BC != 0	0190aadd5c3cc2598c1c342a4968a7b867dad1a8ddd6434b6b4a314e03e7d716	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
274cde60a67c726327b3f17ad36d6359798cb59cb05255aa95863287ce188eb2	ActorAttr@0x86.2#W:b0x00000080	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466355 file_off=0x00065755 mask=0x80 set	gate=+0x1B4 & 0x00000080 AND +0x1BC != 0	66abc4ba9cb470af0cfb17653ccd78a2952a2785b7f8f89ce6ab90a9cffa1dab	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
df4a435c394f9aaaf6d9279a94c6419b7df1cd5422cda7baddcb7c295cd3a3c7	ActorAttr@0x88.2#R:b0x00000100	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466889 file_off=0x00065C89 mask=0x100 set	gate=+0x1B4 & 0x00000100 AND +0x1BC != 0	caebb8a3dad7027c0d3d389dc9ca1d24f577d5a5d1311282f39970b6c147d2e7	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
3fdd506cd831898c65cf1988b93510ca11bf8d432562f146f14b41d927a02541	ActorAttr@0x88.2#W:b0x00000100	FROZEN_A2_OMITTED_MASK_AND_NESTED_GROUP_GATE	gate=ALWAYS	gate=+0x1B4 & 0x00000100 AND +0x1BC != 0	2b29d0266612a687250bf506dbd53989361756bd7f07487d1137d39563e26113	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
63e4a9c33be84da8f64195228d39ec0c1e100d3bc641fb807484d35c4f7acb0a	ActorAttr@0x8A.2#R:b0x00000200	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004668A7 file_off=0x00065CA7 mask=0x200 set	gate=+0x1B4 & 0x00000200 AND +0x1BC != 0	a0ecc1cea06f02a10c97413e8fcad2d1baeceab0e3cfdf58e23e6f16c2b148ee	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
5599eb33814380e854fe96182ccbfc601d0dd087b270316dd8ae13142454f2b4	ActorAttr@0x8A.2#W:b0x00000200	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046638A file_off=0x0006578A mask=0x200 set	gate=+0x1B4 & 0x00000200 AND +0x1BC != 0	c0d1b05d16d13be7e731905ad40e0b5d3aee673e4b1af2e6494476f10a518848	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
5e67e4ffe5c17a6cb8d871b105e5fd7732d5512695ee7875c58c97295faa18f9	ActorAttr@0x99.1#R:b0x00002000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046691B file_off=0x00065D1B mask=0x2000 set	gate=+0x1B4 & 0x00002000 AND +0x1BC != 0	18163dde2e9b387f604d185c48d17dd24a7511475ff59ffdde20136566c7886b	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
6e99143f6a2ce3b91cadb9a39c50c18fc498460a27d8ea7d967ba6d467472e19	ActorAttr@0x99.1#W:b0x00002000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004663FE file_off=0x000657FE mask=0x2000 set	gate=+0x1B4 & 0x00002000 AND +0x1BC != 0	e82f314c240a4fc4570d358ff88533762fcc340befb55ef58682214857af3947	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8a383ccb3557c857973fb397088fd06285baa1fbad5885d4b59a4c360626a48e	ActorAttr@0x9A.1#R:b0x00004000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466939 file_off=0x00065D39 mask=0x4000 set	gate=+0x1B4 & 0x00004000 AND +0x1BC != 0	6de9474849e33403d951d088f0afb9b020e01b401662151ca151d9596ad4dd03	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
81603934f1335b019f4d8e9c1a5f54a7c1371c91fd2affb73721f6535e32420a	ActorAttr@0x9A.1#W:b0x00004000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x0046641C file_off=0x0006581C mask=0x4000 set	gate=+0x1B4 & 0x00004000 AND +0x1BC != 0	79d58a269bdc22e660d5539d493adcde94e2393b9d9149e3c6fe01affa5e0910	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
dc098b86b3ae03e1669200eaf536329f5fd8a1104cacb824e366cd496ebe5f77	ActorAttr@0xA0.8#R:b0x00000400	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004668C5 file_off=0x00065CC5 mask=0x400 set	gate=+0x1B4 & 0x00000400 AND +0x1BC != 0	ad1f39d7bc7d09c0b244b5d4690abf85cb31eb222de91ace6ed38c7043d1c409	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
05a91974a89b36c6dd67fb6dc41377e8ec1247f48fc25d95ce785678607e5517	ActorAttr@0xA0.8#W:b0x00000400	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004663A8 file_off=0x000657A8 mask=0x400 set	gate=+0x1B4 & 0x00000400 AND +0x1BC != 0	1a470917d8cc273e43ceff51d5551229f02432a8d004b9b0aa5f1b0faf74956c	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
