remaining_key	class	family	immediate_parent	parent_chain	parent_status	parent_evidence_key	priority	slot34_kind	codec_kind	codec_slot	codec_target_va	primary_table_size	next_vtable_va	next_vtable_class	boundary_status	detail_status	registry_site_va	id_global_va	getter_va	vtable_va	slot34_target_va	registry_stub_sha256	getter_sha256	vtable_span_sha256	registry_aggregate_sha256	vtable_aggregate_sha256	getter_aggregate_sha256	evidence_key	source	blocker	required_next_evidence	image_sha256
ccaab0f14e432e49b6fb65df71e0da40e457f9c8e091a583484fed82768e27bf	Attribute	Attribute	PcRefObject	PcRefObject>Attribute	PROVEN_EXACT	930881915c4b00a73aaf3bcc65158e5ca60f3c98105e3e8aa8282e44875a2c1f	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x00515EC0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00BD92D0	0x01033458	0x00467640	0x00F0E850	0x00515EC0	1b9886185da96bb4126130a1035ee390cee4693ccd0387fcd2522df1ab0dd094	1af96e915bab180e9bd89a9bd493289a38548a5d3cea48cdc4190a3bf9c22323	175d297d39df8120f8fc4604c37fdac5e03101e8e849884aa58b38c828036c75	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	d2f69fa77e85312dbf9621bef52d1e1a4f4bd749b31414313dd2e83d0014b5d4	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
457f222a88e4f90fc5e14bc6aa02a9c35fc7db855a894157996bd45bafc4631d	BackpackAttr	AttrRelated	ItemBagAttr	PcRefObject>Attribute>DBAttribute>ItemBagAttr>BackpackAttr	PROVEN_EXACT	c294a16b9c8616d9f4367f982716f506deb7dea5d09c041b0a86ecfa95538dd4	P0_STATE_CODEC	PAIRED_W_R_FIELD_CODEC	PAIRED_W_R_FIELD_CODEC	+0x34	0x00469FA0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	DECODED_IN_ITEMBAG_OVERLAY	0x00BD9660	0x0103353C	0x0046ABB0	0x00F0EA88	0x00469FA0	a12bd5871731206e643bbd86431e95810cc63f743fff347671fd5b8e499b946c	6c64d17bc38a1c44102919be4daaf291e9ede134d1256fdd74f029a7a90e7b07	293a3a3b5a59919e2d3bb05eed402617a48283da97a529e47ff69e390fd88cf0	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	20e4242550fbd63a4998a9de0c8530d09625be41501f82c0dfa6a1d1391c5766	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_ITEMBAG_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0488ff721deb4c1b9a942abad9dcaea74fa319f9316e43c543c5d6ca64779e7f	BasicModule_Client	Module	Module	PcRefObject>Module>BasicModule_Client	PROVEN_EXACT	c76aab3e5a2531e9e396977ccd91669b8eb9ab40e9c6ece439ce04faeef6c369	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00BF0B50	0x01082594	0x004160E0	0x00F0A7F8	0x004CD2F0	8e1141d3bd5ea675d494b65c22f9dbc04c0943f53583ebc60fe8a81a8d1780aa	cb20fb21852a42f3875ab2381cdd46ac36305caf6e73a37a4c5b13152086aca3	699ba042f1be941c54f2b5c847f46aa45549bcc8abc02a5a0825f0f9a90ad755	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	e3982435b99a412c300a84bd214b9ff176b9676f68c9311932ad09cc475c1af3	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e074f06920d5f5adc894c2cff79477b34448b4f9b9fbd2e01817bd8179b4d262	BehaviorSoundModule	Module	Module	PcRefObject>Module>BehaviorSoundModule	PROVEN_EXACT	71ba10a6d8c6c758975898414a1f0d9ddbe4537013a87aacc21113ab242b3944	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C05240	0x010885BC	0x0070AA70	0x00F42D18	0x004CD2F0	23b88d2e78b51e449d808bb61b14b7a3d436be949958aadef0d7f853442ed2b1	af622d18b13824de98d1f7f73609e9fc5a030e87502882dda01fc38f46247e9c	3989fac8cf6bc9bfab8a2fb5f9a0cf7755ca3b30524e24fb0419d1e1be22e03f	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	ea87d7baeeb34d65598fc767f27ce110c2698823dd18678687d6cfd9b18b9247	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f2ce9c8cb8414168a1c30db2c27406ee2a526eff2dee594523a514ada6bb457d	BkDisplayModule_Client	Module	Module	PcRefObject>Module>BkDisplayModule_Client	PROVEN_EXACT	ffde88436f3dea3bdcb7b10f653b1753d2be87d39ae08547a2366e7825fb6bef	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C0A060	0x010898EC	0x00738CB0	0x00F47400	0x004CD2F0	3c779eb1c1349f0ff64c252ebf02086c5f7c0aad35de92dfd73fbd520e2b3276	2ee1e95f4800e904205ebe06f65f39c4d591b44ce3bec54a183c007478bed93d	a6fe93051d8ca5b0eb7b40f4bf2bf3918bc590f646c4798a78fb72ef232287dd	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	d8349fc6a6372817c22edcd46c99f8687c47bdbb697a923df992a3e3d99471dc	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
63bb236dd897e750328d3ed408871c415f2baefae9f5ffc80754a5007beca96b	BlackMarketModule_Client	Module	Module	PcRefObject>Module>BlackMarketModule_Client	PROVEN_EXACT	778f3c4a6f3fbaa5789c37c1d500b804eaa9d549e03beaeb7155d05d82cf4e55	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C00620	0x01086E24	0x006BFE00	0x00F3E7C0	0x004CD2F0	03edac3c4e04b4a3bb71e1849e5af7fa7e9b7737b295a91c9ec24d0040b1e4e6	fd31df20eae1bdefc84f64d86dcc05333feaa065a88a2edaef2c9d3e7ba77bf0	791cc2bf0abbe8d8b40b56f9be3a1c6916dd3b411d00c1ae3987f33217a7381a	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	06eb38700e10a47c25a147bfaa04528859933ed371fc9c4491aedb7e5028387a	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
569c14e44d446eb2c8d7518805f3975d942dbb1b341ac7df76b7766234cab67c	BuildingCrystalModule	Module	Module	PcRefObject>Module>BuildingCrystalModule	PROVEN_EXACT	70587a22c8da2df0261482aa96ec5015b3b4278ae548009eeb8c14d2410566ea	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00BFC710	0x010860EC	0x0068F7F0	0x00F3B740	0x004CD2F0	78cf9be49506d97ded9445e2dc79c6b449d0e2a5635662d0b3fc76f71775fce9	13c6f548942093b6ffda6fc0ae9b4d2c6f50f4f94ae101900d0233cf0b13913e	d2bd889ed40a5c0fb55f89fac6db76b2b0166952929c0298f2b277a74fc39233	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	ec3d4d3844be88eb53291c64861f790dcc8f0bbfc663f6345ce0cccf339fc1ac	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cd9531cbd694fbb29ca8405f179fda6e2f2c213cbdae9951740b82b1f199e6e7	CAchievementsAttr	AttrRelated	DBAttribute	PcRefObject>Attribute>DBAttribute>CAchievementsAttr	PROVEN_EXACT	40292c2c7f1a4fce2e4daf95fa2db41c699f26798a17f233631fe889024221e2	P0_STATE_CODEC	PAIRED_W_R_FIELD_CODEC	PAIRED_W_R_FIELD_CODEC	+0x34	0x00701AF0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	DECODED_IN_ACHIEVEMENTS_OVERLAY	0x00C04AC0	0x0108841C	0x00701FD0	0x00F42550	0x00701AF0	1fd2463adfd6f988c36387de87794761163b00f5f8e4217578f4e334c7d895d1	c5260b92d92f4da1f2ba8fdd90d646c97e95eb76124b0f239b1efbd847d60a66	7c4cae1667ee4b67249c25b633cf042d463b713fc9d164feea9ba21ef1f7b4cc	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	ee0209534fceadc9c28096500d147777ba1fefdda448f4f516f63a9ca1385560	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv, PF_ATTR_CONTAINER_SEMANTICS.tsv, PF_ATTR_DATA_BINDINGS.tsv, and PF_A2_ACHIEVEMENTS_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
88bce3949539d23d8cda38d5039382ae15d5b51613a877438efdb0c2547e4a0e	CastEquipmentModule_Client	Module	Module	PcRefObject>Module>CastEquipmentModule_Client	PROVEN_EXACT	6bd2fcbcf901c03306524c44c23f0e9d6adfd409a6b83b6fbb26e6e8726fe335	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C018D0	0x01087514	0x006C94B0	0x00F3EFE8	0x004CD2F0	3b2b564c15eb018ff57ca9de1b6a3e5e09fe627af6e9ede7be95090eb7f454ec	53606253b11031730766627a19b310a909df1784ad79b6ae3c8aa706dd85e0f7	25ba6c01cf31eb244efbe35dc545164173d34c26177607413ecb75503c00e888	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	a9d570026b1c89c18b71c001db7862ef13b8be7a9deb64bfbf6cb27442a5da4c	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5455af26f807b8f31628c4eae8c1ddf9d41d19533d0d9d91d7a67cbe3a9c97c2	CCooldownAttr	AttrRelated	DBAttribute	PcRefObject>Attribute>DBAttribute>CCooldownAttr	PROVEN_EXACT	f2b13cd16e30073d54dffb2cbc18ea32c2fa5943c9e93272e4c629cf863699eb	P0_STATE_CODEC	PAIRED_W_R_FIELD_CODEC	PAIRED_W_R_FIELD_CODEC	+0x34	0x006C9DC0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	DECODED_IN_COOLDOWN_OVERLAY	0x00C019F0	0x01087544	0x006C9B10	0x00F3F088	0x006C9DC0	6a5fc9a5a27fcadde90c0537e0b396af50b14f1a4783b195cb2466aeb0af84be	8258e3f45b4b89f439518c04230faaf8362107583d7b26cd4f931d91b9be1b06	62692821bc34f03c235c9261668ea0a2cb7f2ebe5f83e2250f156fa0ba22022e	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	e84d8828408a68a7ec1d85fa651f01a510b253949a99f91c995d473c10bbe0da	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_COOLDOWN_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
0aa0547c0b8154bd5550298e1808233df35754aa593e226ae07924fdafab969d	CGCAchievementsModule	Module	Module	PcRefObject>Module>CGCAchievementsModule	PROVEN_EXACT	8e53b54c6a47ffb8761b7bc8b2f0811aa4ee7f12ccfeef3e75b86a48f71c93e0	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x00706B20	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C050B0	0x01088580	0x00706B90	0x00F42808	0x00706B20	c052f71f39261961711c3f037d6d64aee8d3d646d3cd112a28db494b4666c9e7	55a384f5b8638b65dc003c6747ec764cd27d671fa588262cfd74923702c5de9f	0d2ae2c677697e726e62f74c46a28e4e355390684b3e2498395808858365bcd9	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	2299cb240bd6b5da6dc89267c1bca31b9ccd8ed33f3014d6c95afd3a7bc6c787	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
cef614206c549821b00477f5db4777ddb1231dc4e55e9e9ab223c85f3a110336	CGCBuffModule	Module	Module	PcRefObject>Module>CGCBuffModule	PROVEN_EXACT	eac5c3665f1282e0ba678cfb8b79ba85a9ee652c889b952b1f4b438dcb6d86e2	P2_NO_PAYLOAD	EMPTY_NO_PAYLOAD	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00BF6C80	0x0108422C	0x0064B7D0	0x00F36EF8	0x004CD2F0	f6b70933f143adb03da5e7e31397d3d0348cdeab2e1b1fbdaa7ca1dcc4ca010f	1276817ddc1cd8d84bffb8e6ad7a1365239676ea26e1fb69d4591d041a0101e5	b7f283268da91826d404abd19e573e5218b5f3b806c25792c37dd1c0f8e93f44	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	0b2261e1830ba5f61293dec9d5c9e2806ca3e5dbb7945d0f716d003830e81631	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5c31a379a83196793b20ed2d59874d0bd376bbb0945ed74018dfcac7c7014f8b	CGCCooldownModule	Module	Module	PcRefObject>Module>CGCCooldownModule	PROVEN_EXACT	96e88678be8a5734e28c6727ec69869fdeddc1b5f27c99bff4495196124ba935	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x006CA4B0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C01C00	0x010875AC	0x006CA560	0x00F3F100	0x006CA4B0	55db7ecc360e2a38b69aafcdf771a1dbbe95da2e2c4158ab64f875089d6c8c5a	13ea37ab1f0abb319aff84afd66aa56e11152d513a56e973d01c8fe3e30202ce	793fa8fb1a22a6ae97115efd0671959b3fcae1e8aa99c642dd3331127da68f3c	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	23e1d6016e84f7f9487c59946f9c0441b8a9ee6bd04cec1ab3df84ffc8f97ae9	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d344a01a77169ecdbabab9b486e58ca77ad7a888f0289f2898ded6623be144d5	CGCDriverModule	Module	Module	PcRefObject>Module>CGCDriverModule	PROVEN_EXACT	f96ee251d1f7b49488d57e59b4c0dbfb80d76c8212f8dfaf23fca65341266aed	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x006E1620	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C02800	0x010879AC	0x006E18F0	0x00F409F0	0x006E1620	64aa586dc531f661c5927b85bf8043338244305ef14e22b00fb5bd1d4cd1cef5	87efb51de6ade853a073f7e656bc2c31499bce96cf9e9ddbc851fa6a4dbdd149	a227860dc036727584a7dc08a65e62147c2645398deefd8e81c292a858928c78	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	37ac7e3ee0fcf9505bf4d250c96850f299cdc662a845c9a5ce2b8d5fb4963ed4	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
33206a643423ab757c38b0816387b56d41e0e93bb5384744a774d39e5f83031a	CGCGuildModule	Module	ClientModule	PcRefObject>Module>ClientModule>CGCGuildModule	PROVEN_EXACT	c71cc6368e78e18fefa19498a5b6000e4eea03a514b73da95afd7665790d367e	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x006657E0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	PROVED_NON_WIRE_PROPERTY_REGISTRAR	0x00BF8C50	0x01084D90	0x00667620	0x00F387E0	0x006657E0	e489a8a50d8ceb98e5ecb9e4b8e310350d85f310ca1878eb751531dc7d3ccd96	e9d01fd9a24c3266c2472b13a9767890c8cff9a79b8931b314820c40d767c9ce	17f70e8c3dd7c9ce614f7759fc0ff99109bed95c381ac9a74e8f8cb1f5d7826d	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	94075dad9b2c5c21201a1da2e854ebd3ee88ce17adb3c40ca52d07d7b6f5381e	IMAGE		slot +0x34 has been proved as a non-wire module routine; see inheritance and UI/DATA bindings	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
24b73fd77d27e104dd702cb4bb66088a446b82c93d27f931f88b9524acaf7574	CGCHitParadeModule	Module	Module	PcRefObject>Module>CGCHitParadeModule	PROVEN_EXACT	de4cc3d542c44d246ee969389b281793c293dfbc9751fabd6aff8fe75bee31db	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x00710430	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C05BF0	0x010887DC	0x00712BA0	0x00F43630	0x00710430	8c44318c00c12f4957f8bfc4e697b6382c889ded3004e4b63d53c3967d1f896d	a3c2f8a09d1e7bfe4279423834ca9bdf909101ee06e09fd5bfb0377570e15ddc	d4c85a85ec7b3c0ec2bfa79d574f8252c67b790670ef0fb28a1884e4069ea159	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	a0d04fa29fcf9ae165e303062ab50915aeb9c546cb7b52ceb26da3d7b6d3e919	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
7f896b0f714891aba4679437cef82616c4452fc005965535d7de0c3f3c03dca9	CGCPotionModule	Module	Module	PcRefObject>Module>CGCPotionModule	PROVEN_EXACT	cb9c2a7a86c5679ce909c5c7a92c6fa14871959dfd831f6411400c23fac0a31a	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x007227B0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C071E0	0x01088CC8	0x00722840	0x00F45328	0x007227B0	918c3d7839f6a32d0428dd01e951284e3b92f64dfcc3c94f83f501d769021999	8adf38e853087bb9f8d952bfd596d5c105738176b7dd14433e0f4bd9e461d244	5fc3b7a30ff331e3bbf4da2671e0d6a9bc8dd5c5a4181f078643c6fc7d8aa92e	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	2231ad367c7622f657b6e02e9faeedd5d0419b0ce1567378c09e01b7985e796e	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f5c4da9c7c7fa05c595eb27b81cc71d33521e301f1f30ddafeec327dccf1a3a5	CGCTracePathModule	Module	Module	PcRefObject>Module>CGCTracePathModule	PROVEN_EXACT	7d4433de22302f51e972277cae133502431f1562dca7291df64ea889b1bdf692	P1_BINDER_OR_ACCESSOR	NON_CODEC_ROUTINE	NON_CODEC_ROUTINE	+0x34	0x006E90E0	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	STRUCTURAL_CENSUS_ONLY	0x00C03040	0x01087AFC	0x006E9DE0	0x00F40F50	0x006E90E0	8bfbc7bf5536964a520557527e35dd0322363ffbe7df5ab8379c1784c797d7e8	a676e85dc74917761b98dd9d92d7a11a4f2f86d0e192228cde65c26fe19a8262	b814ae4810969578fce8ce4676e105a8b07d9e5f605f59d299f6c7ff833be867	b025dc45edcdbd3957edea434c92b4b5a6375db0010ae441958752d84cf0e73d	1e5d7b1c3033dba0367f49f3948033d238ef95211e47c46b2cc7bef52ba31d50	f124f615463be43748fb0da96d27ed3d79180aa4cb1c6cacb3ade8e86ce4a1fd	7abb9bf25eb11734bb8f757bf67e5dbd7f6e376338403d5ff0a8603ea9228983	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
