n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	n_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	n_AVATAR_ADMIX	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
19	實驗用史萊姆X	ICON_MOB_000_002		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0	38	0	0	6000	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
20	實驗用史萊姆A	ICON_MOB_000_003		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0	38	0	0	10000	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
21	實驗用史萊姆B	ICON_MOB_000_001		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0	38	0	0	10000	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
22	好心南瓜	ICON_TREASURE_022_000		0	0	12		10	1	1	1	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
23	彩鵲羽毛	ICON_OTHERS_006_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
24	軟綿綿雪花	ICON_OTHERS_007_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
25	LV.1元素包(地)	ICON_BAG_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		237	110	10	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
26	LV.2元素包(地)	ICON_BAG_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		238	110	10	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
27	LV.3元素包(地)	ICON_BAG_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		239	110	10	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
28	LV.4元素包(地)	ICON_BAG_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		240	110	10	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
29	LV.5元素包(地)	ICON_BAG_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		241	110	10	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
41	紅寶石	ICON_GEM_000_000		0	0	7		0	2	1	0	0	0	0	0	0	0	0	0	0	0	3;1	0	0	5000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
42	藍寶石	ICON_GEM_000_001		0	0	8		0	2	1	0	0	0	0	0	0	0	0	0	0	0	3;2	0	0	5000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
43	綠寶石	ICON_GEM_000_002		0	0	9		0	2	1	0	0	0	0	0	0	0	0	0	0	0	3;3	0	0	5000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
44	獎勵紅寶石	ICON_GEM_000_000		0	0	7		10	2	1	0	0	0	0	0	0	0	0	0	0	0	3;1	0	0	2000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
45	獎勵藍寶石	ICON_GEM_000_001		0	0	8		10	2	1	0	0	0	0	0	0	0	0	0	0	0	3;2	0	0	2000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
46	獎勵綠寶石	ICON_GEM_000_002		0	0	9		10	2	1	0	0	0	0	0	0	0	0	0	0	0	3;3	0	0	2000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
47	高級寶石包	ICON_BAG_002_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		138	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
48	特級寶石包	ICON_BAG_002_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		139	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
49	獎勵寶石包	ICON_BAG_002_002		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0		574	110	10	1	25		0			0	0	0	1.07.0000	1.07.0000	1.07.0000	1.07.0000
51	船染料1號	ICON_DYE_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	26;30;180	0	0	10000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
52	船染料2號	ICON_DYE_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	26;70;220	0	0	10000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
53	船染料3號	ICON_DYE_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	26;50;200	0	0	10000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
54	船染料4號	ICON_DYE_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	26;20;210	0	0	10000	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
55	船染料5號	ICON_DYE_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	26;30;230	0	0	10000	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
57	染色劑1號	ICON_DYE_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	27;50;150	0	0	500	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
58	染色劑2號	ICON_DYE_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	27;100;200	0	0	500	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
59	染色劑3號	ICON_DYE_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	27;50;200	0	0	1000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
60	染色劑4號	ICON_DYE_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	27;20;230	0	0	10000	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
61	黑色染色劑	ICON_DYE_000_001		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0	27;25;35	0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
62	染色劑4號	ICON_DYE_000_000		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0	27;20;230	0	0	10000	1	25		0			0	0	0	1.00.0000	1.00.0000	1.10.0000	1.10.0000
81	不可思議的鑰匙	ICON_KEY_001_002		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	1	1;10800	0			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
91	快損毀的碎片	ICON_PAPER_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	43;2800037	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
92	殘破的碎片	ICON_PAPER_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	43;2800038	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
93	字跡模糊的碎片	ICON_PAPER_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	43;2800039	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
94	油墨暈開的碎片	ICON_PAPER_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	43;2800040	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
95	天地精華	ICON_ELEMENT_004_000		0	0	0		14	4	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	0	99		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
96	船魂白玉	ICON_OTHERS_001_000		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0	48;1	540	110	10	1	25		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
97	船魂碧玉	ICON_OTHERS_001_001		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0	48;2	541	110	10	1	25		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
98	船魂藍玉	ICON_OTHERS_001_002		0	0	0		10	3	1	0	0	0	0	0	0	0	0	0	0	0	48;3	0	0	10	1	25		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
99	機關樞紐	ICON_Collect_Treasure_047_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.10.0000	1.09.0100	1.09.0100	1.09.0100
101	小粒果	ICON_FRUIT_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
102	野林果	ICON_FRUIT_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
103	空澄果	ICON_FRUIT_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
151	漆紅草	ICON_LEAF_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
152	虛青草	ICON_LEAF_005_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
191	森林泉水	ICON_LIQUID_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
192	高山泉水	ICON_LIQUID_001_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
193	特級糖	ICON_POWDER_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
194	精製糖	ICON_POWDER_000_005		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
195	薑黃糖	ICON_POWDER_000_003		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
196	果青糖	ICON_POWDER_000_004		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
251	清透水晶	ICON_BOSS_000_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
252	雪白短翅	ICON_BOSS_001_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
254	能量火種	ICON_BOSS_003_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
255	烈焰之角	ICON_BOSS_004_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
256	守護之罩	ICON_BOSS_005_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
281	阿爾提摩的核心	ICON_FOOD_005_001		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	15		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
282	貝魯特的護手	ICON_GL_018_000_M		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	20		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
283	克魯塔斯的劍	ICON_SWORD_951_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
284	美狄亞的手環	ICON_RN_008_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	30		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
285	轟殼車的碎片	ICON_TREASURE_036_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	35		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
286	但丁的頭盔	ICON_HT_013_001		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	40		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
287	娜拉亞娜的齒輪	ICON_ENHANCE_000_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	45		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
291	公會能量Lv.3	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
292	公會能量Lv.4	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
293	公會能量Lv.5	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
294	公會能量Lv.6	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
295	公會能量Lv.7	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
296	公會能量Lv.8	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
297	公會能量Lv.9	ICON_TREASURE_045_001		0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	0	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
301	狄紅花	ICON_FLOWER_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
302	無令草	ICON_LEAF_006_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
303	霏黃花	ICON_FLOWER_000_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
304	下紛草	ICON_LEAF_006_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
305	青醬花	ICON_FLOWER_000_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
321	匠心白鍊	ICON_OTHERS_009_000		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0		1.07.0000	1.07.0000	1.07.0000
322	匠心綠鍊	ICON_OTHERS_009_001		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0		1.07.0000	1.07.0000	1.07.0000
323	匠心藍鍊	ICON_OTHERS_009_002		0	0	0		10	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0		1.07.0000	1.07.0000	1.07.0000
324	匠心紫鍊	ICON_OTHERS_009_003		0	0	0		10	4	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			0	0	0		1.07.0000	1.07.0000	1.07.0000
341	航海定位器	ICON_EXPLORE_000_000		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		209	109	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
342	重生點定位器	ICON_EXPLORE_000_001		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		428	135	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
343	公會島定位器	ICON_EXPLORE_001_001		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		429	136	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
344	精密航海定位器	ICON_EXPLORE_000_000		0	0	0		47	3	1	0	0	0	0	0	0	0	0	0	0	0		568	100	10	1	1		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
351	百兩金磚	ICON_TREASURE_000_000		0	0	0		0	4	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1000000	10000	1		0			1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
352	破碎的不明遺跡	ICON_MISSION_066_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	800	400	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
353	缺損的不明遺跡	ICON_MISSION_031_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1600	800	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
354	塵封的不明遺跡	ICON_MISSION_065_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	2400	1200	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
355	破碎的墜落遺跡	ICON_MISSION_084_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1200	600	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
356	缺損的墜落遺跡	ICON_MISSION_081_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	2400	1200	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
357	塵封的墜落遺跡	ICON_MISSION_054_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	3600	1800	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
358	破碎的海底遺跡	ICON_MISSION_030_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1400	700	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
359	缺損的海底遺跡	ICON_MISSION_006_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	2800	1400	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
360	塵封的海底遺跡	ICON_COLLECT_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	4200	2100	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
361	破碎的天空遺跡	ICON_MISSION_068_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	2000	1000	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
362	缺損的天空遺跡	ICON_MISSION_067_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	4000	2000	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
363	塵封的天空遺跡	ICON_MISSION_064_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	6000	3000	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
364	神秘冰魚化石	ICON_MISSION_031_000		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10000	5000	25		0			1	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
365	隕星銅環	ICON_COMPO_002_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
366	淬煉之黃昏精華	ICON_COMPO_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		518	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
367	黃昏納石晶	ICON_COMPO_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		518	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
368	淬煉之破曉精華	ICON_COMPO_000_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		519	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
369	破曉納石晶	ICON_COMPO_001_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		519	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
370	淬煉之旭日精華	ICON_COMPO_000_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		520	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
371	旭日納石晶	ICON_COMPO_001_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		520	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
372	淬煉之烈陽精華	ICON_COMPO_000_003		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		521	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
373	烈陽納石晶	ICON_COMPO_001_003		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		521	110	10	1	25		0			2	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
374	仁醫的耐心	ICON_TREASURE_007_004		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	600	300	1		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
375	仁醫的細心	ICON_TREASURE_007_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1200	600	1		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
376	仁醫的貼心	ICON_TREASURE_007_002		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	1800	900	1		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
377	仁醫的愛心	ICON_TREASURE_007_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	2400	1200	1		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
378	仁醫的救世心	ICON_TREASURE_007_003		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	3000	1500	1		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
379	連殺證明	ICON_DOCUMENT_001_000		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	10	999		0			0	0	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
380	幽暗島地圖-1	ICON_COLLECT_006_000		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	1		0			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
381	幽暗島地圖-2	ICON_COLLECT_006_000		0	0	0		10	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0	10	1	1		0			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
