n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
18	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine โถเหล้าที่คนธรรมดาทั่วไปใช้ ราคาถูก เมื่อแตกก็ซื้อใหม่		
19	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine ดูแล้วน่าจะมีประวัติแน่นอน		
20	 Special Wine Jar	โถเหล้าสำหรับหมัก Special Wine 		
21	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine 		
22	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine 		
23	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine 		
24	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine 		
25	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมัก Special Wine 		
26	 Special Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ โถเหล้าที่คนธรรมดาทั่วไปใช้ ราคาถูก เมื่อแตกก็ซื้อใหม่		
27	Flavour Wine Jar	โถเหล้าสำหรับหมักเหล้าพิเศษ โถเหล้าที่คนธรรมดาทั่วไปใช้ ราคาถูก เมื่อแตกก็ซื้อใหม่		
28	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ โถเหล้าที่คนธรรมดาทั่วไปใช้ ราคาถูก เมื่อแตกก็ซื้อใหม่		
29	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ ดูแล้วน่าจะมีประวัติแน่นอน		
30	Flavour Wine Jar	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
31	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
32	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
33	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
34	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
35	Flavour Wine Jar-ID Unavailable	โถเหล้าสำหรับหมักเหล้าพิเศษ 		
36	Beginner Oblivion White Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 10 ได้ และฟื้นฟูแต้มสกิล 50%		เมื่อใช้สามารถรับแต้มสกิลคืน 50%
37	Normal Oblivion White Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 50 ได้ และฟื้นฟูแต้มสกิล 50%		เมื่อใช้สามารถรับแต้มสกิลคืน 50%
38	Advanced Oblivion White Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 120 ได้ และฟื้นฟูแต้มสกิล 50%		เมื่อใช้สามารถรับแต้มสกิลคืน 50%
39	Beginner Oblivion Green Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 10 ได้ และฟื้นฟูแต้มสกิล 90%		เมื่อใช้สามารถรับแต้มสกิลคืน 90%
40	Normal Oblivion Green Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 50 ได้ และฟื้นฟูแต้มสกิล 90%		เมื่อใช้สามารถรับแต้มสกิลคืน 90%
41	Advanced Oblivion Green Pill	สามารถลบสกิลที่มีเลเวลต่ำกว่า 120 ได้ และฟื้นฟูแต้มสกิล 90%		เมื่อใช้สามารถรับแต้มสกิลคืน 90%
42	Class Chage Book			เมื่อใช้จะลบสกิลอาชีพรอง และเพิ่มแต้มสกิล 1%
43	Forgotten Book			เมื่อใช้จะลบอาชีพ เลเวลสกิลจะคงอยู่แต่ไม่สามารถใช้ได้
46	Blood Cubic Crystal			
47	Energy Cubic Crystal			
48	Nutrition Soda Pack			เมื่อเปิดจะได้รับ Nutrition Soda ในจำนวนน้อย
49	Nutrition Biscuit Pack			เมื่อเปิดจะได้รับ Nutrition Biscuit ในจำนวนน้อย
50	Nutrition Bunopang Pack			เมื่อเปิดจะได้รับ Nutrition Bunopang ในจำนวนน้อย
51	Nutrition Dango Pack			เมื่อเปิดจะได้รับ Nutrition Dango ในจำนวนน้อย
52	Extra Nutrition Pack			เมื่อเปิดจะสุ่มรับถุงเสบียง 2 ถุง
53	Crew Friend Tip			เมื่อเปิดจะได้รับ Crew Companion ในจำนวนน้อย
54	Special Material Pack			เมื่อเปิดจะได้รับวัตถุดิบสูตรในจำนวนน้อย
55	Slime Box			เมื่อเปิดจะได้รับ Slime ในจำนวนน้อย
56	Mallet Special Box			เมื่อเปิดจะได้ค้อน 1 อัน
60	Refining Protect Doll	หากมีมันอยู่ ไม่ต้องกลัวการหลอมผลึกล้มเหลว! สามารถเพิ่มจำนวนการประกัน 5 ครั้ง เมื่อหลอกล้มเหลวจะลดจำนวนครั้งลง!		เมื่อใช้สามารถเพิ่มจำนวนการประกัน 5 ครั้ง
61	Beginner Soul Jade  Change Log			เมื่อใช้จะเปลี่ยน [ไอเทมเก็บลูกเรือ] เป็น [Ship Soul White Jade] 1 อัน (แนะนำ: Ship Soul White Jade ไม่สามารถทำการแลกเปลี่ยนระหว่างผู้เล่นได้)
62	Advanced Soul Jade  Change Log			เมื่อใช้จะเปลั้ยน [ไอเทมเก็บลูกเรือ] เป็น [Ship Soul White Jade] 2 อัน (แนะนำ: Ship Soul White Jade ไม่สามารถทำการแลกเปลี่ยนระหว่างผู้เล่นได้)
63	Old Doll	ตุ๊กตาเก่าๆ ไม่ทราบที่มาว่าเหตุใดจึงมาอยู่ในท้องสมุทรได้		สะสมครบ 5 ตัว สามารถรวมเป็น [Old Capsule] 1 อัน (เมื่อใช้จะได้รับเครื่องสวมใส่ 1 อัน)
64	Old Capsule	แคปซูนที่ปรมาจารย์คิดค้นขึ้น มีพลังเก่าแก่แฝงอยู่		เมื่อใช้จะสุ่มรับรูปลักษณ์ 1 อย่าง
84	Blank Message Bottle	สามารถบันทึกอารมณ์ปัจจุบันได้ในจดหมายเปล่า		เมื่อใช้สามารถเขียนข้อความได้!
85	Penfriend Message Bottle	จดหมายที่บันทึกอารมณ์ หวังว่าจะมีคนเก็บได้		คลิกขวาในแผนที่การเดินเรือเพื่อใช้ สามารถขว้างขวดลงทะเลได้!
86	Salvage Penfriend Message Bottle	จดหมายที่บันทึกอารมณ์ ไม่รู้ว่าด้านในเขียนอะไรไว้		เมื่อใช้สามารถอ่านจดหมายขวดแก้วได้!
87	Message Bottle	ดูรอยปากกาด้านบน จดหมายอันนี้น่าจะมาจากหญิงสาวจากแดนไกล!		เมื่อใช้สามารถอ่านจดหมายขวดแก้วได้!
91	Crew Equipment Box Lv.1			เมื่อเปิดจะได้รับอุปกรณ์ลูกเรือ Lv. 1 1ชิ้น
92	Crew Equipment Box Lv.2			เมื่อเปิดจะได้รับอุปกรณ์ลูกเรือ Lv.2 1ชิ้น
93	Crew Equipment Box Lv.3			เมื่อเปิดจะได้รับอุปกรณ์ลูกเรือ Lv.3 1ชิ้น
94	Crew Equipment Box Lv.4			เมื่อเปิดจะได้รับอุปกรณ์ลูกเรือ Lv.4 1ชิ้น
95	Crew Equipment Box Lv.5			เมื่อเปิดจะได้รับอุปกรณ์ลูกเรือ Lv.5 1ชิ้น
96	Guild EXP Jelly(weak)			เมื่อใช้จะได้รับค่าประสบการณ์กิลด์ 50 แต้ม!
97	Guild EXP Jelly			เมื่อใช้จะได้รับค่าประสบการณ์กิลด์ 60 แต้ม!
98	 EXP loit Jelly			เมื่อใช้จะได้รับค่าความดี 50 แต้ม!
99	Energy Crystal(General)			สามารถนำค่าตีบวก Sword Soul ในเครื่องสวมใส่คืนค่าเป็นยังไม่มีค่าถดถอยได้
100	Energy Crystal (General)			สามารถนำค่าตีบวก Sword Soul ในเครื่องสวมใส่คืนค่าเป็นยังไม่มีค่าถดถอยได้
101	Dim Light	เมื่อสวมใส่จะเพิ่มโจมตีหนักกายภาพให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
102	Dusk Light	เมื่อสวมใส่จะเพิ่มโจมตีหนักกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Dim Light] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
103	Light	เมื่อสวมใส่จะเพิ่มโจมตีหนักกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Dusk Light] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
104	Blink Light	เมื่อสวมใส่จะเพิ่มโจมตีหนักกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Light] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
105	Dazzling Light	เมื่อสวมใส่จะเพิ่มโจมตีหนักกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Blink Light] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
106	Hurt Evil Eye	เมื่อสวมใส่จะเพิ่มโจมตีหนักเวทย์ให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
107	Vacant Evil Eye	เมื่อสวมใส่จะเพิ่มโจมตีหนักเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Hurt Evil Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
108	Evil Eye	เมื่อสวมใส่จะเพิ่มโจมตีหนักเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Vacant Evil Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
109	Gaze Evil Eye	เมื่อสวมใส่จะเพิ่มโจมตีหนักเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Evil Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
110	Sparkle Evil Eye	เมื่อสวมใส่จะเพิ่มโจมตีหนักเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Gaze Evil Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
111	Rupture Rock Skin	เมื่อสวมใส่จะเพิ่มป้องกันกายภาพให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
112	Inferior Rock Skin	เมื่อสวมใส่จะเพิ่มป้องกันกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Rupture Rock Skin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
113	Rock Skin	เมื่อสวมใส่จะเพิ่มป้องกันกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Inferior Rock Skin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
114	Solid Rock Skin	เมื่อสวมใส่จะเพิ่มป้องกันกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Rock Skin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
115	Hard Rock Skin	เมื่อสวมใส่จะเพิ่มป้องกันกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Solid Rock Skin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
116	Rupture Sparkling Skull	เมื่อสวมใส่จะเพิ่มป้องกันเวทย์ให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
117	Dim Sparkling Skull	เมื่อสวมใส่จะเพิ่มป้องกันเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Rupture Sparkling Skull] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
118	Sparkling Skull	เมื่อสวมใส่จะเพิ่มป้องกันเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Dim Sparkling Skull] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
119	Blink Sparkling Skull	เมื่อสวมใส่จะเพิ่มป้องกันเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Sparkling Skull] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
120	Dazzling Sparkling Skull	เมื่อสวมใส่จะเพิ่มป้องกันเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Blink Sparkling Skull] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
121	Fail Greystone Talisman	เมื่อสวมใส่จะเพิ่มลดความเสียหายกายภาพให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
122	Fuzzy Greystone Talisman	เมื่อสวมใส่จะเพิ่มลดความเสียหายกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Fail Greystone Talisman] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
123	Greystone Talisman	เมื่อสวมใส่จะเพิ่มลดความเสียหายกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Fuzzy Greystone Talisman] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
124	Clear Greystone Talisman	เมื่อสวมใส่จะเพิ่มลดความเสียหายกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Greystone Talisman] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
125	Potent Greystone Talisman	เมื่อสวมใส่จะเพิ่มลดความเสียหายกายภาพให้ลูกเรือ		เมื่อใช้จะนำ [Clear Greystone Talisman] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
126	Rupture Dragon Bone Necklace	เมื่อสวมใส่จะเพิ่มลดความเสียหายเวทย์ให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
127	Defect Dragon Bone Necklace	เมื่อสวมใส่จะเพิ่มลดความเสียหายเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Rupture Dragon Bone Necklace] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
128	Dragon Bone Necklace	เมื่อสวมใส่จะเพิ่มลดความเสียหายเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Defect Dragon Bone Necklace] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
129	Hard Dragon Bone Necklace	เมื่อสวมใส่จะเพิ่มลดความเสียหายเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Dragon Bone Necklace] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
130	Perfect Dragon Bone Necklace	เมื่อสวมใส่จะเพิ่มลดความเสียหายเวทย์ให้ลูกเรือ		เมื่อใช้จะนำ [Hard Dragon Bone Necklace] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
131	Stupid Gold Tiger Claw	เมื่อสวมใส่จะเพิ่มกายภาพทะลุเกราะให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
132	Cub Gold Tiger Claw	เมื่อสวมใส่จะเพิ่มกายภาพทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Stupid Gold Tiger Claw] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
133	Gold Tiger Claw	เมื่อสวมใส่จะเพิ่มกายภาพทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Cub Gold Tiger Claw] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
134	Ripe Gold Tiger Claw	เมื่อสวมใส่จะเพิ่มกายภาพทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Gold Tiger Claw] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
135	Sharp Gold Tiger Claw	เมื่อสวมใส่จะเพิ่มกายภาพทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Ripe Gold Tiger Claw] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
136	Stupid Guide Pin	เมื่อสวมใส่จะเพิ่มเวทย์ทะลุเกราะให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
137	Defect Guide Pin	เมื่อสวมใส่จะเพิ่มเวทย์ทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Stupid Guide Pin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
138	Guide Pin	เมื่อสวมใส่จะเพิ่มเวทย์ทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Defect Guide Pin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
139	Part Time Guide Pin	เมื่อสวมใส่จะเพิ่มเวทย์ทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Guide Pin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
140	Perfect Guide Pin	เมื่อสวมใส่จะเพิ่มเวทย์ทะลุเกราะให้ลูกเรือ		เมื่อใช้จะนำ [Part Time Guide Pin] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
141	Rift Crystal	เมื่อสวมใส่จะเพิ่มต้านมึนงงให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
142	Dim Crystal	เมื่อสวมใส่จะเพิ่มต้านมึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Rift Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
143	Crystal	เมื่อสวมใส่จะเพิ่มต้านมึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Dim Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
144	Clear Crystal	เมื่อสวมใส่จะเพิ่มต้านมึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
145	Bright Crystal	เมื่อสวมใส่จะเพิ่มต้านมึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Clear Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
146	Calm Ghost Hammer	เมื่อสวมใส่จะเพิ่มทำให้มึนงงให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
147	Quiver Ghost Hammer	เมื่อสวมใส่จะเพิ่มทำให้มึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Calm Ghost Hammer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
148	Ghost Hammer	เมื่อสวมใส่จะเพิ่มทำให้มึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Quiver Ghost Hammer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
149	Lament Ghost Hammer	เมื่อสวมใส่จะเพิ่มทำให้มึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Ghost Hammer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
150	Tyrannical Ghost Hammer	เมื่อสวมใส่จะเพิ่มทำให้มึนงงให้ลูกเรือ		เมื่อใช้จะนำ [Lament Ghost Hammer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
151	Meager Prayer	เมื่อสวมใส่จะเพิ่มต้านคำสาปให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
152	One Way Prayer	เมื่อสวมใส่จะเพิ่มต้านคำสาปให้ลูกเรือ		เมื่อใช้จะนำ [Meager Prayer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
153	Prayer	เมื่อสวมใส่จะเพิ่มต้านคำสาปให้ลูกเรือ		เมื่อใช้จะนำ [One Way Prayer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
154	Number Prayer	เมื่อสวมใส่จะเพิ่มต้านคำสาปให้ลูกเรือ		เมื่อใช้จะนำ [Prayer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
155	Abundant Prayer	เมื่อสวมใส่จะเพิ่มต้านคำสาปให้ลูกเรือ		เมื่อใช้จะนำ [Number Prayer] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
156	Purify Evil Mask	เมื่อสวมใส่จะเพิ่มทำให้ถูกสาปให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
157	Weak Evil Mask	เมื่อสวมใส่จะเพิ่มทำให้ถูกสาปให้ลูกเรือ		เมื่อใช้จะนำ [Purify Evil Mask] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
158	Evil Mask	เมื่อสวมใส่จะเพิ่มทำให้ถูกสาปให้ลูกเรือ		เมื่อใช้จะนำ [Weak Evil Mask] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
159	Lament Evil Mask	เมื่อสวมใส่จะเพิ่มทำให้ถูกสาปให้ลูกเรือ		เมื่อใช้จะนำ [Evil Mask] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
160	Laughter Evil Mask	เมื่อสวมใส่จะเพิ่มทำให้ถูกสาปให้ลูกเรือ		เมื่อใช้จะนำ [Lament Evil Mask] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
161	Vacant Correct Eye	เมื่อสวมใส่จะเพิ่มแม่นยำให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
162	Tired Correct Eye	เมื่อสวมใส่จะเพิ่มแม่นยำให้ลูกเรือ		เมื่อใช้จะนำ [Vacant Correct Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
163	Correct Eye	เมื่อสวมใส่จะเพิ่มแม่นยำให้ลูกเรือ		เมื่อใช้จะนำ [Tired Correct Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
164	Gaze Correct Eye	เมื่อสวมใส่จะเพิ่มแม่นยำให้ลูกเรือ		เมื่อใช้จะนำ [Correct Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
165	Clever Correct Eye	เมื่อสวมใส่จะเพิ่มแม่นยำให้ลูกเรือ		เมื่อใช้จะนำ [Gaze Correct Eye] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
166	Mess Lucky Feather	เมื่อสวมใส่จะเพิ่มหลบหลีกให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
167	Curl Lucky Feather	เมื่อสวมใส่จะเพิ่มหลบหลีกให้ลูกเรือ		เมื่อใช้จะนำ [Mess Lucky Feather] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
168	Lucky Feather	เมื่อสวมใส่จะเพิ่มหลบหลีกให้ลูกเรือ		เมื่อใช้จะนำ [Curl Lucky Feather] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
169	Beauty Lucky Feather	เมื่อสวมใส่จะเพิ่มหลบหลีกให้ลูกเรือ		เมื่อใช้จะนำ [Lucky Feather] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
170	Perfect Lucky Feather	เมื่อสวมใส่จะเพิ่มหลบหลีกให้ลูกเรือ		เมื่อใช้จะนำ [Beauty Lucky Feather] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
171	Dim Force Crystal	เมื่อสวมใส่จะเพิ่มคริติคอลให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
172	Dusk Force Crystal	เมื่อสวมใส่จะเพิ่มคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Dim Force Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
173	Force Crystal	เมื่อสวมใส่จะเพิ่มคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Dusk Force Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
174	Blink Force Crystal	เมื่อสวมใส่จะเพิ่มคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Force Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
175	Dazzling Force Crystal	เมื่อสวมใส่จะเพิ่มคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Blink Force Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
176	Dim Rough Crystal	เมื่อสวมใส่จะเพิ่มต้านคริติคอลให้ลูกเรือ		เมื่อใช้จะย้ายเครื่องสวมใส่ไปในคลัง!
177	Dusk Rough Crystal	เมื่อสวมใส่จะเพิ่มต้านคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Dim Rough Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
178	Rough Crystal	เมื่อสวมใส่จะเพิ่มต้านคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Dusk Rough Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
179	Blink Rough Crystal	เมื่อสวมใส่จะเพิ่มต้านคริติคอลให้ลูกเรือ		เมื่อใช้จะนำ [Rough Crystal] ไปอัพเกรด จะได้รับอานุภาพที่แข็งแกร่งขึ้น! 
