n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
145	Fortress Cannon Part 2 	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
146	Seaweed Green Gem	ผลึกเขียว		
147	Collagen Frozen Fish	พุดดิ้งใสสีเขียว		
148	Cold Blood Cream	ถุงสีเขียวที่ใส่ครีมไว้		
149	Navy Doll	ตุ๊กตาแกะสลักทหารเรือ		
150	Strange Pirate Challenge Book	หนังสือท้าสู้ของ Strange Pirate Lupin ที่ส่งไปให้ทะเลเจ็ด		
151	Royal Silver	เงินที่ใช้ใน Atlantis 		
152	Morgan Topknot	ถ้วยที่ได้จากการเอาชนะ Morgan		
153	Lion Meat	สเต็กซี่โครง		
154	streaky Lion Meat	สเต็กซี่โครง		
155	Embed Jewelry	สร้อยคอหรูหรา		
156	Troll Earring	ตุ้มหูที่มีคนทำหล่นไว้		
157	Green Wisdom Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกสีเขียว		
158	Morgan Boot	ถ้วยที่ได้จากการเอาชนะ Morgan		
159	Friendship Swearer	เอกสารสำคัญ		
160	Riddle Black Bone	กระดูกสีดำ		
161	Nectar of Evil Flower	น้ำหวานที่มีสีเขียว		
162	Emeral Horn	เขาที่ได้มาจากแกะภูเขา		
163	Voodoo Doll	ตุ๊กตาที่มีคำสาป		
164	Riddle Wing	ปีกของนก สามารถนำมาทำเป็นยาได้		
165	Lion Heart	หัวใจสัตว์		
166	Black Heart's Lion	หัวใจสัตว์		
167	Old Turtle Shell	กระดองของเต่า สามารถนำมาทำเป็นยาได้		
168	Predict Turtle Shell	กระดองของเต่า สามารถใช้ในการทำนายได้		
169	Smiling Skull	กระดูกธรรมดา		
170	Sparkling Skull	ผลึกรูปกระโหลก		
171	Prophylactic Herb	ถุงที่ใส่สมุนไพรไว้		
172	Big Meat	สเต็กซี่โครง		
173	Herbal Soup	หม้อที่บรรจุซุปร้อน		
174	Tomb Mud	ดินเหนียวที่เป็นสีเทา		
175	Blood Rose	ยาที่สร้างตามสูตรเวทย์มนต์		
176	Illegality Herb	ถุงที่ใส่สมุนไพรไว้		
178	Pa Kana's Talisman	ยันต์จากนักบวชลึกลับ		
179	Shipwreck Spices	ถุงที่ใส่เครื่องเทศ		
180	Harpy Heart	หัวใจสัตว์		
181	Black Heart's Bird	หัวใจสัตว์		
182	Toxic Talisman	ยันต์จากนักบวชลึกลับ		
183	Deadly Venom	น้ำที่มีสีเขียว		
184	Rubber Band's Frist Love	ผมเปียของผู้หญิงผมยาว		
185	Insect Death	หนอนที่เพิ่งลืมตาดูโลก		
186	Pa Kana's Heart	หัวใจที่ได้มาจาก Pa Kana		
187	Curse Talisman	ยันต์จากนักบวชลึกลับ		
190	Ancient Gold	แก้วเหล้า		
191	Antler Spirits	เหล้ารสชาติดี		
192	Penguin Emblem	ตรายศที่ประดับอยู่บนไหล่		
193	Polar Snow	ดอกไม้สีขาวที่เต็มไปด้วยน้ำแข็ง		
194	Snow Needle 0 ºc	หนามแหลมสีเงิน		
195	Princess Hand - Woven Scarves	ผ้าพันคอสีขาว		
196	Frozen Tuna	ปลาตัวใหญ่ที่จับได้		
197	Frozen Venison	สเต็กซี่โครง		
198	Millennium Fruit	ผลไม้ทั่วไป		
199	Rare Permafrost	ดินที่อยู่ในแดนหนาว		
200	Arctic Monkey Leather	ขนของสัตว์ร้าย สามารถนำมาทำเป็นเครื่องประดับได้		
201	Frost Egg	ไข่หลากสี สามารถฟักเป็นสัตว์เลี้ยงแสนน่ารัก		
202	Turtle Meat Salt Away	อาหารทะเลปรุงพิเศษ		
203	Deep Sea Fishbone	กระดูกปลาทั่วไป		
204	Ice Turtle Shell	กระดองสีฟ้า		
205	Golden Horn	เขาสีทองเหลือง		
206	Blue Wisdom Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกสีฟ้า		
207	Sea Phantom's Coat 	เศษผ้าที่ถูกฉีดขาดเป็นชิ้นๆ		
208	Endurance Bell	กระดิ่งหรูหรา		
209	Winter Spices	ถุงที่ใส่เครื่องเทศ		
210	Deluxe Soup Pot	หม้อที่บรรจุซุปร้อน		
211	Elder Scrolls	ม้วนกระดาษที่พบในสถานที่โบราณ มีตัวหนังสือโบราณอยู่		
212	Ousailuo Spike Tailsman	ยันต์จากนักบวชลึกลับ		
213	Ousailuo Evil Talisman	ยันต์จากนักบวชลึกลับ		
214	Ousailuo Venom Talisman	ยันต์จากนักบวชลึกลับ		
220	Bracelet of Death	เครื่องประดับหยกหรูหรา		
221	Coral	ดอกไม้สีแดงสด		
222	Steak Meat in Party	สเต็กซี่โครง		
223	Stolen Diamon	เพรชล้ำค่า		
224	Sinda' s Necklace	สร้อยคอหรูหรา		
225	Mariner Cannon	ปืนที่สามารถพกติดตัวได้		
226	Part of Harpoon Turret	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
227	Stink Bug Meat	หนอนที่เพิ่งลืมตาดูโลก		
228	Soul Stone of Redemption	แร่ที่ส่องแสงแวววาว		
229	Onelisk Meat	เนื้อที่มีสีแปลกๆ		
230	Soul Stone of Warth	แร่ที่ส่องแสงแวววาว		
231	Sunken Timber	สามารถใช้จุดไฟหรือสร้างเรือได้		
232	Star Sand of Thanks	ขวดที่บรรจุ Star Sand		
233	Star Sand of Friendship	ขวดที่บรรจุ Star Sand		
234	Military Supplies	ขนมขบเคี้ยว		
235	Canned Pickle Squid	อาหารที่สามารถเก็บไว้ได้นาน		
236	 Robinson 's Statement 	เอกสารสำคัญ		
237	Stew Bone	โบราณกระดูกขนาดใหญ่ทั่วไป		
238	Crispy Pupae	หนอนที่เพิ่งลืมตาดูโลก		
239	Rot Cauliflower	ดอกไม้นรกสีดำ		
240	Doom Day Pot	หม้อที่บรรจุซุปร้อน		
241	Inferno Spicy Egg	ไข่สีแดง		
242	Original sin Soul Stone	แร่ที่ส่องแสงแวววาว		
250	Skeleton Landmine Detonator	ของจาก Landmine		
251	Skeleton Bomb	ลูกปืนที่ใช้ในเรือ		
252	Halitosis Gas Cylinder	ระเบิดที่มีกลิ่นเหม็น		
253	Funerary Helmet	หมวกหรูหรา		
254	Funerary Footwear	รองเท้าหรูหรา		
255	Funerary Armor	เกราะหรูหรา		
256	Mech Soldier Gear	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
257	Temple Gate Keys	กุญแจที่ใช้เปิดสถานที่ศักดิ์สิทธิ์		
258	Capitulate Book	เอกสารสำคัญ		
259	Jumping Fish	ปลาตัวใหญ่ที่จับได้		
260	Old Map	แผลที่การเดินเรืรอ		
261	Royal Emblem	เหรียญราชวงศ์		
262	Temple Flag	ธงทหารราชวงศ์		
263	Ritual Wine	แก้วสีทองสำหรับราชา		
264	Ritual Pot	หม้อรูปทรงสวย		
265	Royal Chest Key	กุญแจที่สามารถเปิดหีบสมบัติได้		
266	Heritage Ring	แหวนหรูหรา		
269	Spicy Powder	ถุงที่ใส่เครื่องเทศ		
270	Eye Berry	ตาของมอนสเตอร์		
271	Immortality ShoChu	เหล้าหายาก		
272	Original Sin Helmet	หมวกของ Hachi		
273	Original Sin Sword	ดาบของ Hachi		
274	Original Sin Armor	เกราะของ Hachi		
275	Obsidian Whetstone	แร่ที่ส่องแสงแวววาว		
276	Fury Dragon Teeth	ฟันของสัตว์ร้าย สามารถนำมาทำเป็นยาได้		
277	Magma	แร่ที่ส่องแสงแวววาว		
278	Fire Refining Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกไฟ		
280	Blueberry Sour	ผลไม้ทั่วไป		
281	Golden Apple	แอ๊ปเปิ้ลสีทอง		
282	Ancient Clay Pot	หม้อที่ใช้ในโบราญ		
283	Ancient Stone	ศิลาที่มีตัวหนังสือโบราญเขียนไว้		
284	Ancient Clay Pot's Fragments	ชิ้นส่วนหม้อ		
285	Ancient Stone Piece	ชิ้นส่วนศิลา		
287	Eden Holy Fruit	ผลไม้เทพ		
288	Curse of Witch	ยันต์จากนักบวชลึกลับ		
289	Wing of Charm	ปีกของนก สามารถนำมาทำเป็นยาได้		
290	Eden Holy Grail	แก้วเหล้าศักดิ์สิทธิ์		
291	Sky passport	พาสปอร์ต		
292	Wind Plate	เกราะที่แข็งแกร่ง		
293	Lubricant	ใช้หล่อลื่นเครื่องจักร		
294	Anti Gravity Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกพิเศษ		
295	Indigo Wisdom Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกใส		
296	Empty Paper Roll	เอกสารสำคัญ		
297	Inscription Rubbing	เอกสารสำคัญ		
300	หมวกกัปตัน H ijack	หมวกกัปตัน		
301	Ancient Gear	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
302	Morgan Pirate Flag	ธงรูปกระโหลก		
303	Plato Sky Passport	พาสปอร์ต		
304	Love Gem	ผลึกแดง		
305	Truth White Flowers	ดอกไม้สีขาว		
306	Handsome love Gift	ห่อของขวัญ		
307	Cleaner	ใช้ทำความสะอาดสิ่งสกปรก		
308	Superalloy Gear	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
309	Iron Helmet	หมวกหรูหรา		
310	 Da Vinci  Design	แบบแปลนที่ Da Vinci วาดขึ้นมาเอง		
311	Driver Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกสีส้ม		
312	Rune Badge	เหรียญสัญลักษณ์		
315	Precious Necklace	สร้อยคอหรูหรา		
316	Precious Ring	แหวนหรูหรา		
317	Aral Sea Water Bottle	ขวดทั่วไป		
318	Filtered Light Water Bottle	ขวดทั่วไป		
319	Deep sea Diamond	เพรชล้ำค่า		
320	Crusader Badge	เหรียญสัญลักษณ์ Crusader		
321	Fiery Machine Gun	ปืนที่มีพลังไฟ		
322	Mermaid Meat	อาหารทะเลปรุงพิเศษ		
323	Skeleton Big Bone	โบราณกระดูกขนาดใหญ่ทั่วไป		
324	Flash Crystal Piece	ชิ้นส่วนผลึกที่ส่องแสงแวววาว		
325	King Clay Pot	แก้วสีทองสำหรับราชา		
326	Royal Gold	เหรียญของ Atlantis 		
327	Frozen Marine Fish	ปลาตัวใหญ่ที่จับได้		
328	Cool Beer	แก้วเหล้าที่มีกลิ่นเหล้าคละคลุ้ง		
329	Revelation Piece	ชิ้นส่วนกระดาษ		
330	Dead Original Sin Stone	แร่ที่ส่องแสงแวววาว		
331	Conductive Antenna	หนามแหลมสีเงิน		
332	King Sword	แก้วสีทองสำหรับราชา		
333	King Gold Cup	แก้วสีทองสำหรับราชา		
335	Spiced Maggot	หนอนที่เพิ่งลืมตาดูโลก		
336	Dirty Soup Spoon	ช้อนซุปธรรมดา		
337	Eagle Eye Drop	ยาที่สร้างตามสูตรเวทย์มนต์		
338	Ghost Blue Eye	ตาของมอนสเตอร์		
339	Shark Hacksaw	สิ่งมีคม		
340	Heinous Canine	ฟันของสัตว์ร้าย สามารถนำมาทำเป็นยาได้		
341	Magma Miso Soup	หม้อที่บรรจุซุปร้อน		
342	Slime Pudding	พุดดิ้งสีฟ้า		
343	Dragon Blood Lord War Book	หนังสือท้ารบ		
344	Hot Blood	ยาสีเลือด		
345	Devil Red Egg	ไข่หลากสี สามารถฟักเป็นสัตว์เลี้ยงแสนน่ารัก		
346	Small Pieces Poseidon Pearl	ไข่มุกหายาก		
347	Hell Soul Stone	แร่ที่ส่องแสงแวววาว		
348	Tear Craw	เล็บของสัตว์ร้าย สามารถทำเป็นยาได้		
349	Butcher Knife	มีดของคนขายเนื้อ		
350	Protein Mucus	ยาที่สร้างตามสูตรเวทย์มนต์		
351	Medium Pieces Poseidon Pearl	ไข่มุกหายาก		
352	Extra Pieces Poseidon Pearl	ไข่มุกหายาก		
355	Taboo Flower	ดอกไม้นรกสีดำ		
356	Whitening Snake Tooth	ฟันของสัตว์ร้าย สามารถนำมาทำเป็นยาได้		
357	Wild Incubation	ไข่หลากสี สามารถฟักเป็นสัตว์เลี้ยงแสนน่ารัก		
358	Desert Island Build Material	ถุงที่ใส่วัสดุ		
359	Poseidon Nightlights	ของชอบของ Siren		
360	Eden Spice	ถุงที่ใส่เครื่องเทศ		
361	Ancient Reel Left Fragment	ม้วนกระดาษเก่าแก่ ได้จากการค้นพบของนักโบราณคดี		
362	Ancient Reel Right Fragment	ม้วนกระดาษเก่าแก่ ได้จากการค้นพบของนักโบราณคดี		
363	Complete Ancient Reel	ม้วนกระดาษที่พบในสถานที่โบราณ มีตัวหนังสือโบราณอยู่		
364	Remain Pottery	หม้อที่ใช้ในสมัยโบราณ		
365	Indigo Wisdom Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกใส		
366	Prophet Revelation	ภัยพิบัติเท่านั้นถึงจะเปิดมันได้		
367	Angel Lamb Chop	สเต็กซี่โครง		
368	Evil Thought Eye	ตาของมอนสเตอร์		
369	Crystal Mask Glue	พุดดิ้งใสสีเขียว		
370	Petal Bouquet	ถุงที่ใส่กลีบดอกไม้		
371	God Love Safflower	ดอกไม้สีแดงสด		
372	Pirate Smelly Boot	รองเท้าของโจรสลัด		
373	Mad Cow Pirate Hat	หมวกกัปตัน		
374	Sleeping Energy Drink	ยาที่สร้างตามสูตรเวทย์มนต์		
375	Fan Letter	จดหมายทั่วไป		
376	Purple Wisdom Crystal	ผลึกโบราณ สามารถใช้เปิดอาวุธเทพได้ และเพิ่มพลังผลึกสีม่วง		
377	Rattled Earring	ตุ้มหูที่มีคนทำหล่นไว้		
378	Mech Factory Sign	นามบัตรของหุ่นยนต์		
379	Grace Diamond	เพรชล้ำค่า		
380	Deserted City Gear	เกียร์ที่ต้องการในการขับเคลื่อนเครื่องจักร		
381	Deserted Book	ม้วนกระดาษโบราณ		
382	Deserted Ore	แร่ที่ทิ้งไว้กระจัดกระจาย		
383	Rosemary Photo Album	รูปของ Rosemary ได้รับความนิยมอย่างมาก		
384	Navy Pay bag	ซองเงินเดือนของเจ้าหน้าที่		
385	Super Nutrition Ration	สารอาหารครบถ้วน และมีรสชาติที่อร่อย		
386	Subjugation Necklace	สร้อยคอจากจักรวรรดิที่ล่มสลาย		
387	Subjugation Ring	แหวนจากจักรวรรดิที่ล่มสลาย		
388	Subjugation Vault Key	กุญแจเข้าสู่จักรวรรดิที่ล่มสลาย		
400	Soul Diamond	เพรชที่สามารถปล่อยพลังวิญญาณออกมาได้		
405	Empire of Mu Crystal	ผลึกที่มีพลังทำลายล้าง		
406	Pirate King Fortress Treasure	ของที่ทำขึ้นมาให้เหมือนของจริง		
407	Odyssey Earring	ตุ้มหูของ Odyssey		
408	Poseidon Instrument	มีพลังของโพไซดอน		
409	Sky Machine Gun	ปืนพลังทำลายสูงของ Hijack 		
410	Sky Serum	เซรั่มที่ Hijack คิดค้นขึ้นมา		
411	Sky Engine oil	น้ำมันเครื่องที่ Hijack ใช้		
412	Navigator Tonic	ยาสำหรับนักเดินเรือ		
413	Navigator Luck	ของนำโชค		
414	Salty Dead Bacon	เบคอนที่ผ่านการปรุงที่ผิดพลาด จึงต้องนำมาล้างน้ำเป็นจำนวนมาก		
415	Dry Bacon	เบคอนแสนอร่อย		
416	Rare Wing	ขนนกจากนกหายาก		
417	Rare Pollen	เกษรจากพืชพิเศษ		
418	Rare Red Meat	เนื้อแดงที่หาได้ยากจากที่นี่		
419	Rare Black Meat	เนื้อสีดำดูหรูหรา		
420	Snow White Meat	เนื้อสีขาวอันน่ากิน		
421	Ice Scale	เกล็ดที่มาจากสิ่งมีชีวิตในทะเล สะท้อนแสงแวววาว		
422	Tiger Tooth	ฟันที่หลุดออกมาเป็นเวลานาน แต่ยังมีความแหลมคมอยู่		
423	white Tooth	ฟันแปลกประหลาด		
424	Doom Live Fish	ปลาที่มีรูปร่างน่ากลัว ปากยังขยับอยู่ตลอดเวลา		
425	Doom Dead Fish	ปลาที่มีรูปร่างน่ากลัว สายตาจับจ้องไม่กระพริบ		
426	Hell Feather	ขนที่มาจากโลกแห่งความมืด		
427	Hell Corner	สามารถแทงทะลุตัวคนได้อย่างง่ายดาย		
428	Hell Carrion	มีกลิ่นเหม็น		
429	Eden Berry	ผลไม้ที่ได้จาก Eden รสชาติเป็นที่ชื่นชอบของใครหลายๆคน		
430	Eden Claw	เขาที่ได้จากสิ่งมีชีวิตใน Eden		
431	Eden Poison	พิษที่ได้จาก Great VenomในEden		
433	South Sea Pepper	เครื่องปรุงที่มีรสเผ็ด		
434	South Sea Pepper Transaction Receipt	ไอเทมนี้สามารถรับรองได้ว่าทำธุระทางการเงินเสร็จสิ้น		
435	Silver Chamber Silver Ticket 1 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
436	Silver Chamber Silver Ticket 5 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
437	Silver Chamber Silver Ticket 10 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
438	Brand Silk	ด้านบนปักลายสวยงาม		
439	Brand Silk Transaction Receipt	ไอเทมนี้สามารถรับรองได้ว่าทำธุระทางการเงินเสร็จสิ้น		
440	Silver Chamber Silver Ticket 5 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
441	Silver Chamber Silver Ticket 10 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
