n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	n_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	n_AVATAR_ADMIX	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
11	翱翔之鷹-上身	ICON_CT_001_003	CT	1	3	2	1;LA	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12	翱翔之鷹-下身	ICON_LG_001_003	LG	1	3	2	1;LC;RC	0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13	水手服-頭飾	ICON_HT_037_000	HT	37	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14	水手服-上身	ICON_CT_037_000	CT	37	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
15	水手服-下身	ICON_LG_037_000	LG	37	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
16	優雅英倫-頭飾	ICON_HT_002_001	HT	2	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
17	優雅英倫-上身	ICON_CT_002_001	CT	2	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
18	優雅英倫-下身	ICON_LG_002_001	LG	2	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
19	青澀童軍-頭飾	ICON_HT_002_002	HT	2	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
20	青澀童軍-上身	ICON_CT_002_002	CT	2	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
21	青澀童軍-下身	ICON_LG_002_002	LG	2	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
22	靈魂導師-頭飾	ICON_HT_002_003	HT	2	3	2	1;BH	0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
23	靈魂導師-上身	ICON_CT_002_003	CT	2	3	2	1;LA;RA	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
24	靈魂導師-下身	ICON_LG_002_003	LG	2	3	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
25	海賊裝束-頭飾	ICON_HT_033_000	HT	33	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
26	海賊裝束-上身	ICON_CT_033_000	CT	33	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
27	海賊裝束-下身	ICON_LG_033_000	LG	33	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
28	無想藍天-頭飾	ICON_HT_003_001	HT	3	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
29	無想藍天-上身	ICON_CT_003_001	CT	3	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
30	無想藍天-下身	ICON_LG_003_001	LG	3	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
31	暴怒狂虎-頭飾	ICON_HT_003_002	HT	3	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
32	暴怒狂虎-上身	ICON_CT_003_002	CT	3	2	2	1;LA	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
33	暴怒狂虎-下身	ICON_LG_003_002	LG	3	2	2	1;BP	0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
34	榮耀軍光-頭飾	ICON_HT_003_003	HT	3	3	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
35	榮耀軍光-上身	ICON_CT_003_003	CT	3	3	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
36	榮耀軍光-下身	ICON_LG_003_003	LG	3	3	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
37	騎士兵-頭飾	ICON_HT_048_000	HT	48	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
38	騎士兵-上身	ICON_CT_048_000	CT	48	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
39	騎士兵-下身	ICON_LG_048_000	LG	48	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
40	皇家軍官-頭飾	ICON_HT_004_001	HT	4	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
41	皇家軍官-上身	ICON_CT_004_001	CT	4	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
42	皇家軍官-下身	ICON_LG_004_001	LG	4	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
43	重裝教士-頭飾	ICON_HT_004_002	HT	4	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
44	重裝教士-上身	ICON_CT_004_002	CT	4	2	2	1;LA;RA\n2;2	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
45	重裝教士-下身	ICON_LG_004_002	LG	4	2	2	1;BP	0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
46	奇術師-頭飾	ICON_HT_005_000	HT	5	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
47	奇術師-上身	ICON_CT_005_000	CT	5	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
48	奇術師-下身	ICON_LG_005_000	LG	5	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
49	荒野過客-頭飾	ICON_HT_005_001	HT	5	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
50	荒野過客-上身	ICON_CT_005_001	CT	5	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
51	荒野過客-下身	ICON_LG_005_001	LG	5	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
52	異世使者-頭飾	ICON_HT_005_002	HT	5	2	2	1;BH	0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
53	異世使者-上身	ICON_CT_005_002	CT	5	2	2	1;LA\n2;2	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0	2;FX_CT_005_002LA		0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
54	異世使者-下身	ICON_LG_005_002	LG	5	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
64	指導者-頭飾	ICON_HT_007_000	HT	7	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
65	指導者-上身	ICON_CT_007_000	CT	7	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
66	指導者-下身	ICON_LG_007_000	LG	7	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
67	櫻花千眼-頭飾	ICON_HT_007_001	HT	7	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
68	櫻花千眼-上身	ICON_CT_007_001	CT	7	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
69	櫻花千眼-下身	ICON_LG_007_001	LG	7	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
70	夢幻之印-頭飾	ICON_HT_007_002	HT	7	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
71	夢幻之印-上身	ICON_CT_007_002	CT	7	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
72	夢幻之印-下身	ICON_LG_007_002	LG	7	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
73	紅焰鎧甲-頭飾	ICON_HT_008_000	HT	8	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
74	紅焰鎧甲-上身	ICON_CT_008_000	CT	8	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
75	紅焰鎧甲-下身	ICON_LG_008_000	LG	8	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
76	詛咒之幕-頭飾	ICON_HT_008_001	HT	8	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
77	詛咒之幕-上身	ICON_CT_008_001	CT	8	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
78	詛咒之幕-下身	ICON_LG_008_001	LG	8	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
79	寒冰獸牙-頭飾	ICON_HT_008_002	HT	8	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
80	寒冰獸牙-上身	ICON_CT_008_002	CT	8	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
81	寒冰獸牙-下身	ICON_LG_008_002	LG	8	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
82	皇室貴族-頭飾	ICON_HT_009_002	HT	9	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
83	皇室貴族-上身	ICON_CT_009_002	CT	9	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
84	皇室貴族-下身	ICON_LG_009_002	LG	9	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
85	蒼天之羽-頭飾	ICON_HT_009_001	HT	9	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
86	蒼天之羽-上身	ICON_CT_009_001	CT	9	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
87	蒼天之羽-下身	ICON_LG_009_001	LG	9	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
88	幽闇元素-頭飾	ICON_HT_036_000	HT	36	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
89	幽闇元素-上身	ICON_CT_036_000	CT	36	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
90	幽闇元素-下身	ICON_LG_036_000	LG	36	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
91	銃機小隊-頭飾	ICON_HT_010_000	HT	10	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
92	銃機小隊-上身	ICON_CT_010_000	CT	10	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
93	銃機小隊-下身	ICON_LG_010_000	LG	10	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
94	邱比特-頭飾	ICON_HT_010_001	HT	10	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
95	邱比特-上身	ICON_CT_010_001	CT	10	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
96	邱比特-下身	ICON_LG_010_001	LG	10	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
97	戰爭機器-頭飾	ICON_HT_010_002	HT	10	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
98	戰爭機器-上身	ICON_CT_010_002	CT	10	2	2	1;RA	0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
99	戰爭機器-下身	ICON_LG_010_002	LG	10	2	2	1;LC;RC	0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
106	黑夜巫師-頭飾	ICON_HT_012_000	HT	12	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
107	黑夜巫師-上身	ICON_CT_012_000	CT	12	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
108	黑夜巫師-下身	ICON_LG_012_000	LG	12	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
109	吟遊詩人-頭飾	ICON_HT_012_001	HT	12	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
110	吟遊詩人-上身	ICON_CT_012_001	CT	12	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
111	吟遊詩人-下身	ICON_LG_012_001	LG	12	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
112	神火使徒-頭飾	ICON_HT_012_002	HT	12	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
113	神火使徒-上身	ICON_CT_012_002	CT	12	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
114	神火使徒-下身	ICON_LG_012_002	LG	12	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
115	穹蒼獸甲-頭飾	ICON_HT_013_000	HT	13	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
116	穹蒼獸甲-上身	ICON_CT_013_000	CT	13	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
117	穹蒼獸甲-下身	ICON_LG_013_000	LG	13	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
118	煉獄之華-頭飾	ICON_HT_013_001	HT	13	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
119	煉獄之華-上身	ICON_CT_013_001	CT	13	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
120	煉獄之華-下身	ICON_LG_013_001	LG	13	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
121	深淵戰甲-頭飾	ICON_HT_013_002	HT	13	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
122	深淵戰甲-上身	ICON_CT_013_002	CT	13	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
123	深淵戰甲-下身	ICON_LG_013_002	LG	13	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
124	蔚藍風-頭飾	ICON_HT_035_000	HT	35	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
125	蔚藍風-上身	ICON_CT_035_000	CT	35	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
126	蔚藍風-下身	ICON_LG_035_000	LG	35	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
127	但丁-頭飾	ICON_HT_016_000_M	HT	16	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	3	260		0	0	10	1	1		17501			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
128	但丁-衣裝	ICON_CT_016_000_M	CT	16	0	2		0	1	1	0	1	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		17501			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
129	煉獄女王-頭飾	ICON_HT_016_000_F	HT	16	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	3	260		0	0	10	1	1		17501			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
130	煉獄女王-衣裝	ICON_CT_016_000_F	CT	16	0	2		0	1	1	0	2	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		17501			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
131	闇鎧騎士-頭飾	ICON_HT_028_001	HT	28	1	2		0	1	1	0	1	0	0	0	0	1	1	131072	3	256		0	0	10	1	1		17503			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
132	闇鎧騎士-上身	ICON_CT_028_001	CT	28	1	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17503			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
133	闇鎧騎士-下身	ICON_LG_028_001	LG	28	1	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17503			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
134	摩根-頭飾	ICON_HT_017_000_F	HT	17	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		17512			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
135	摩根-上身	ICON_CT_017_000_F	CT	17	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		17512			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
136	摩根-下身	ICON_LG_017_000_F	LG	17	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		17512			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
