n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	n_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	n_AVATAR_ADMIX	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
11	特級奇蹟之鎚(防具)	ICON_MISSION_041_003		0	0	0		0	3	1	1	0	0	0	0	0	0	0	0	0	0	41;10;7936	346	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12	特級奇蹟之鎚(飾品)	ICON_MISSION_041_001		0	0	0		0	3	1	1	0	0	0	0	0	0	0	0	0	0	41;10;122880	346	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13	回復靈藥	ICON_LIQUID_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	34;50	108	108	1	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14	猜猜樂放水券	ICON_DOCUMENT_012_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		0	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
15	初級上限突破晶石	ICON_GEM_002_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	44;1;20	432	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
16	高級上限突破晶石	ICON_GEM_002_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	44;1;25	432	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
17	士氣恢復劑	ICON_MISSION_049_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		492	110	1	1	999		0			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
18	商會認證勳章	ICON_MARK_000_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	45;1	433	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
19	傳聲獸角	ICON_MISSION_010_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
20	角色編輯服務	ICON_DOCUMENT_010_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		443	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
21	煉白方玉	ICON_OTHERS_003_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		546	110	1	1	999		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
22	煉碧方玉	ICON_OTHERS_003_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		551	110	1	1	999		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
23	煉藍方玉	ICON_OTHERS_003_002		0	0	0		0	3	1	1	0	0	0	0	0	0	0	0	0	0		556	110	1	1	999		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
24	結算寶箱多選服務	ICON_DOCUMENT_010_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		569	110	1	1	999		0			0	0	0	1.05.0000	1.07.0000	1.07.0000	1.07.0000
25	染色消除劑	ICON_COMPO_000_004		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	50	572	110	10	1	999		0			0	0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
26	能量水晶	ICON_OTHERS_008_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	579	110	1	1	999		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
27	副職遺忘寶典	ICON_BOOK_001_000		0	0	0		0	4	1	1	0	0	0	0	0	0	0	0	0	0		586	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
31	完美船染料	ICON_DYE_001_000		0	0	0		0	3	1	0	0	0	0	0	0	0	0	0	0	0	26;1;255	0	0	10000	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
32	完美染色劑	ICON_DYE_000_000		0	0	0		0	3	1	0	0	0	0	0	0	0	0	0	0	0	27;1;255	0	0	10000	1	25		0			0	0	0	1.00.0000	1.08.0000	1.08.0000	1.08.0000
101	賽蓮看板	ICON_ST_001_001		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		801	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
102	奧德賽看板	ICON_ST_001_002		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		802	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
103	柏拉圖看板	ICON_ST_001_003		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		803	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
104	美狄亞看板	ICON_ST_001_004		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		804	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
105	蘿絲瑪莉看板	ICON_ST_001_005		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		805	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
106	安潔莉娜公主看板	ICON_ST_001_006		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		806	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
107	安潔莉娜海盜看板	ICON_ST_001_007		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		807	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
108	哥倫布看板	ICON_ST_001_008		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		808	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
109	山本五十六看板	ICON_ST_001_009		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		809	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
110	蘿辣看板	ICON_ST_001_010		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		810	110	1	1	999		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
131	擺攤格數擴充1格	ICON_Stall		0	0	0		0	2	30	30	0	0	0	0	0	0	0	0	0	0		831	110	1	1	10		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
141	鑲嵌格擴充工具	ICON_Collect_Treasure_048_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	53	835	110	1	1	25		0			0	0	0	2.00.0000	1.08.0000	1.08.0000	1.08.0000
201	男髮型改造卷9	ICON_HR_029_000_M		0	0	0		0	2	1	0	1	0	0	0	0	0	0	0	0	0	54;3;029	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
202	男髮型改造卷10	ICON_HR_030_000_M		0	0	0		0	2	1	0	1	0	0	0	0	0	0	0	0	0	54;3;030	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.21.0000	1.30.0000
301	女髮型改造卷9	ICON_HR_029_000_F		0	0	0		0	2	1	0	2	0	0	0	0	0	0	0	0	0	54;3;029	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
302	女髮型改造卷10	ICON_HR_030_000_F		0	0	0		0	2	1	0	2	0	0	0	0	0	0	0	0	0	54;3;030	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.21.0000	1.30.0000
401	染髮劑-紅	ICON_HR_029_000		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;000	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
402	染髮劑-紫	ICON_HR_029_001		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;001	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
403	染髮劑-黃	ICON_HR_029_002		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;002	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
404	染髮劑-銀	ICON_HR_029_003		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;003	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
405	染髮劑-黑	ICON_HR_029_004		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;004	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
406	染髮劑-藍	ICON_HR_029_005		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;005	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
407	染髮劑-綠	ICON_HR_029_006		0	0	0		0	2	1	0	0	0	0	0	0	0	0	0	0	0	54;4;006	836	0	10	1	25		0			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
1001	VIP服務契約(30天)	ICON_VIP_000_000		0	0	0		0	4	1	1	0	0	0	0	0	0	0	0	0	0		300	110	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1002	背包租用契約(30天)	ICON_SERVICE_000_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		143	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1003	倉庫租用契約(30天)	ICON_SERVICE_000_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		145	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1005	戰鬥經驗庇護(7天)	ICON_SERVICE_001_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		358	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1006	幸運採集庇護(7天)	ICON_SERVICE_003_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		297	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1007	戰鬥技能庇護(7天)	ICON_SERVICE_002_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		359	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1008	交易所上限租用契約(30天)	ICON_SERVICE_000_002		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		148	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1009	隨身倉庫服務(7天)	ICON_SERVICE_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		434	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1010	隨身保管箱服務(7天)	ICON_SERVICE_004_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		435	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1011	隨身交易所服務(7天)	ICON_SERVICE_004_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0		436	0	1	1	999		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1051	背包租用契約(1天)	ICON_SERVICE_000_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0		149	0	1	1	999		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
3001	灰色男孩-內褲	ICON_PA_100_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303001	1	0	1	1	1		0		6	1	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
3002	迷彩幻光-內褲	ICON_PA_100_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303002	1	110	1	1	1		0		6	1	0	8192	OUT	1.30.0000	1.30.0000	1.30.0000
3004	粉紅少女-內褲	ICON_PA_000_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303004	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3005	粉紅少女-內衣	ICON_BR_000_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303005	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3006	紫色波浪-內褲	ICON_PA_000_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303006	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3007	紫色波浪-內衣	ICON_BR_000_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303007	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3008	純潔百合-內褲	ICON_PA_000_002		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303008	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3009	純淨百合-內衣	ICON_BR_000_002		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2303009	1	0	1	1	1		0		1	1	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
4001	但丁-頭飾	ICON_HT_016_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300127	1	0	1	1	1		0		47	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4002	但丁-衣裝	ICON_CT_016_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300128	1	0	1	1	1		0		47	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4003	煉獄女王-頭飾	ICON_HT_016_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300129	1	0	1	1	1		0		47	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4004	煉獄女王-衣裝	ICON_CT_016_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300130	1	0	1	1	1		0		47	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4005	闇鎧騎士-頭飾	ICON_HT_028_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300131	1	0	1	1	1		0		2	1	0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
4006	闇鎧騎士-上身	ICON_CT_028_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300132	1	0	1	1	1		0		2	1	0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
4007	闇鎧騎士-下身	ICON_LG_028_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300133	1	0	1	1	1		0		2	1	0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
4008	摩根-頭飾	ICON_HT_017_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300134	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4009	摩根-上身	ICON_CT_017_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300135	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4010	摩根-下身	ICON_LG_017_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300136	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4011	冒險公爵-頭飾	ICON_HT_029_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300137	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4012	冒險公爵-上身	ICON_CT_029_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300138	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4013	冒險公爵-下身	ICON_LG_029_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300139	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4014	蘿辣-頭飾	ICON_HT_018_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300140	1	0	1	1	1		0		2	1	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
4015	蘿辣-上身	ICON_CT_018_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300141	1	0	1	1	1		0		2	1	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
4016	蘿辣-下身	ICON_LG_018_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300142	1	0	1	1	1		0		2	1	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
4017	賽費羅斯-頭飾	ICON_HT_019_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300143	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4018	賽費羅斯-上身	ICON_CT_019_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300144	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4019	賽費羅斯-下身	ICON_LG_019_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300145	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4020	菲歐娜-眼罩	ICON_MK_001_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300146	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4021	菲歐娜-上身	ICON_CT_019_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300147	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4022	菲歐娜-下身	ICON_LG_019_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300148	1	0	1	1	1		0		2	1	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
4023	賽蓮-頭飾	ICON_HT_020_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300149	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4024	賽蓮-衣裝	ICON_CT_020_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300150	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4025	賽蓮-背翅	ICON_BK_007_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300151	1	0	1	1	1		0		2	1	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
4032	麗鎧騎士-頭飾	ICON_HT_028_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300158	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4033	麗鎧騎士-上身	ICON_CT_028_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300159	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4034	麗鎧騎士-下身	ICON_LG_028_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300160	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4035	鬼骸艦長-頭飾	ICON_HT_046_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300161	1	0	1	1	1		0		2	1	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
4036	鬼骸艦長-衣裝	ICON_CT_046_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300162	1	0	1	1	1		0		2	1	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
4051	律法執行者-頭飾	ICON_HT_030_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300207	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4052	律法執行者-上身	ICON_CT_030_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300208	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4053	律法執行者-下身	ICON_LG_030_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300209	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4057	千帆鬥者-頭飾	ICON_HT_032_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300213	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4058	千帆鬥者-上身	ICON_CT_032_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300214	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4059	千帆鬥者-下身	ICON_LG_032_001		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300215	1	0	1	1	1		0		2	1	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
4063	鬼骸艦長-眼罩	ICON_MK_011_000		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300219	1	0	1	1	1		0		2	1	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
4064	聖誕情人(溫暖)-上身	ICON_CT_047_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300220	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4065	聖誕情人(溫暖)-下身	ICON_LG_047_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300221	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4066	聖誕情人(俏麗)-上身	ICON_CT_047_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300222	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4067	聖誕情人(俏麗)-下身	ICON_LG_047_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300223	1	0	1	1	1		0		2	1	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
4068	浪漫情人-頭飾	ICON_HT_049_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300224	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
4069	浪漫情人-上身	ICON_CT_049_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300225	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
4070	浪漫情人-下身	ICON_LG_049_000_M		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300226	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
4071	紅粉佳人-頭飾	ICON_HT_049_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300227	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
4072	紅粉佳人-上身	ICON_CT_049_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300228	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
4073	紅粉佳人-下身	ICON_LG_049_000_F		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0	32;1;2300229	1	0	1	1	1		0		2	1	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
