n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	n_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	n_AVATAR_ADMIX	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
40	中級遺忘青丸	ICON_EMBED_004_002		0	0	0		0	2	1	1	0	0	0	0	0	0	0	0	0	0		584	110	100000	1	25		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
41	高級遺忘青丸	ICON_EMBED_004_002		0	0	0		0	3	1	1	0	0	0	0	0	0	0	0	0	0		585	110	200000	1	25		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
42	副職遺忘之書	ICON_BOOK_001_001		0	0	0		0	3	1	1	0	0	0	0	0	0	0	0	0	0		588	110	100000	1	1		0			0	0	0	2.00.0000	1.07.0000	1.07.0000	1.07.0000
46	回血方晶			0	0	11		0	1	1	0	0	0	0	0	0	0	0	0	0	0	25;312	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
47	集氣方晶			0	0	10		0	1	1	0	0	0	0	0	0	0	0	0	0	0	25;298	0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
48	營養蘇打包	ICON_BAG_002_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		621	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
49	營養餅乾包	ICON_BAG_002_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		622	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
50	營養鯛魚燒包	ICON_BAG_002_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		623	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
51	營養串丸子包	ICON_BAG_002_001		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		624	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
52	大包營養包	ICON_BAG_002_004		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		625	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
53	船員友好秘訣	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		635	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
54	特殊材料袋	ICON_BAG_000_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		636	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
55	史萊姆寶箱	ICON_CONTAINER_015_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		637	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
56	奇蹟之槌寶箱	ICON_CONTAINER_017_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		638	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	OUT	1.07.0000
60	提煉保障娃娃	ICON_MISSION_077_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0		295	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
61	初級魂玉轉換錄	ICON_BOOK_000_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	49	538	110	5000	1	25		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
62	高級魂玉轉換錄	ICON_BOOK_000_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	49	539	110	10000	1	25		0			0	0	0	1.04.0000	1.07.0000	1.07.0000	1.07.0000
63	古老悠久娃娃	ICON_MISSION_022_001		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0		642	110	4	1	25		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
64	悠久膠囊	ICON_MISSION_035_001		0	0	0		10	1	1	0	0	0	0	0	0	0	0	0	0	0		643	110	1	1	25		0			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
84	空白的筆友瓶中信	ICON_CONTAINER_004_000		0	0	0		54	2	1	30	0	0	0	0	0	0	0	0	0	0		141	0	100	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
85	筆友瓶中信	ICON_CONTAINER_009_000		0	0	0		54	2	1	1	0	0	0	0	0	0	0	0	0	0		141	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
86	打撈到的筆友瓶中信	ICON_CONTAINER_009_000		0	0	0		54	2	1	1	0	0	0	0	0	0	0	0	0	0		141	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
87	瓶中信	ICON_CONTAINER_007_000		0	0	0		23	2	1	1	0	0	0	0	0	0	0	0	0	0		141	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
91	一級船員裝備盒	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		220	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
92	二級船員裝備盒	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		221	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
93	三級船員裝備盒	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		222	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
94	四級船員裝備盒	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		223	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
95	五級船員裝備盒	ICON_BOX_001_000		0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	0		224	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
98	功勳值果凍	ICON_MISSION_013_002		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0		378	110	10	1	25		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
99	能量水晶(普)	ICON_OTHERS_008_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0	2	579	110	1	1	25		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
100	能量水晶(普)	ICON_OTHERS_008_000		0	0	0		10	1	1	1	0	0	0	0	0	0	0	0	0	0	2	579	110	1	1	25		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
101	黯淡的光菱	ICON_MISSION_053_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;1	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
102	微暗的光菱	ICON_MISSION_053_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;2	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
103	光菱	ICON_MISSION_053_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;3	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
104	閃亮的光菱	ICON_MISSION_053_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;4	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
105	刺眼的光菱	ICON_MISSION_053_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;5	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
106	受傷的邪眼	ICON_MISSION_057_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;6	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
107	無神的邪眼	ICON_MISSION_057_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;7	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
108	邪眼	ICON_MISSION_057_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;8	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
109	凝視的邪眼	ICON_MISSION_057_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;9	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
110	炯炯有神的邪眼	ICON_MISSION_057_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;10	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
111	破裂的岩皮	ICON_MISSION_071_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;11	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
112	低劣的岩皮	ICON_MISSION_071_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;12	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
113	岩皮	ICON_MISSION_071_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;13	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
114	紮實的岩皮	ICON_MISSION_071_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;14	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
115	堅硬的岩皮	ICON_MISSION_071_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;15	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
116	破裂的水晶骷髏	ICON_MISSION_086_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;16	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
117	黯淡的水晶骷髏	ICON_MISSION_086_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;17	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
118	水晶骷髏	ICON_MISSION_086_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;18	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
119	閃亮的水晶骷髏	ICON_MISSION_086_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;19	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
120	刺眼的水晶骷髏	ICON_MISSION_086_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;20	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
121	失效的灰石護符	ICON_MISSION_081_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;21	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
122	模糊的灰石護符	ICON_MISSION_081_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;22	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
123	灰石護符	ICON_MISSION_081_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;23	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
124	清晰的灰石護符	ICON_MISSION_081_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;24	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
125	強效的灰石護符	ICON_MISSION_081_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;25	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
126	破裂的龍骨項鍊	ICON_MISSION_088_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;26	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
127	瑕疵的龍骨項鍊	ICON_MISSION_088_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;27	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
128	龍骨項鍊	ICON_MISSION_088_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;28	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
129	堅硬的龍骨項鍊	ICON_MISSION_088_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;29	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
130	完美的龍骨項鍊	ICON_MISSION_088_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;30	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
131	駑鈍的獸爪	ICON_MISSION_046_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;31	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
132	幼獸的獸爪	ICON_MISSION_046_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;32	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
133	獸爪	ICON_MISSION_046_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;33	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
134	成熟的獸爪	ICON_MISSION_046_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;34	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
135	銳利的獸爪	ICON_MISSION_046_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;35	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
136	駑鈍引導針	ICON_MISSION_012_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;36	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
137	瑕疵引導針	ICON_MISSION_012_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;37	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
138	引導針	ICON_MISSION_012_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;38	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
139	兼任引導針	ICON_MISSION_012_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;39	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
140	完美引導針	ICON_MISSION_012_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;40	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
141	裂痕的靜水晶	ICON_MISSION_001_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;41	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
142	黯淡的靜水晶	ICON_MISSION_001_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;42	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
143	靜水晶	ICON_MISSION_001_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;43	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
144	清晰的靜水晶	ICON_MISSION_001_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;44	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
145	光亮的靜水晶	ICON_MISSION_001_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;45	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
146	平靜的鬼錘	ICON_MISSION_041_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;46	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
147	顫動的鬼錘	ICON_MISSION_041_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;47	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
148	鬼錘	ICON_MISSION_041_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;48	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
149	低鳴的鬼錘	ICON_MISSION_041_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;49	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
150	暴虐的鬼錘	ICON_MISSION_041_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;50	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
151	字數不多的祈禱詩	ICON_MISSION_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;51	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
152	單行的祈禱詩	ICON_MISSION_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;52	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
153	祈禱詩	ICON_MISSION_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;53	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
154	數行的祈禱詩	ICON_MISSION_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;54	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
155	豐富的祈禱詩	ICON_MISSION_004_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;55	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
156	淨化的邪魅面具	ICON_MISSION_039_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;56	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
157	衰弱的邪魅面具	ICON_MISSION_039_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;57	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
158	邪魅面具	ICON_MISSION_039_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;58	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
159	低鳴的邪魅面具	ICON_MISSION_039_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;59	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
160	狂笑的邪魅面具	ICON_MISSION_039_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;60	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
161	無神的校正之眼	ICON_MISSION_057_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;61	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
162	疲倦的校正之眼	ICON_MISSION_057_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;62	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
163	校正之眼	ICON_MISSION_057_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;63	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
164	瞪視的校正之眼	ICON_MISSION_057_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;64	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
165	靈動的校正之眼	ICON_MISSION_057_001		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;65	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
166	雜亂的幸運羽毛	ICON_OTHERS_006_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;66	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
167	捲曲的幸運羽毛	ICON_OTHERS_006_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;67	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
168	幸運羽毛	ICON_OTHERS_006_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;68	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
169	漂亮的幸運羽毛	ICON_OTHERS_006_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;69	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
170	完美的幸運羽毛	ICON_OTHERS_006_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;70	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
171	黯淡的脫力水晶	ICON_OTHERS_003_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;71	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
172	微暗的脫力水晶	ICON_OTHERS_003_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;72	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
173	脫力水晶	ICON_OTHERS_003_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;73	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
174	閃亮的脫力水晶	ICON_OTHERS_003_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;74	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
175	刺眼的脫力水晶	ICON_OTHERS_003_002		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;75	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
176	黯淡的凹凸水晶	ICON_OTHERS_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;76	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
177	微暗的凹凸水晶	ICON_OTHERS_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;77	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
178	凹凸水晶	ICON_OTHERS_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;78	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
179	閃亮的凹凸水晶	ICON_OTHERS_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;79	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
180	刺眼的凹凸水晶	ICON_OTHERS_007_000		0	0	0		0	1	1	1	0	0	0	0	0	0	0	0	0	0	31;80	210	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
