n_ID	s_NAME	s_ID_MODEL_CLASS	n_ID_MODEL	n_ID_MAP	s_PREDESCRIPT	s_OUTFIT	n_BOUNDARY	n_HEIGHT	n_LEVEL_MIN	n_LEVEL_MAX	n_RANK	f_RATIO_EXP	f_RATIO_SP	s_PROPERTIES	n_SPEED_WALK	n_SPEED_RUN	n_VEHICLE	n_AI_WANDER	n_AI_COMBAT	n_AI_TACTIC	s_SKILLS	n_DEADMISSILE	n_CONDITION	n_SKIN_COLOR	s_FX_SELECT	n_WATER_DOWN	s_FX_GORE	n_INTIMATE	n_CREDIT	n_PVPSCORE	n_MOB_APPEAR	n_DROP_RANGE	n_DROPS_EQUIPMENT	n_DROPS_NORMAL	n_DROPS_SPECIALLY	n_DROP_FLOOR	n_DROPS_QUEST	s_QUEST_BEGIN	s_QUEST_END	n_CAPABILITY	s_ICON	s_LOCATION	n_GM_SWITCH	n_FITTINGROOM_DISTANCE	n_FITTINGROOM_HEIGHT	s_NPC_VOICE	s_ROLE_GRAPHIC	n_BROADCAST	n_MOB_USAGE	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
605	哥倫布	M055	0	0		M055_000_000_N	100	210	92	92	0	0.0	0.0	0	440	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700605	514	514;872	1			0	0	0	93;94;95	COLUMBUS_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
606	海上亡靈	M008	0	0		M008_000_000_SP1;M008_000_000_SP2	150	210	90	92	1	1.0	1.0	400;7042	100	650	0	11	180	1	3160;3168;3161;3162;3164	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700606			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
607	巫髏大副	M026	0	2		M026_000_002_N	100	175	94	94	0	0.0	0.0	7133	440	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700607	527	527	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
608	巫髏水手	M026	0	0		M026_000_000_SP1;M026_000_000_SP2	130	220	93	95	1	1.0	1.0	400;7131	100	650	0	11	360	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700608			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
609	拉爾金	MALE	0	0	P_MALE_FIST	P_MALE_003_002_LARGIN	75	170	60	60	0	0.0	0.0	0	440	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700609			0			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
610	半獸人王摩多	M017	0	1		M017_000_001_SP1;M017_000_001_SP2	170	290	52	54	1	1.0	1.0	400;7083	100	650	0	11	270	1	3340;3343;3347	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700610			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
611	瘋玫瑰維吉娜	M019	2	0		M019_002_000_N;M019_002_000_SP1	100	150	52	54	1	1.0	1.0	400;7097	100	650	0	11	290	1	3380;3383;3391;3389;3385	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700611			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
612	落難的冒險者	MALE	0	0	P_MALE_FIST	P_MALE_001_000_GIBSON;P_MALE_009_000_JEFFERY;P_MALE_003_000_N;P_MALE_002_000_PAK;P_MALE_004_000_N	75	170	10	10	0	0.0	0.0	8011	0	0	0	1	0	0		8613	29	0		75		0	0	0	1	200	0	0	0	0	8700612			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
613	暴怒金剛	M003	0	2		M003_000_002_SP2	170	190	53	55	1	1.0	1.0	400;7020	100	650	0	11	130	1	3060;3060;3062;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700614			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
614	嗜血狂虎	M002	0	2		M002_000_002_SP3	230	290	53	55	1	1.0	1.0	400;7015	100	650	0	11	120	1	3040;3040;3042;3040	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700613			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
615	落難的冒險者	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_001_000_N;P_FEMALE_002_000_MIX;P_FEMALE_003_000_N;P_FEMALE_004_000_N;P_FEMALE_009_000_AMANDA	75	150	10	10	0	0.0	0.0	8011	0	0	0	1	0	0		8613	29	0		75		0	0	0	1	200	0	0	0	0	8700615			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
616	巨刃菲利斯丹	M017	0	1		M017_000_001_BOSS	200	300	58	60	1	1.0	1.0	416;7083	100	650	0	11	270	1	3340;3343;3347	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700616			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
617	柏拉圖	M012	0	0		M012_000_000_N	100	195	80	80	0	0.0	0.0	7060	440	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700617	387	361;387	1			0	0	0	23;25;27	PLATO_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
618	鳥妖	M022	0	2		M022_000_002_SP2	100	250	80	82	1	1.0	1.0	400;7112	100	650	0	11	320	1	3440;3441;3446;3447;3450;3452	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700618			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
619	海蛇	M021	0	0		M021_000_000_SP2	120	155	80	82	1	1.0	1.0	400;7105	100	650	0	11	310	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700619			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
621	哥倫布	M055	0	0		M055_000_000_N	100	210	113	113	0	0.0	0.0	0	440	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700621	665;3033	666;3033	1			0	0	0	93;95;97	COLUMBUS_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
622	艾波	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_001_APPLE	75	150	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700622	3112	3112	1			0	0	0	201		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
623	喬治	M070	0	2		M070_000_002_N	100	175	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700623	894;3151	907;3151	1			0	0	0	121		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
624	陶比	M070	0	0		M070_000_000_N	100	175	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700624	41;917;3180;3182;7172;3229	917;3180;3182;3229	1	Icon_Map_Wine		0	0	0	121		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
625	保羅	M010	0	0		M010_000_000_SP2	150	240	105	110	0	0.0	0.0	7048	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700625			0			0	0	0	21		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
626	西西莉亞	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_005_001_SECILIA	75	150	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700626	7065;7069;7073;7077;9022	7065;7069;7073;7077;9022	1			0	0	0	202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
627	席爾巴	MALE	0	0	P_MALE_FIST	P_MALE_017_000_SILVER	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700627		7023;7024;7025;7026;7027;7028;7029;7030;7060;7061	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
631	宮殿禁衛軍	MALE	0	0	P_MALE_FIST	P_MALE_004_001_PALACEGUARD	75	170	120	120	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700630			0			0	0	0	161		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
632	公主親衛隊	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_004_001_PRINCESSGUARD	75	150	125	125	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700632			0			0	0	0	204		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
633	海軍總部衛兵	MALE	0	0	P_MALE_FIST	P_MALE_004_000_SP1	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700633	7526	7526	0			0	0	0	162		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
634	海軍企鵝下兵	M024	0	0		M024_000_000_N	75	120	25	25	0	0.0	0.0	8200	80	80	0	33	12	1	8084;8085;8086;8087;8088;8089	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700634			1			0	0	0	48;49		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
635	雷歐	M001	3	1		M001_003_001_SP2	200	210	105	110	0	0.0	0.0	8200;7012	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700635	7115;7117;7119;7121;7123;7125;7127;7129;7131;7133;7135;7137;7139;7141;7143;7145;7147;7149;7151;7153;7155;7157	7114;7115;7117;7118;7119;7121;7122;7123;7125;7126;7127;7129;7130;7131;7133;7134;7135;7137;7138;7139;7141;7142;7143;7145;7146;7147;7149;7150;7151;7153;7154;7155;7157;933	1			0	0	0	2		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
636	莫妮卡	M019	3	0		M019_003_000_N	100	160	105	110	0	0.0	0.0	8200;7098	100	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700636	929;930	929;930	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
637	百慕達裂縫		0	0		INVISIBLE	300	600	120	120	0	0.0	0.0	7156;99999	0	0	0	2	0	0		0	15	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700637			0			0	0	0			0	7	1.00.0000	1.00.0000	1.07.0000	1.07.0000
638	皇家港公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700638	924;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;7000;7001;7002;7003;7004;7005;7006;7007;7008;7009;7010;7011;7012;7013;7014;7015;7016;7017;7018;7019;7020;7021;7022;7023;7024;7025;7026;7027;7028;7029;7030;7060;7061;7064;7158;8137;7160;7161;7162;7163;7164;7165;7166;7167;7168;7169;7170;7171	915;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;7064;7158;8137	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
639	巴巴羅沙	MALE	0	0	P_MALE_FIST	P_MALE_001_003_BARBAROSA	75	170	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700639		7012;7013;7014;7015;7016;7017;7018;7019;7020;7021;7022	1			0	0	0	181		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
640	瘋玫瑰維吉娜	MALE	0	0	P_FEMALE_DUAL	P_FEMALE_003_000_ARENAFIGHTER	75	150	105	110	0	0.0	0.0	8009;99999	150	650	0	101	3	1	8056;8057;8058	0	1	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700640			0			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
641	吐血龍諾曼	M017	0	1		M017_000_001_SP3	200	300	105	110	0	0.0	0.0	7083;99999	150	650	0	102	3	1	3342;3343;3347	0	1	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700641			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
642	壞人菲力	MALE	0	0	P_MALE_SINGLE	P_MALE_012_001_PHILI2	100	170	70	70	0	1.0	1.0	8009	100	150	0	11	460	1	3720;3721	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700642			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
643	阿米娜	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_006_001_AMINA	75	150	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700643	3129	3129	1			0	0	0	201		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
644	安潔莉娜	M077	0	0		M077_000_000_N	75	165	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700644	572;579	545;577	1			0	0	0	141;142;143	ANGELINA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
645	安潔莉娜	M077	0	0		M077_000_000_N	75	165	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700645	573;574;575;576;577	572;573;574;575;576	1			0	0	0	139;140;141	ANGELINA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
646	集中營守衛	M026	0	2		M026_000_002_SP2	130	220	104	104	0	0.0	0.0	7133	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700646			0			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
647	集中營守衛	M026	0	2		M026_000_002_SP3	130	255	104	104	0	0.0	0.0	7133	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700647			0			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
648	憤怒的難民	MALE	0	0	P_MALE_FIST	P_MALE_015_000_SLAVE	75	170	104	104	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700648	750;753	750;752	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
649	口渴的難民	MALE	0	0	P_MALE_FIST	P_MALE_015_000_RICK	75	170	104	104	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700649	751;752	751	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
650	巫髏軍團軍官	M026	0	1		M026_000_001_SP3	130	255	104	104	0	0.0	0.0	7132	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700650		753	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
651	戴肯	M026	1	0		M026_001_000_BOSS	150	300	104	104	0	0.0	0.0	7134	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700651	580	579;580	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
652	海魅影	M076	0	0		M076_000_000_N	100	233	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700652	583;584;585;586;588;858	583;584;585;586;588;858	1			0	0	0	7;8;9;10	SHADOW_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
653	驚慌的女子	M071	0	3		M071_000_003_SP2	75	165	104	104	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700653	582	582	1			0	0	0	201;202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
654	逃難的女子	M071	0	3		M071_000_003_SP1	75	135	104	104	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700654	581	581	1			0	0	0	201;202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
655	山迪諾	M026	0	0		M026_000_000_SP3	150	300	104	104	0	0.0	0.0	7131	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700655	754;755;756;757	754;755;756;757	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
656	海底十字軍	M019	0	1		M019_000_001_SP3	100	170	104	104	0	0.0	0.0	8009;7094	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700656			0			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
657	巫髏水手	M026	0	0		M026_000_000_SP1;M026_000_000_SP2	130	220	99	101	1	1.0	1.0	400;7131	100	650	0	16	361	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700657			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
658	巫髏大副	M026	0	2		M026_000_002_SP1;M026_000_002_SP2	130	220	99	101	1	1.0	1.0	400;7133	100	650	0	16	361	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700658			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
659	巫髏千夫長	M026	0	1		M026_000_001_SP1;M026_000_001_SP2	130	220	99	101	1	1.0	1.0	400;7132	100	650	0	16	361	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700659			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
660	巫髏軍長‧勒比亞	M026	0	1		M026_000_001_SP3	130	255	99	101	1	1.0	1.0	416;7132	100	650	0	11	362	1	3521;3520;3524;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700660			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
661	異域魔犬	M000	1	0		M000_001_000_SP2	190	190	99	101	1	1.0	1.0	400;7003	100	650	0	16	100	1	3000;3001;3002;3006	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802204	0	8700661			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
662	深淵魔犬	M000	1	0		M000_001_000_SP3	270	270	99	101	1	1.0	1.0	416;7003	100	650	0	11	102	1	3000;3001;3002;3006	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802204	0	8700662			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
663	海難亡靈	M008	0	0		M008_000_000_SP1;M008_000_000_SP2	150	210	99	101	1	1.0	1.0	400;7042	100	650	0	10	180	1	3160;3168;3161;3162;3164	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700663			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
664	企鵝一兵	M024	0	0		M024_000_000_SP1;M024_000_000_SP2	75	135	99	101	1	1.0	1.0	400;7121	100	650	0	16	341	1	3480;3481;3482;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700664			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
665	企鵝上兵	M024	0	1		M024_000_001_SP1;M024_000_001_SP2	75	135	99	101	1	1.0	1.0	400;7122	100	650	0	16	341	1	3480;3481;3482;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700665			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
666	企鵝中士	M024	1	1		M024_001_001_SP1;M024_001_001_SP2	75	135	99	101	1	1.0	1.0	400;7124	100	650	0	16	341	1	3480;3481;3485;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700666			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
667	企鵝上士	M024	1	0		M024_001_000_SP1;M024_001_000_SP2	75	135	99	101	1	1.0	1.0	400;7123	100	650	0	16	341	1	3480;3481;3485;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700667			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
668	海軍二足機甲	M018	0	0		M018_000_000_N	120	230	99	101	1	1.0	1.0	400;7087	100	650	0	16	280	1	3363;3360;3366;3368	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802244	0	8700668			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
669	蒸氣鐵巨甲	M016	0	1		M016_000_001_SP3	220	300	99	101	1	1.0	1.0	416;7078	100	650	0	11	261	1	3320;3324;3327	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700669			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
670	深海蛞蝓	M025	0	1		M025_000_001_N;M025_000_001_SP1	100	60	99	101	1	1.0	1.0	400;7127	100	650	0	10	351	1	3500;3502;3505;3507	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802262	0	8700670			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
671	硬皮骨魚	M020	0	1		M020_000_001_SP1	100	180	99	101	1	1.0	1.0	400;7100	100	650	0	16	301	1	3400;3403;3401;3401;3409	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802251	0	8700671			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
672	下水道鐵人	M016	0	0		M016_000_000_SP1;M016_000_000_SP2	170	220	99	101	1	1.0	1.0	400;7077	100	650	0	10	260	1	3320;3324;3327	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	0	0	8700672			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
673	海底漫遊者	M021	0	0		M021_000_000_SP3	150	220	99	101	1	1.0	1.0	416;7105	100	650	0	11	315	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400031	2701009	2802256	0	8700673			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
674	護陵英魂	M008	0	2		M008_000_002_SP3	200	260	104	104	1	1.0	1.0	416;7044	100	650	0	16	182	1	3160;3168;3161;3162;3169	0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	5400031	2701009	2802201	0	8700674			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
675	巴拉斯	M026	1	1		M026_001_001_SP3	130	255	104	104	0	0.0	0.0	7135	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700675	589;2555	590;765;2555	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
676	費雪	M019	0	1		M019_000_001_SP3	100	170	104	104	0	0.0	0.0	7094	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700676	590;591;763;764;765;766;2506;3214	589;763;764;766;2506;3214	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
677	安潔莉娜	M077	0	0		M077_000_000_N	75	165	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700677	592;596	591;592	1			0	0	0	141;142;143	ANGELINA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
678	恐懼的海底難民	M074	0	1		M074_000_001_N	75	90	104	104	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700678	758		1			0	0	0	134;135		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
679	愛美的海底難民	M071	0	3		M071_000_003_SP3	75	165	104	104	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700679	759	759	1			0	0	0	201;202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
680	勇敢的海底難民	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_002_N	75	150	104	104	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700680	761	761	1			0	0	0	202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
681	仙妲	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_002_SANDER	75	150	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700681	762		1			0	0	0	203		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
682	戴肯	M026	1	0		M026_001_000_BOSS	150	300	104	104	0	0.0	0.0	7134	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700682	760	758;760;762	1			0	0	0	50;51;52		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
683	安潔莉娜	M077	0	0		M077_000_000_N	75	165	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700683	597;598;600	596;600	1			0	0	0	139;140;141	ANGELINA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
684	海魅影	M076	0	0		M076_000_000_N	100	233	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700684		598	1			0	0	0	4;5;6;7	SHADOW_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
685	梅爾波曼	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_012_000_MELPOMENE	75	150	104	104	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700685	767	597;767	1			0	0	0	204		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
686	亡國魔法師	MALE	0	0	P_MALE_FIST	P_MALE_012_000_N	75	170	104	104	0	0.0	0.0	0	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700686			0			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
