source	table	col_index	col_name	type	size	offset
CONSTDATA_TH	CURRICULUM	3	s_HK_VER	3	4	12
CONSTDATA_TH	CURRICULUM	4	s_TC_VER	3	4	16
CONSTDATA_TH	CURRICULUM	5	s_JP_VER	3	4	20
CONSTDATA_TH	CURRICULUM	6	s_TH_VER	3	4	24
CONSTDATA_TH	SKILL_CONTEXT	0	n_ID	0	4	0
CONSTDATA_TH	SKILL_CONTEXT	1	n_LEVEL_LEARN	0	4	4
CONSTDATA_TH	SKILL_CONTEXT	2	s_ICON	3	4	8
CONSTDATA_TH	SKILL_CONTEXT	3	n_PASSIVE	0	4	12
CONSTDATA_TH	SKILL_CONTEXT	4	n_ISCLASS	0	4	16
CONSTDATA_TH	SKILL_CONTEXT	5	n_SKILL_FRAME	0	4	20
CONSTDATA_TH	SKILL_CONTEXT	6	n_ACHIEVEMENT	0	4	24
CONSTDATA_TH	SKILL_CONTEXT	7	s_CONDITIONAL_SKILL	3	4	28
CONSTDATA_TH	SKILL_CONTEXT	8	n_LEVELS	0	4	32
CONSTDATA_TH	SKILL_CONTEXT	9	f_SP_LEVE1	2	4	36
CONSTDATA_TH	SKILL_CONTEXT	10	f_SP_LEVEL2PLUS	2	4	40
CONSTDATA_TH	SKILL_CONTEXT	11	s_CONDITIONAL_AMITY	3	4	44
CONSTDATA_TH	SKILL_CONTEXT	12	n_PASSIVE_EFFECT	0	4	48
CONSTDATA_TH	SKILL_CONTEXT	13	n_CD	0	4	52
CONSTDATA_TH	SKILL_CONTEXT	14	n_TARGET	0	4	56
CONSTDATA_TH	SKILL_CONTEXT	15	n_EQUIPTYPE	0	4	60
CONSTDATA_TH	SKILL_CONTEXT	16	n_EQUIPTYPE_LHAND	0	4	64
CONSTDATA_TH	SKILL_CONTEXT	17	n_STAMINA_COST	0	4	68
CONSTDATA_TH	SKILL_CONTEXT	18	s_CAST_CONDITION	3	4	72
CONSTDATA_TH	SKILL_CONTEXT	19	s_CAST_BEHAVIOR	3	4	76
CONSTDATA_TH	BEHAVIOR	0	n_ID	0	4	0
CONSTDATA_TH	BEHAVIOR	1	s_ICON	3	4	4
CONSTDATA_TH	BEHAVIOR	2	n_RANGE	0	4	8
CONSTDATA_TH	BEHAVIOR	3	s_ANIMATION	3	4	12
CONSTDATA_TH	BEHAVIOR	4	s_ANIMATION2	3	4	16
CONSTDATA_TH	BEHAVIOR	5	n_CLASS	0	4	20
CONSTDATA_TH	BEHAVIOR	6	s_PHASING	3	4	24
CONSTDATA_TH	BEHAVIOR	7	s_ROTATE	3	4	28
CONSTDATA_TH	BEHAVIOR	8	n_EMOTE	0	4	32
CONSTDATA_TH	BEHAVIOR	9	n_THENDO	0	4	36
CONSTDATA_TH	BEHAVIOR	10	s_HITRATE	3	4	40
CONSTDATA_TH	BEHAVIOR	11	s_BUFF_HITRATE	3	4	44
CONSTDATA_TH	BEHAVIOR	12	s_HIT_KEYFRAME	3	4	48
CONSTDATA_TH	BEHAVIOR	13	s_HITBACK	3	4	52
CONSTDATA_TH	BEHAVIOR	14	s_FXS_CASTING	3	4	56
CONSTDATA_TH	BEHAVIOR	15	s_CAST_POSTPROCESS	3	4	60
CONSTDATA_TH	BEHAVIOR	16	s_HIT_POSTPROCESS	3	4	64
CONSTDATA_TH	BEHAVIOR	17	s_EMIT_KEYFRAME	3	4	68
CONSTDATA_TH	BEHAVIOR	18	n_AMOUNT_TARGET	0	4	72
CONSTDATA_TH	BEHAVIOR	19	n_DAMAGE_AREA	0	4	76
CONSTDATA_TH	BEHAVIOR	20	n_MOB_CD	0	4	80
CONSTDATA_TH	BEHAVIOR	21	s_CONDITION	3	4	84
CONSTDATA_TH	BEHAVIOR	22	f_VAR_TPD	2	4	88
CONSTDATA_TH	BEHAVIOR	23	f_VAR_TMD	2	4	92
CONSTDATA_TH	BEHAVIOR	24	f_VAR_TPP	2	4	96
CONSTDATA_TH	BEHAVIOR	25	f_VAR_TMP	2	4	100
CONSTDATA_TH	BEHAVIOR	26	f_DAMAGE_PHYSICS	2	4	104
CONSTDATA_TH	BEHAVIOR	27	f_DAMAGE_MAGIC	2	4	108
CONSTDATA_TH	BEHAVIOR	28	f_PERCENT_HP	2	4	112
CONSTDATA_TH	BEHAVIOR	29	n_PROFIT	0	4	116
CONSTDATA_TH	Missile	0	n_ID	0	4	0
CONSTDATA_TH	Missile	1	s_HEIGHT	3	4	4
CONSTDATA_TH	Missile	2	s_MISSILE	3	4	8
CONSTDATA_TH	Missile	3	s_FX_LAUNCH	3	4	12
CONSTDATA_TH	Missile	4	s_FX_MISSILEHIT	3	4	16
CONSTDATA_TH	Missile	5	s_FX_MISSILECRUSH	3	4	20
CONSTDATA_TH	Missile	6	n_CLASS	0	4	24
CONSTDATA_TH	Missile	7	s_PATH	3	4	28
CONSTDATA_TH	Missile	8	n_SPEED	0	4	32
CONSTDATA_TH	Missile	9	n_BOUNDARY	0	4	36
CONSTDATA_TH	Missile	10	n_BUFF	0	4	40
CONSTDATA_TH	Missile	11	s_HITEFFECT	3	4	44
CONSTDATA_TH	Missile	12	s_HITRATE	3	4	48
CONSTDATA_TH	Missile	13	s_BUFF_HITRATE	3	4	52
CONSTDATA_TH	Missile	14	s_HITBACK	3	4	56
CONSTDATA_TH	Missile	15	s_HIT_POSTPROCESS	3	4	60
CONSTDATA_TH	Missile	16	s_CONDITION	3	4	64
CONSTDATA_TH	Missile	17	s_FISSION	3	4	68
CONSTDATA_TH	Missile	18	n_AMOUNT_TARGET	0	4	72
CONSTDATA_TH	Missile	19	f_VAR_TPD	2	4	76
CONSTDATA_TH	Missile	20	f_VAR_TMD	2	4	80
CONSTDATA_TH	Missile	21	f_VAR_TPP	2	4	84
CONSTDATA_TH	Missile	22	f_VAR_TMP	2	4	88
CONSTDATA_TH	Missile	23	f_DAMAGE_PHYSICS	2	4	92
CONSTDATA_TH	Missile	24	f_DAMAGE_MAGIC	2	4	96
CONSTDATA_TH	Missile	25	f_PERCENT_HP	2	4	100
CONSTDATA_TH	BUFF	0	n_ID	0	4	0
CONSTDATA_TH	BUFF	1	n_STACK	0	4	4
CONSTDATA_TH	BUFF	2	n_BUFF_TYPE	0	4	8
CONSTDATA_TH	BUFF	3	s_BUFF_ICON	3	4	12
CONSTDATA_TH	BUFF	4	f_DURATION	2	4	16
CONSTDATA_TH	BUFF	5	s_BUFF_CANCEL	3	4	20
CONSTDATA_TH	BUFF	6	s_BUFF_CONDITON	3	4	24
CONSTDATA_TH	BUFF	7	s_CONDITIONAL_BUFF	3	4	28
CONSTDATA_TH	BUFF	8	s_CONSTANT_BUFF	3	4	32
CONSTDATA_TH	BUFF	9	s_BUFF_FXS	3	4	36
CONSTDATA_TH	BUFF	10	s_BUFF_FXS_RIGHT	3	4	40
CONSTDATA_TH	BUFF	11	s_BUFF_FXS_LEFT	3	4	44
CONSTDATA_TH	BUFF	12	n_ANIMATION_RANK	0	4	48
CONSTDATA_TH	BUFF	13	s_ANIMATION_REPLACE	3	4	52
CONSTDATA_TH	BUFFLINK	0	n_ID	0	4	0
CONSTDATA_TH	BUFFLINK	1	n_LINK_STACK	0	4	4
CONSTDATA_TH	BUFFLINK	2	f_DURATION	2	4	8
CONSTDATA_TH	BUFFLINK	3	n_CASTER_BUFF	0	4	12
CONSTDATA_TH	BUFFLINK	4	n_DISTANCE	0	4	16
CONSTDATA_TH	BUFFLINK	5	s_CANCEL_EVENT	3	4	20
CONSTDATA_TH	BUFFLINK	6	s_CASTER_CANCEL_EVENT	3	4	24
CONSTDATA_TH	BUFFLINK	7	s_TARGET_CANCEL_EVENT	3	4	28
CONSTDATA_TH	BUFFLINK	8	f_CASTER_LINK_HEIGHT	2	4	32
CONSTDATA_TH	BUFFLINK	9	f_TARGET_LINK_HEIGH	2	4	36
CONSTDATA_TH	BUFFLINK	10	s_LINK_FXS	3	4	40
CONSTDATA_TH	POTENTIAL	0	n_ID	0	4	0
CONSTDATA_TH	POTENTIAL	1	n_LEVEL	0	4	4
CONSTDATA_TH	POTENTIAL	2	n_STRENGH	0	4	8
CONSTDATA_TH	POTENTIAL	3	n_CONSTITUTION	0	4	12
CONSTDATA_TH	POTENTIAL	4	n_AGILITY	0	4	16
CONSTDATA_TH	POTENTIAL	5	n_INTELLECT	0	4	20
CONSTDATA_TH	POTENTIAL	6	n_PERCEPTION	0	4	24
CONSTDATA_TH	POTENTIAL	7	s_HK_VER	3	4	28
CONSTDATA_TH	POTENTIAL	8	s_TC_VER	3	4	32
CONSTDATA_TH	POTENTIAL	9	s_JP_VER	3	4	36
CONSTDATA_TH	POTENTIAL	10	s_TH_VER	3	4	40
CONSTDATA_TH	STANDARD_BUFF	0	n_ID	0	4	0
CONSTDATA_TH	STANDARD_BUFF	1	n_HPMAX	0	4	4
CONSTDATA_TH	STANDARD_BUFF	2	n_RECOVER_HP	0	4	8
CONSTDATA_TH	STANDARD_BUFF	3	n_STAMINAMAX	0	4	12
CONSTDATA_TH	STANDARD_BUFF	4	n_RECOVER_STAMINA	0	4	16
CONSTDATA_TH	STANDARD_BUFF	5	n_SPEED_RUN	0	4	20
CONSTDATA_TH	STANDARD_BUFF	6	n_STRENGH	0	4	24
CONSTDATA_TH	STANDARD_BUFF	7	n_CONSITUTION	0	4	28
CONSTDATA_TH	STANDARD_BUFF	8	n_AGILITY	0	4	32
CONSTDATA_TH	STANDARD_BUFF	9	n_PERCEPTION	0	4	36
CONSTDATA_TH	STANDARD_BUFF	10	n_INTELLECT	0	4	40
CONSTDATA_TH	STANDARD_BUFF	11	n_DAMMIN_PHYSICS	0	4	44
CONSTDATA_TH	STANDARD_BUFF	12	n_DAMMIN_MAGIC	0	4	48
CONSTDATA_TH	STANDARD_BUFF	13	n_DAMPLUS_PHYSICS	0	4	52
CONSTDATA_TH	STANDARD_BUFF	14	n_DAMPLUS_MAGIC	0	4	56
CONSTDATA_TH	STANDARD_BUFF	15	n_AC_PHYSICS	0	4	60
CONSTDATA_TH	STANDARD_BUFF	16	n_AC_MAGIC	0	4	64
CONSTDATA_TH	STANDARD_BUFF	17	n_ABSORB_PHYSICS	0	4	68
CONSTDATA_TH	STANDARD_BUFF	18	n_ABSORB_MAGIC	0	4	72
CONSTDATA_TH	STANDARD_BUFF	19	n_PENETRATE_PHYSICS	0	4	76
CONSTDATA_TH	STANDARD_BUFF	20	n_PENETRATE_MAGIC	0	4	80
CONSTDATA_TH	STANDARD_BUFF	21	f_ANTI_STUN	2	4	84
CONSTDATA_TH	STANDARD_BUFF	22	f_STUN	2	4	88
CONSTDATA_TH	STANDARD_BUFF	23	f_ANTI_CURSE	2	4	92
CONSTDATA_TH	STANDARD_BUFF	24	f_CURSE	2	4	96
CONSTDATA_TH	STANDARD_BUFF	25	f_HITRATE	2	4	100
CONSTDATA_TH	STANDARD_BUFF	26	f_DODGE	2	4	104
CONSTDATA_TH	STANDARD_BUFF	27	f_POWERHIT	2	4	108
CONSTDATA_TH	STANDARD_BUFF	28	f_ANTI_POWERHIT	2	4	112
CONSTDATA_TH	STANDARD_BUFF	29	f_BYPASS	2	4	116
CONSTDATA_TH	STANDARD_BUFF	30	f_OVERHIT	2	4	120
CONSTDATA_TH	STANDARD_BUFF	31	f_MULTIPLY_POWERDAM	2	4	124
CONSTDATA_TH	STANDARD_BUFF	32	f_ABSORB_POWERDAM	2	4	128
CONSTDATA_TH	STANDARD_BUFF	33	f_ABSORB_SHIELD	2	4	132
CONSTDATA_TH	STANDARD_BUFF	34	f_BLOCKRATE	2	4	136
CONSTDATA_TH	STANDARD_BUFF	35	f_MUL_DAMAGE	2	4	140
CONSTDATA_TH	STACK	0	n_ID	0	4	0
CONSTDATA_TH	STACK	1	n_POSITIVE	0	4	4
CONSTDATA_TH	STACK	2	n_MAX_STACK	0	4	8
CONSTDATA_TH	STACK	3	n_STACK_PROPERTIES	0	4	12
CONSTDATA_TH	CHARCREATE_LOOK	0	n_ID	0	4	0
CONSTDATA_TH	CHARCREATE_LOOK	1	s_ID_MODEL_PARTS	3	4	4
CONSTDATA_TH	CHARCREATE_LOOK	2	n_ID_MODEL	0	4	8
CONSTDATA_TH	CHARCREATE_LOOK	3	n_ID_MAP	0	4	12
CONSTDATA_TH	CHARCREATE_LOOK	4	n_CONDITION_GENDER	0	4	16
CONSTDATA_TH	CHARCREATE_LOOK	5	n_TAG_LOOT	0	4	20
CONSTDATA_TH	CHARCREATE_LOOK	6	n_CREATE	0	4	24
CONSTDATA_TH	CHARCREATE_LOOK	7	n_ID_BUFF	0	4	28
CONSTDATA_TH	CHARCREATE_LOOK	8	s_HK_VER	3	4	32
CONSTDATA_TH	CHARCREATE_LOOK	9	s_TC_VER	3	4	36
CONSTDATA_TH	CHARCREATE_LOOK	10	s_JP_VER	3	4	40
CONSTDATA_TH	CHARCREATE_LOOK	11	s_TH_VER	3	4	44
CONSTDATA_TH	CHARCREATE_SKIN	0	n_ID	0	4	0
CONSTDATA_TH	CHARCREATE_SKIN	1	n_RED	0	4	4
CONSTDATA_TH	CHARCREATE_SKIN	2	n_GREEN	0	4	8
CONSTDATA_TH	CHARCREATE_SKIN	3	n_BLUE	0	4	12
CONSTDATA_TH	CHARCREATE_SKIN	4	n_CONDITION_GENDER	0	4	16
CONSTDATA_TH	CHARCREATE_SKIN	5	n_CREATE	0	4	20
CONSTDATA_TH	CHARCREATE_SKIN	6	s_HK_VER	3	4	24
CONSTDATA_TH	CHARCREATE_SKIN	7	s_TC_VER	3	4	28
CONSTDATA_TH	CHARCREATE_SKIN	8	s_JP_VER	3	4	32
CONSTDATA_TH	CHARCREATE_SKIN	9	s_TH_VER	3	4	36
CONSTDATA_TH	CHARCREATE_CLASS	0	n_ID	0	4	0
CONSTDATA_TH	CHARCREATE_CLASS	1	s_ICON	3	4	4
CONSTDATA_TH	CHARCREATE_CLASS	2	s_SCORE	3	4	8
CONSTDATA_TH	CHARCREATE_CLASS	3	n_DRESS_HAT	0	4	12
CONSTDATA_TH	CHARCREATE_CLASS	4	n_DRESS_CHEST	0	4	16
CONSTDATA_TH	CHARCREATE_CLASS	5	n_DRESS_LEGGINGS	0	4	20
CONSTDATA_TH	CHARCREATE_CLASS	6	n_FREE_HG	0	4	24
CONSTDATA_TH	CHARCREATE_CLASS	7	n_SLOT_RHAND	0	4	28
CONSTDATA_TH	CHARCREATE_CLASS	8	n_SLOT_LHAND	0	4	32
CONSTDATA_TH	CHARCREATE_CLASS	9	n_GENDER	0	4	36
CONSTDATA_TH	CHARCREATE_CLASS	10	n_HDID	0	4	40
CONSTDATA_TH	CHARCREATE_CLASS	11	n_HRID	0	4	44
CONSTDATA_TH	CHARCREATE_CLASS	12	n_FCID	0	4	48
CONSTDATA_TH	CHARCREATE_CLASS	13	n_ETID	0	4	52
CONSTDATA_TH	CHARCREATE_CLASS	14	n_SKIN	0	4	56
CONSTDATA_TH	CHARCREATE_CLASS	15	s_BODYRATIO	3	4	60
CONSTDATA_TH	CHARCREATE_CLASS	16	s_PACKAGE_M	3	4	64
CONSTDATA_TH	CHARCREATE_CLASS	17	s_PACKAGE_F	3	4	68
CONSTDATA_TH	CHARCREATE_CLASS	18	n_BOX	0	4	72
CONSTDATA_TH	CHARCREATE_CLASS	19	s_ANIMATE_1	3	4	76
CONSTDATA_TH	CHARCREATE_CLASS	20	s_CREATFX_1	3	4	80
CONSTDATA_TH	CHARCREATE_CLASS	21	s_ANIMATE_2	3	4	84
CONSTDATA_TH	CHARCREATE_CLASS	22	s_CREATFX_2	3	4	88
CONSTDATA_TH	CHARCREATE_CLASS	23	s_ANIMATE_3	3	4	92
CONSTDATA_TH	CHARCREATE_CLASS	24	s_ANIMATE_4	3	4	96
CONSTDATA_TH	CHARCREATE_CLASS	25	s_CREATFX_4	3	4	100
CONSTDATA_TH	CHARCREATE_CLASS	26	s_SKILL_1	3	4	104
CONSTDATA_TH	CHARCREATE_CLASS	27	s_SKILL_2	3	4	108
CONSTDATA_TH	CHARCREATE_CLASS	28	s_SKILL_3	3	4	112
CONSTDATA_TH	CHARCREATE_CLASS	29	s_SKILL_4	3	4	116
CONSTDATA_TH	CHARCREATE_CLASS	30	n_DRESS_CHEST_2	0	4	120
CONSTDATA_TH	CHARCREATE_CLASS	31	n_DRESS_LEGGINGS_2	0	4	124
CONSTDATA_TH	CHARCREATE_CLASS	32	n_DRESS_CHEST_3	0	4	128
CONSTDATA_TH	CHARCREATE_CLASS	33	n_DRESS_LEGGINGS_3	0	4	132
CONSTDATA_TH	CHARCREATE_CLASS	34	s_HK_VER	3	4	136
CONSTDATA_TH	CHARCREATE_CLASS	35	s_TC_VER	3	4	140
CONSTDATA_TH	CHARCREATE_CLASS	36	s_JP_VER	3	4	144
CONSTDATA_TH	CHARCREATE_CLASS	37	s_TH_VER	3	4	148
CONSTDATA_TH	CHARCREATE_PACKAGE	0	n_ID	0	4	0
CONSTDATA_TH	CHARCREATE_PACKAGE	1	n_GENDER	0	4	4
CONSTDATA_TH	CHARCREATE_PACKAGE	2	n_HDID	0	4	8
CONSTDATA_TH	CHARCREATE_PACKAGE	3	n_HRID	0	4	12
CONSTDATA_TH	CHARCREATE_PACKAGE	4	n_FCID	0	4	16
CONSTDATA_TH	CHARCREATE_PACKAGE	5	n_ETID	0	4	20
CONSTDATA_TH	CHARCREATE_PACKAGE	6	n_SKIN	0	4	24
CONSTDATA_TH	CHARCREATE_PACKAGE	7	s_BODYRATIO	3	4	28
CONSTDATA_TH	CHARCREATE_PACKAGE	8	s_ANIMATE_1	3	4	32
CONSTDATA_TH	CHARCREATE_PACKAGE	9	n_UITEXT	0	4	36
CONSTDATA_TH	CHARCREATE_PACKAGE	10	s_HK_VER	3	4	40
CONSTDATA_TH	CHARCREATE_PACKAGE	11	s_TC_VER	3	4	44
CONSTDATA_TH	CHARCREATE_PACKAGE	12	s_JP_VER	3	4	48
CONSTDATA_TH	CHARCREATE_PACKAGE	13	s_TH_VER	3	4	52
CONSTDATA_TH	CD_TIMER	0	n_ID	0	4	0
CONSTDATA_TH	CD_TIMER	1	n_TIME	0	4	4
CONSTDATA_TH	AI_WANDER	0	n_ID	0	4	0
CONSTDATA_TH	AI_WANDER	1	s_WANDER	3	4	4
CONSTDATA_TH	AI_WANDER	2	n_FACTION	0	4	8
CONSTDATA_TH	AI_WANDER	3	n_OFFESIVE	0	4	12
CONSTDATA_TH	AI_WANDER	4	n_AGGRO	0	4	16
CONSTDATA_TH	AI_TACTIC	0	n_ID	0	4	0
CONSTDATA_TH	AI_TACTIC	1	s_CREWID	3	4	4
CONSTDATA_TH	AI_TACTIC	2	s_CONDITION	3	4	8
CONSTDATA_TH	AI_TACTIC	3	s_ENEMY	3	4	12
CONSTDATA_TH	AI_TACTIC	4	s_ALLY	3	4	16
CONSTDATA_TH	AI_COMBAT	0	n_ID	0	4	0
CONSTDATA_TH	AI_COMBAT	1	s_CONDITOIN	3	4	4
CONSTDATA_TH	AI_COMBAT	2	s_ACTION	3	4	8
CONSTDATA_TH	STANDARD_MOB	0	n_ID	0	4	0
CONSTDATA_TH	STANDARD_MOB	1	n_MOBEXP	0	4	4
CONSTDATA_TH	STANDARD_MOB	2	n_SP	0	4	8
CONSTDATA_TH	STANDARD_MOB	3	n_HPMAX	0	4	12
CONSTDATA_TH	STANDARD_MOB	4	n_RECOVER_HP	0	4	16
CONSTDATA_TH	STANDARD_MOB	5	n_STAMINAMAX	0	4	20
CONSTDATA_TH	STANDARD_MOB	6	n_RECOVER_STAMINA	0	4	24
CONSTDATA_TH	STANDARD_MOB	7	n_SPEED_RUN	0	4	28
CONSTDATA_TH	STANDARD_MOB	8	n_STRENGH	0	4	32
CONSTDATA_TH	STANDARD_MOB	9	n_CONSITUTION	0	4	36
CONSTDATA_TH	STANDARD_MOB	10	n_AGILITY	0	4	40
CONSTDATA_TH	STANDARD_MOB	11	n_PERCEPTION	0	4	44
CONSTDATA_TH	STANDARD_MOB	12	n_INTELLECT	0	4	48
CONSTDATA_TH	STANDARD_MOB	13	n_DAMMIN_PHYSICS	0	4	52
CONSTDATA_TH	STANDARD_MOB	14	n_DAMMIN_MAGIC	0	4	56
CONSTDATA_TH	STANDARD_MOB	15	n_DAMPLUS_PHYSICS	0	4	60
CONSTDATA_TH	STANDARD_MOB	16	n_DAMPLUS_MAGIC	0	4	64
CONSTDATA_TH	STANDARD_MOB	17	n_AC_PHYSICS	0	4	68
CONSTDATA_TH	STANDARD_MOB	18	n_AC_MAGIC	0	4	72
CONSTDATA_TH	STANDARD_MOB	19	n_ABSORB_PHYSICS	0	4	76
CONSTDATA_TH	STANDARD_MOB	20	n_ABSORB_MAGIC	0	4	80
CONSTDATA_TH	STANDARD_MOB	21	n_PENETRATE_PHYSICS	0	4	84
CONSTDATA_TH	STANDARD_MOB	22	n_PENETRATE_MAGIC	0	4	88
CONSTDATA_TH	STANDARD_MOB	23	f_ANTI_STUN	2	4	92
CONSTDATA_TH	STANDARD_MOB	24	f_STUN	2	4	96
CONSTDATA_TH	STANDARD_MOB	25	f_ANTI_CURSE	2	4	100
